ARI,Dataset,x,Param
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.6549331,Yan,5,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.9482629,Biase,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.3828124,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.7038409,Pollen1,7,Gene Filter Fraction
0.4231732,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.4231732,Pollen1,7,Gene Filter Fraction
0.4231732,Pollen1,7,Gene Filter Fraction
0.7086876,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.4231732,Pollen1,7,Gene Filter Fraction
0.4231732,Pollen1,7,Gene Filter Fraction
0.4257234,Pollen1,7,Gene Filter Fraction
0.4231732,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.5102485,Pollen1,7,Gene Filter Fraction
0.4231732,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.4231732,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.4231732,Pollen1,7,Gene Filter Fraction
0.7038409,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.4231732,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.4231732,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.4231732,Pollen1,7,Gene Filter Fraction
0.5102485,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.4231732,Pollen1,7,Gene Filter Fraction
0.4231732,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.4231732,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.4231732,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.4231732,Pollen1,7,Gene Filter Fraction
0.3828124,Pollen1,7,Gene Filter Fraction
0.4231732,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.4438857,Pollen1,7,Gene Filter Fraction
0.4231732,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.4438857,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.4438857,Pollen1,7,Gene Filter Fraction
0.5102485,Pollen1,7,Gene Filter Fraction
0.4231732,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.7086876,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.4231732,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.4231732,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.6753337,Pollen1,7,Gene Filter Fraction
0.3828124,Pollen1,7,Gene Filter Fraction
0.4231732,Pollen1,7,Gene Filter Fraction
0.4231732,Pollen1,7,Gene Filter Fraction
0.4231732,Pollen1,7,Gene Filter Fraction
0.4438857,Pollen1,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.9582862,Pollen2,7,Gene Filter Fraction
0.7790455,Deng,7,Gene Filter Fraction
0.7790455,Deng,7,Gene Filter Fraction
0.6658896,Deng,7,Gene Filter Fraction
0.6658896,Deng,7,Gene Filter Fraction
0.6658896,Deng,7,Gene Filter Fraction
0.6658896,Deng,7,Gene Filter Fraction
0.7790455,Deng,7,Gene Filter Fraction
0.7790455,Deng,7,Gene Filter Fraction
0.6658896,Deng,7,Gene Filter Fraction
0.7790455,Deng,7,Gene Filter Fraction
0.6658896,Deng,7,Gene Filter Fraction
0.7790455,Deng,7,Gene Filter Fraction
0.7790455,Deng,7,Gene Filter Fraction
0.6659498,Deng,7,Gene Filter Fraction
0.6658896,Deng,7,Gene Filter Fraction
0.7790455,Deng,7,Gene Filter Fraction
0.7785169,Deng,7,Gene Filter Fraction
0.6658896,Deng,7,Gene Filter Fraction
0.6658896,Deng,7,Gene Filter Fraction
0.7790455,Deng,7,Gene Filter Fraction
0.6658896,Deng,7,Gene Filter Fraction
0.6658896,Deng,7,Gene Filter Fraction
0.7790455,Deng,7,Gene Filter Fraction
0.6658896,Deng,7,Gene Filter Fraction
0.6658896,Deng,7,Gene Filter Fraction
0.7790455,Deng,7,Gene Filter Fraction
0.6658896,Deng,7,Gene Filter Fraction
0.7790455,Deng,7,Gene Filter Fraction
0.6658896,Deng,7,Gene Filter Fraction
0.6658896,Deng,7,Gene Filter Fraction
0.6658896,Deng,7,Gene Filter Fraction
0.7790455,Deng,7,Gene Filter Fraction
0.7790455,Deng,7,Gene Filter Fraction
0.6658896,Deng,7,Gene Filter Fraction
0.6658896,Deng,7,Gene Filter Fraction
0.6658896,Deng,7,Gene Filter Fraction
0.6658896,Deng,7,Gene Filter Fraction
0.6658896,Deng,7,Gene Filter Fraction
0.6658896,Deng,7,Gene Filter Fraction
0.7790455,Deng,7,Gene Filter Fraction
0.6658896,Deng,7,Gene Filter Fraction
0.7790455,Deng,7,Gene Filter Fraction
0.6658896,Deng,7,Gene Filter Fraction
0.6658896,Deng,7,Gene Filter Fraction
0.7790455,Deng,7,Gene Filter Fraction
0.6658896,Deng,7,Gene Filter Fraction
0.6658896,Deng,7,Gene Filter Fraction
0.7790455,Deng,7,Gene Filter Fraction
0.6658896,Deng,7,Gene Filter Fraction
0.6658896,Deng,7,Gene Filter Fraction
0.6658896,Deng,7,Gene Filter Fraction
0.7790455,Deng,7,Gene Filter Fraction
0.7790455,Deng,7,Gene Filter Fraction
0.7790455,Deng,7,Gene Filter Fraction
0.7790455,Deng,7,Gene Filter Fraction
0.6658896,Deng,7,Gene Filter Fraction
0.6658896,Deng,7,Gene Filter Fraction
0.7790455,Deng,7,Gene Filter Fraction
0.7790455,Deng,7,Gene Filter Fraction
0.7790455,Deng,7,Gene Filter Fraction
0.6658896,Deng,7,Gene Filter Fraction
0.6658896,Deng,7,Gene Filter Fraction
0.6658896,Deng,7,Gene Filter Fraction
0.6658896,Deng,7,Gene Filter Fraction
0.7790455,Deng,7,Gene Filter Fraction
0.7790455,Deng,7,Gene Filter Fraction
0.7790455,Deng,7,Gene Filter Fraction
0.6658896,Deng,7,Gene Filter Fraction
0.6658896,Deng,7,Gene Filter Fraction
0.6658896,Deng,7,Gene Filter Fraction
0.6658896,Deng,7,Gene Filter Fraction
0.7790455,Deng,7,Gene Filter Fraction
0.6658896,Deng,7,Gene Filter Fraction
0.6658896,Deng,7,Gene Filter Fraction
0.7790455,Deng,7,Gene Filter Fraction
0.7790455,Deng,7,Gene Filter Fraction
0.6658896,Deng,7,Gene Filter Fraction
0.7790455,Deng,7,Gene Filter Fraction
0.6658896,Deng,7,Gene Filter Fraction
0.7790455,Deng,7,Gene Filter Fraction
0.6658896,Deng,7,Gene Filter Fraction
0.6659498,Deng,7,Gene Filter Fraction
0.7790455,Deng,7,Gene Filter Fraction
0.7790455,Deng,7,Gene Filter Fraction
0.6658896,Deng,7,Gene Filter Fraction
0.6658896,Deng,7,Gene Filter Fraction
0.6658896,Deng,7,Gene Filter Fraction
0.6658896,Deng,7,Gene Filter Fraction
0.6658896,Deng,7,Gene Filter Fraction
0.6658896,Deng,7,Gene Filter Fraction
0.6658896,Deng,7,Gene Filter Fraction
0.6658896,Deng,7,Gene Filter Fraction
0.7790455,Deng,7,Gene Filter Fraction
0.7790455,Deng,7,Gene Filter Fraction
0.6658896,Deng,7,Gene Filter Fraction
0.7790455,Deng,7,Gene Filter Fraction
0.6658896,Deng,7,Gene Filter Fraction
0.7790455,Deng,7,Gene Filter Fraction
0.7785169,Deng,7,Gene Filter Fraction
0.7790455,Deng,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
0.6874447,Goolam,7,Gene Filter Fraction
1,Kolodziejczyk,7,Gene Filter Fraction
1,Kolodziejczyk,7,Gene Filter Fraction
1,Kolodziejczyk,7,Gene Filter Fraction
1,Kolodziejczyk,7,Gene Filter Fraction
1,Kolodziejczyk,7,Gene Filter Fraction
