AUROC,Dataset
0.537931034482759,Biase
0.65,Biase
0.675,Biase
0.607758620689655,Biase
0.573611111111111,Biase
0.535344827586207,Biase
0.643103448275862,Biase
0.580555555555556,Biase
0.561206896551724,Biase
0.622222222222222,Biase
0.604166666666667,Biase
0.688888888888889,Biase
0.679310344827586,Biase
0.667241379310345,Biase
0.598611111111111,Biase
0.641666666666667,Biase
0.605555555555556,Biase
0.675,Biase
0.596551724137931,Biase
0.541379310344828,Biase
0.591666666666667,Biase
0.675,Biase
0.556896551724138,Biase
0.61551724137931,Biase
0.613793103448276,Biase
0.601724137931035,Biase
0.538888888888889,Biase
0.563793103448276,Biase
0.546551724137931,Biase
0.777777777777778,Biase
0.569444444444444,Biase
0.517241379310345,Biase
0.698611111111111,Biase
0.6,Biase
0.655172413793103,Biase
0.517241379310345,Biase
0.631034482758621,Biase
0.544444444444445,Biase
0.687931034482759,Biase
0.554310344827586,Biase
0.661111111111111,Biase
0.54051724137931,Biase
0.513888888888889,Biase
0.638888888888889,Biase
0.545833333333333,Biase
0.612931034482759,Biase
0.6,Biase
0.71896551724138,Biase
0.595833333333333,Biase
0.552777777777778,Biase
0.647222222222222,Biase
0.575,Biase
0.577777777777778,Biase
0.522413793103448,Biase
0.552777777777778,Biase
0.533620689655172,Biase
0.556896551724138,Biase
0.605172413793103,Biase
0.610344827586207,Biase
0.613793103448276,Biase
0.575,Biase
0.566666666666667,Biase
0.58448275862069,Biase
0.554166666666667,Biase
0.55,Biase
0.566666666666667,Biase
0.575,Biase
0.617241379310345,Biase
0.573611111111111,Biase
0.572413793103448,Biase
0.55,Biase
0.575862068965517,Biase
0.646551724137931,Biase
0.636206896551724,Biase
0.655172413793103,Biase
0.668965517241379,Biase
0.672413793103448,Biase
0.610344827586207,Biase
0.539655172413793,Biase
0.586206896551724,Biase
0.560344827586207,Biase
0.627586206896552,Biase
0.568965517241379,Biase
0.660344827586207,Biase
0.594827586206897,Biase
0.553448275862069,Biase
0.630555555555556,Biase
0.555172413793103,Biase
0.566666666666667,Biase
0.552777777777778,Biase
0.577586206896552,Biase
0.551724137931034,Biase
0.605555555555556,Biase
0.641379310344828,Biase
0.581896551724138,Biase
0.539655172413793,Biase
0.586111111111111,Biase
0.583333333333333,Biase
0.596551724137931,Biase
0.722413793103448,Biase
0.517241379310345,Biase
0.580555555555555,Biase
0.603448275862069,Biase
0.65,Biase
0.575,Biase
0.579310344827586,Biase
0.58448275862069,Biase
0.616666666666667,Biase
0.580555555555556,Biase
0.672222222222222,Biase
0.582758620689655,Biase
0.669444444444445,Biase
0.546551724137931,Biase
0.681896551724138,Biase
0.528448275862069,Biase
0.613793103448276,Biase
0.641379310344828,Biase
0.761111111111111,Biase
0.572413793103448,Biase
0.530172413793103,Biase
0.570689655172414,Biase
0.636111111111111,Biase
0.617241379310345,Biase
0.632758620689655,Biase
0.624137931034483,Biase
0.585344827586207,Biase
0.536111111111111,Biase
0.586111111111111,Biase
0.648611111111111,Biase
0.606896551724138,Biase
0.597222222222222,Biase
0.652586206896552,Biase
0.630555555555556,Biase
0.56551724137931,Biase
0.548275862068966,Biase
0.686111111111111,Biase
0.555172413793103,Biase
0.568965517241379,Biase
0.574137931034483,Biase
0.521551724137931,Biase
0.542241379310345,Biase
0.555555555555556,Biase
0.538888888888889,Biase
0.625862068965517,Biase
0.511111111111111,Biase
0.570689655172414,Biase
0.639655172413793,Biase
0.591379310344827,Biase
0.608620689655172,Biase
0.577586206896552,Biase
0.615277777777778,Biase
0.553448275862069,Biase
0.542241379310345,Biase
0.551724137931034,Biase
0.517241379310345,Biase
0.605172413793103,Biase
0.526388888888889,Biase
0.543055555555556,Biase
0.593103448275862,Biase
0.568055555555556,Biase
0.633333333333333,Biase
0.553448275862069,Biase
0.532758620689655,Biase
0.622222222222222,Biase
0.5875,Biase
0.544827586206897,Biase
0.589655172413793,Biase
0.547222222222222,Biase
0.564655172413793,Biase
0.619444444444444,Biase
0.51551724137931,Biase
0.577777777777778,Biase
0.618965517241379,Biase
0.638888888888889,Biase
0.519444444444444,Biase
0.541379310344828,Biase
0.575862068965517,Biase
0.505555555555556,Biase
0.627586206896552,Biase
0.558333333333333,Biase
0.513793103448276,Biase
0.604310344827586,Biase
0.622222222222222,Biase
0.580555555555555,Biase
0.63448275862069,Biase
0.573611111111111,Biase
0.519827586206897,Biase
0.535344827586207,Biase
0.68448275862069,Biase
0.560344827586207,Biase
0.611111111111111,Biase
0.617241379310345,Biase
0.553448275862069,Biase
0.61551724137931,Biase
0.627586206896552,Biase
0.509722222222222,Biase
0.616666666666667,Biase
0.512068965517241,Biase
0.624137931034483,Biase
0.572413793103448,Biase
0.627777777777778,Biase
0.618103448275862,Biase
0.532758620689655,Biase
0.644444444444444,Biase
0.534722222222222,Biase
0.566666666666667,Biase
0.592241379310345,Biase
0.662068965517241,Biase
0.597413793103448,Biase
0.65,Biase
0.651724137931034,Biase
0.677777777777778,Biase
0.513793103448276,Biase
0.597413793103448,Biase
0.545833333333333,Biase
0.518965517241379,Biase
0.593965517241379,Biase
0.586111111111111,Biase
0.550862068965517,Biase
0.583620689655172,Biase
0.680555555555556,Biase
0.544444444444445,Biase
0.548275862068966,Biase
0.560344827586207,Biase
0.621551724137931,Biase
0.606944444444445,Biase
0.524137931034483,Biase
0.625,Biase
0.6125,Biase
0.589655172413793,Biase
0.581034482758621,Biase
0.581034482758621,Biase
0.519444444444445,Biase
0.532758620689655,Biase
0.568055555555556,Biase
0.745833333333333,Biase
0.594827586206897,Biase
0.536206896551724,Biase
0.576724137931034,Biase
0.539655172413793,Biase
0.594444444444444,Biase
0.618055555555556,Biase
0.54051724137931,Biase
0.655172413793103,Biase
0.699137931034483,Biase
0.568965517241379,Biase
0.582758620689655,Biase
0.583333333333333,Biase
0.586111111111111,Biase
0.544444444444445,Biase
0.66551724137931,Biase
0.603448275862069,Biase
0.519444444444444,Biase
0.522222222222222,Biase
0.520689655172414,Biase
0.68448275862069,Biase
0.591666666666667,Biase
0.544827586206897,Biase
0.524137931034483,Biase
0.639655172413793,Biase
0.531896551724138,Biase
0.61551724137931,Biase
0.519444444444444,Biase
0.562068965517241,Biase
0.552777777777778,Biase
0.550862068965517,Biase
0.537068965517241,Biase
0.574137931034483,Biase
0.55,Biase
0.586206896551724,Biase
0.563888888888889,Biase
0.530555555555556,Biase
0.538888888888889,Biase
0.520689655172414,Biase
0.64051724137931,Biase
0.602586206896552,Biase
0.527586206896552,Biase
0.546551724137931,Biase
0.582758620689655,Biase
0.616666666666667,Biase
0.689655172413793,Biase
0.569827586206897,Biase
0.521551724137931,Biase
0.591379310344827,Biase
0.582758620689655,Biase
0.570833333333333,Biase
0.522413793103448,Biase
0.660344827586207,Biase
0.537931034482759,Biase
0.520833333333333,Biase
0.553448275862069,Biase
0.637931034482759,Biase
0.589655172413793,Biase
0.663793103448276,Biase
0.622222222222222,Biase
0.581034482758621,Biase
0.754166666666667,Biase
0.574137931034483,Biase
0.519444444444444,Biase
0.536206896551724,Biase
0.705555555555555,Biase
0.573611111111111,Biase
0.590277777777778,Biase
0.556944444444444,Biase
0.675862068965517,Biase
0.605172413793103,Biase
0.501724137931035,Biase
0.629310344827586,Biase
0.610344827586207,Biase
0.543103448275862,Biase
0.581896551724138,Biase
0.641666666666667,Biase
0.555172413793103,Biase
0.508620689655172,Biase
0.563793103448276,Biase
0.56551724137931,Biase
0.525862068965517,Biase
0.63448275862069,Biase
0.522222222222222,Biase
0.533333333333333,Biase
0.620689655172414,Biase
0.677777777777778,Biase
0.553448275862069,Biase
0.524137931034483,Biase
0.581896551724138,Biase
0.645833333333333,Biase
0.555172413793103,Biase
0.570689655172414,Biase
0.567241379310345,Biase
0.625,Biase
0.541666666666667,Biase
0.608620689655172,Biase
0.594444444444445,Biase
0.596551724137931,Biase
0.596551724137931,Biase
0.709722222222222,Biase
0.524137931034483,Biase
0.674137931034483,Biase
0.731034482758621,Biase
0.6,Biase
0.572413793103448,Biase
0.575862068965517,Biase
0.550862068965517,Biase
0.552586206896552,Biase
0.529310344827586,Biase
0.552777777777778,Biase
0.599137931034483,Biase
0.605555555555556,Biase
0.546551724137931,Biase
0.53448275862069,Biase
0.547222222222222,Biase
0.536206896551724,Biase
0.6,Biase
0.520689655172414,Biase
0.586206896551724,Biase
0.58448275862069,Biase
0.639655172413793,Biase
0.533333333333333,Biase
0.562068965517241,Biase
0.520689655172414,Biase
0.517241379310345,Biase
0.597222222222222,Biase
0.508620689655172,Biase
0.641379310344828,Biase
0.569827586206896,Biase
0.533333333333333,Biase
0.541379310344828,Biase
0.542241379310345,Biase
0.613888888888889,Biase
0.608620689655172,Biase
0.675862068965517,Biase
0.580555555555556,Biase
0.586111111111111,Biase
0.645833333333333,Biase
0.555555555555556,Biase
0.567241379310345,Biase
0.591379310344827,Biase
0.549137931034483,Biase
0.55,Biase
0.617241379310345,Biase
0.63448275862069,Biase
0.512931034482759,Biase
0.597413793103448,Biase
0.605172413793103,Biase
0.587068965517241,Biase
0.522222222222222,Biase
0.531034482758621,Biase
0.563888888888889,Biase
0.547222222222222,Biase
0.648275862068966,Biase
0.568965517241379,Biase
0.518965517241379,Biase
0.534722222222222,Biase
0.525862068965517,Biase
0.508333333333334,Biase
0.579166666666667,Biase
0.508620689655172,Biase
0.556034482758621,Biase
0.530555555555556,Biase
0.591666666666667,Biase
0.663793103448276,Biase
0.694444444444445,Biase
0.588888888888889,Biase
0.589655172413793,Biase
0.672222222222222,Biase
0.568055555555555,Biase
0.596551724137931,Biase
0.582758620689655,Biase
0.617241379310345,Biase
0.636206896551724,Biase
0.552777777777778,Biase
0.605555555555556,Biase
0.543103448275862,Biase
0.548275862068966,Biase
0.620689655172414,Biase
0.568965517241379,Biase
0.628448275862069,Biase
0.538888888888889,Biase
0.536206896551724,Biase
0.544444444444445,Biase
0.644827586206897,Biase
0.524137931034483,Biase
0.563888888888889,Biase
0.6875,Biase
0.579310344827586,Biase
0.549137931034483,Biase
0.561111111111111,Biase
0.6,Biase
0.55,Biase
0.55,Biase
0.691666666666667,Biase
0.615277777777778,Biase
0.536206896551724,Biase
0.644444444444444,Biase
0.556034482758621,Biase
0.511206896551724,Biase
0.600862068965517,Biase
0.572413793103448,Biase
0.616379310344828,Biase
0.660344827586207,Biase
0.570689655172414,Biase
0.591666666666667,Biase
0.572413793103448,Biase
0.686111111111111,Biase
0.6,Biase
0.575862068965517,Biase
0.652777777777778,Biase
0.570833333333333,Biase
0.558333333333333,Biase
0.519827586206897,Biase
0.530555555555556,Biase
0.570833333333333,Biase
0.569444444444444,Biase
0.533333333333333,Biase
0.570833333333333,Biase
0.563888888888889,Biase
0.544827586206897,Biase
0.513793103448276,Biase
0.564655172413793,Biase
0.558620689655172,Biase
0.694444444444445,Biase
0.580172413793103,Biase
0.606034482758621,Biase
0.627586206896552,Biase
0.532758620689655,Biase
0.688888888888889,Biase
0.558620689655172,Biase
0.555555555555556,Biase
0.508620689655172,Biase
0.591379310344828,Biase
0.601388888888889,Biase
0.506896551724138,Biase
0.585344827586207,Biase
0.515277777777778,Biase
0.525862068965517,Biase
0.54051724137931,Biase
0.583333333333333,Biase
0.538888888888889,Biase
0.558620689655172,Biase
0.620689655172414,Biase
0.556944444444444,Biase
0.522222222222222,Biase
0.568103448275862,Biase
0.59051724137931,Biase
0.783333333333333,Biase
0.568055555555556,Biase
0.54051724137931,Biase
0.603448275862069,Biase
0.658620689655173,Biase
0.531896551724138,Biase
0.547413793103448,Biase
0.601724137931035,Biase
0.572413793103448,Biase
0.620689655172414,Biase
0.613888888888889,Biase
0.535344827586207,Biase
0.581944444444444,Biase
0.679310344827586,Biase
0.608620689655172,Biase
0.558620689655172,Biase
0.613888888888889,Biase
0.530172413793103,Biase
0.591666666666667,Biase
0.627586206896552,Biase
0.622222222222222,Biase
0.537068965517241,Biase
0.677777777777778,Biase
0.545689655172414,Biase
0.552586206896552,Biase
0.516379310344828,Biase
0.531034482758621,Biase
0.519444444444445,Biase
0.581034482758621,Biase
0.561206896551724,Biase
0.551724137931034,Biase
0.613888888888889,Biase
0.555555555555555,Biase
0.518965517241379,Biase
0.594827586206897,Biase
0.552777777777778,Biase
0.527777777777778,Biase
0.726388888888889,Biase
0.630555555555556,Biase
0.575,Biase
0.570689655172414,Biase
0.577586206896552,Biase
0.598275862068965,Biase
0.561111111111111,Biase
0.656896551724138,Biase
0.549137931034483,Biase
0.616666666666667,Biase
0.53448275862069,Biase
0.625862068965517,Biase
0.575,Biase
0.651724137931034,Biase
0.572222222222222,Biase
0.562068965517241,Biase
0.531034482758621,Biase
0.556034482758621,Biase
0.640277777777778,Biase
0.574137931034483,Biase
0.618055555555556,Biase
0.554166666666667,Biase
0.572222222222222,Biase
0.576388888888889,Biase
0.683333333333333,Biase
0.518103448275862,Biase
0.541666666666667,Biase
0.586111111111111,Biase
0.631944444444444,Biase
0.575862068965517,Biase
0.579310344827586,Biase
0.613793103448276,Biase
0.534722222222222,Biase
0.560344827586207,Biase
0.602777777777778,Biase
0.589655172413793,Biase
0.683620689655172,Biase
0.573611111111111,Biase
0.616666666666667,Biase
0.563888888888889,Biase
0.652777777777778,Biase
0.537931034482759,Biase
0.579310344827586,Biase
0.563888888888889,Biase
0.601724137931035,Biase
0.577586206896552,Biase
0.563793103448276,Biase
0.576388888888889,Biase
0.558333333333333,Biase
0.7,Biase
0.583333333333333,Biase
0.632758620689655,Biase
0.711111111111111,Biase
0.582758620689655,Biase
0.617241379310345,Biase
0.577586206896552,Biase
0.524137931034483,Biase
0.641379310344828,Biase
0.591379310344828,Biase
0.537931034482759,Biase
0.554310344827586,Biase
0.560344827586207,Biase
0.655555555555556,Biase
0.562068965517241,Biase
0.608620689655172,Biase
0.555172413793103,Biase
0.576388888888889,Biase
0.581034482758621,Biase
0.623275862068965,Biase
0.535344827586207,Biase
0.617241379310345,Biase
0.564655172413793,Biase
0.588888888888889,Biase
0.601388888888889,Biase
0.569444444444444,Biase
0.541379310344828,Biase
0.535344827586207,Biase
0.575,Biase
0.553448275862069,Biase
0.539655172413793,Biase
0.616666666666667,Biase
0.627777777777778,Biase
0.601724137931035,Biase
0.577777777777778,Biase
0.579310344827586,Biase
0.613888888888889,Biase
0.563888888888889,Biase
0.8,Biase
0.517241379310345,Biase
0.555172413793103,Biase
0.644444444444445,Biase
0.528448275862069,Biase
0.568055555555556,Biase
0.572413793103448,Biase
0.6125,Biase
0.658620689655172,Biase
0.577586206896552,Biase
0.564655172413793,Biase
0.569444444444444,Biase
0.652777777777778,Biase
0.556896551724138,Biase
0.727777777777778,Biase
0.618103448275862,Biase
0.553448275862069,Biase
0.582758620689655,Biase
0.673611111111111,Biase
0.582758620689655,Biase
0.536206896551724,Biase
0.582758620689655,Biase
0.533333333333333,Biase
0.550862068965517,Biase
0.527777777777778,Biase
0.531944444444444,Biase
0.612931034482759,Biase
0.716379310344827,Biase
0.598275862068966,Biase
0.672222222222222,Biase
0.601388888888889,Biase
0.573611111111111,Biase
0.573275862068966,Biase
0.574137931034483,Biase
0.638793103448276,Biase
0.55,Biase
0.522222222222222,Biase
0.537931034482759,Biase
0.641666666666667,Biase
0.506034482758621,Biase
0.529310344827586,Biase
0.639655172413793,Biase
0.577777777777778,Biase
0.533333333333333,Biase
0.545689655172414,Biase
0.597413793103448,Biase
0.518965517241379,Biase
0.60948275862069,Biase
0.656896551724138,Biase
0.527777777777778,Biase
0.614655172413793,Biase
0.56551724137931,Biase
0.548275862068966,Biase
0.661111111111111,Biase
0.567241379310345,Biase
0.567241379310345,Biase
0.581034482758621,Biase
0.630555555555556,Biase
0.570689655172414,Biase
0.605172413793103,Biase
0.587931034482759,Biase
0.58448275862069,Biase
0.6,Biase
0.581896551724138,Biase
0.529310344827586,Biase
0.570689655172414,Biase
0.522222222222222,Biase
0.544444444444445,Biase
0.558620689655172,Biase
0.527586206896552,Biase
0.518965517241379,Biase
0.519444444444445,Biase
0.556034482758621,Biase
0.527777777777778,Biase
0.591379310344827,Biase
0.544827586206897,Biase
0.598275862068966,Biase
0.563888888888889,Biase
0.605172413793103,Biase
0.539655172413793,Biase
0.602777777777778,Biase
0.532758620689655,Biase
0.618965517241379,Biase
0.539655172413793,Biase
0.531034482758621,Biase
0.588888888888889,Biase
0.516666666666667,Biase
0.570689655172414,Biase
0.645833333333333,Biase
0.681034482758621,Biase
0.544827586206897,Biase
0.526388888888889,Biase
0.523275862068965,Biase
0.65,Biase
0.616666666666667,Biase
0.544827586206897,Biase
0.558333333333333,Biase
0.53448275862069,Biase
0.669444444444445,Biase
0.577586206896552,Biase
0.619827586206897,Biase
0.537931034482759,Biase
0.547413793103448,Biase
0.675,Biase
0.530555555555556,Biase
0.705172413793103,Biase
0.643055555555555,Biase
0.599137931034483,Biase
0.538888888888889,Biase
0.576388888888889,Biase
0.592241379310345,Biase
0.587931034482759,Biase
0.562068965517241,Biase
0.579166666666667,Biase
0.524137931034483,Biase
0.572222222222222,Biase
0.539655172413793,Biase
0.527777777777778,Biase
0.512068965517241,Biase
0.552777777777778,Biase
0.629310344827586,Biase
0.613888888888889,Biase
0.610344827586207,Biase
0.602777777777778,Biase
0.583620689655172,Biase
0.542241379310345,Biase
0.640277777777778,Biase
0.541379310344828,Biase
0.622413793103448,Biase
0.625,Biase
0.527586206896552,Biase
0.563888888888889,Biase
0.598611111111111,Biase
0.531034482758621,Biase
0.572413793103448,Biase
0.622413793103448,Biase
0.584722222222222,Biase
0.539655172413793,Biase
0.660344827586207,Biase
0.591379310344828,Biase
0.53448275862069,Biase
0.572413793103448,Biase
0.662068965517241,Biase
0.542241379310345,Biase
0.524137931034483,Biase
0.562068965517242,Biase
0.512068965517241,Biase
0.554310344827586,Biase
0.631034482758621,Biase
0.514655172413793,Biase
0.601724137931035,Biase
0.527777777777778,Biase
0.613793103448276,Biase
0.557758620689655,Biase
0.53448275862069,Biase
0.538888888888889,Biase
0.558333333333333,Biase
0.546551724137931,Biase
0.525862068965517,Biase
0.542241379310345,Biase
0.560344827586207,Biase
0.678448275862069,Biase
0.561111111111111,Biase
0.56551724137931,Biase
0.592241379310345,Biase
0.552777777777778,Biase
0.550862068965517,Biase
0.548611111111111,Biase
0.575,Biase
0.624137931034483,Biase
0.628781512605042,Deng
0.639204545454545,Deng
0.643880208333333,Deng
0.554036458333333,Deng
0.576231060606059,Deng
0.680112044817927,Deng
0.681640625,Deng
0.756976744186047,Deng
0.547947131608549,Deng
0.65625,Deng
0.731119791666667,Deng
0.622721354166667,Deng
0.57948717948718,Deng
0.589922480620154,Deng
0.587879640044994,Deng
0.611057692307692,Deng
0.603361344537815,Deng
0.58991458991459,Deng
0.529971988795518,Deng
0.578851540616247,Deng
0.54375,Deng
0.582386363636363,Deng
0.5875,Deng
0.558527131782946,Deng
0.609700520833333,Deng
0.595643939393939,Deng
0.603346456692913,Deng
0.545412844036697,Deng
0.588461538461538,Deng
0.57373046875,Deng
0.592548076923077,Deng
0.577906976744186,Deng
0.56937984496124,Deng
0.673228346456694,Deng
0.643278965129359,Deng
0.722537878787879,Deng
0.639204545454545,Deng
0.572265625,Deng
0.634701912260966,Deng
0.67093023255814,Deng
0.5849609375,Deng
0.642992424242424,Deng
0.615056818181816,Deng
0.667788461538462,Deng
0.893939393939394,Deng
0.828846153846154,Deng
0.646653543307087,Deng
0.893939393939394,Deng
0.627840909090909,Deng
0.687019230769231,Deng
0.631628787878787,Deng
0.57894495412844,Deng
0.615625,Deng
0.605455568053994,Deng
0.682291666666667,Deng
0.631608548931385,Deng
0.623255813953489,Deng
0.722537878787879,Deng
0.634469696969697,Deng
0.657945736434109,Deng
0.600378787878787,Deng
0.564444444444444,Deng
0.598987626546682,Deng
0.568181818181818,Deng
0.607211538461538,Deng
0.642339449541285,Deng
0.558173076923077,Deng
0.599579831932773,Deng
0.68139534883721,Deng
0.600393700787402,Deng
0.539311926605505,Deng
0.583802024746907,Deng
0.582255343082115,Deng
0.613953488372093,Deng
0.598879551820728,Deng
0.623106060606061,Deng
0.608072916666666,Deng
0.563238563238563,Deng
0.687337239583333,Deng
0.550160256410256,Deng
0.759496124031009,Deng
0.611344537815126,Deng
0.562068562068562,Deng
0.718604651162791,Deng
0.603219696969696,Deng
0.597115384615385,Deng
0.573255813953489,Deng
0.661931818181818,Deng
0.544507575757576,Deng
0.6748046875,Deng
0.650568181818182,Deng
0.747721354166667,Deng
0.559375,Deng
0.565406162464986,Deng
0.568854568854569,Deng
0.642992424242424,Deng
0.60813953488372,Deng
0.57015503875969,Deng
0.596153846153846,Deng
0.560546875,Deng
0.694128787878788,Deng
0.599038461538462,Deng
0.597619047619048,Deng
0.690697674418605,Deng
0.612015503875969,Deng
0.683333333333334,Deng
0.609615384615385,Deng
0.635271317829458,Deng
0.633720930232558,Deng
0.643939393939394,Deng
0.687209302325582,Deng
0.674242424242424,Deng
0.607230607230607,Deng
0.597005208333333,Deng
0.588068181818181,Deng
0.588723284589426,Deng
0.643798449612403,Deng
0.574439102564103,Deng
0.578914728682171,Deng
0.6125,Deng
0.759469696969697,Deng
0.648763020833333,Deng
0.615234375,Deng
0.56531007751938,Deng
0.565578565578565,Deng
0.551889551889552,Deng
0.569147286821705,Deng
0.547431192660551,Deng
0.553852643419573,Deng
0.599431818181818,Deng
0.71875,Deng
0.532913165266106,Deng
0.548650168728909,Deng
0.612963612963613,Deng
0.546259842519685,Deng
0.724431818181816,Deng
0.623106060606061,Deng
0.625281214848144,Deng
0.623697916666667,Deng
0.582114735658043,Deng
0.541743119266055,Deng
0.636363636363635,Deng
0.674915635545557,Deng
0.572553430821147,Deng
0.613565891472868,Deng
0.591346153846154,Deng
0.618509615384615,Deng
0.630681818181818,Deng
0.583333333333333,Deng
0.838068181818182,Deng
0.668269230769231,Deng
0.567548076923077,Deng
0.579086538461538,Deng
0.626302083333333,Deng
0.714341085271319,Deng
0.632575757575758,Deng
0.565340909090909,Deng
0.68465909090909,Deng
0.555929487179487,Deng
0.602325581395349,Deng
0.736742424242424,Deng
0.577473958333332,Deng
0.569961240310078,Deng
0.60095613048369,Deng
0.55615234375,Deng
0.579457364341085,Deng
0.558712121212121,Deng
0.552587176602925,Deng
0.701231060606061,Deng
0.724038461538462,Deng
0.622674418604652,Deng
0.74905303030303,Deng
0.556201550387597,Deng
0.622395833333333,Deng
0.692234848484848,Deng
0.58950508950509,Deng
0.716535433070866,Deng
0.606721034870641,Deng
0.672115384615385,Deng
0.636057692307692,Deng
0.602713178294574,Deng
0.635779816513761,Deng
0.572596153846154,Deng
0.54,Deng
0.610852713178295,Deng
