SEURAT,SC3
35,30
24,4
24,4
24,8
32,27
10,23
29,25
24,8
24,8
39,30
24,4
24,4
24,8
34,15
24,8
24,8
22,18
19,22
33,20
24,8
36,30
24,8
24,4
24,8
29,25
24,4
24,4
34,15
24,4
24,8
26,6
23,9
24,4
24,8
24,4
25,13
24,8
24,4
24,8
24,8
26,6
24,8
27,21
20,16
24,8
24,4
24,4
24,8
24,8
25,13
37,17
37,17
24,8
24,4
24,4
24,4
25,13
25,13
31,2
24,8
25,13
24,4
24,8
21,22
24,8
24,8
24,8
8,23
24,8
24,8
24,8
24,8
3,5
24,8
33,20
25,13
24,8
24,4
24,8
24,8
24,4
25,13
24,8
24,4
26,6
24,4
25,13
24,4
27,21
31,2
24,8
24,8
31,2
24,4
27,21
24,4
24,8
24,4
26,6
24,4
24,4
23,9
24,8
24,8
19,17
24,8
24,8
24,8
24,4
24,8
17,7
24,4
24,8
24,4
20,8
31,2
16,24
24,4
23,9
24,8
24,8
24,8
24,8
34,15
21,22
27,21
24,4
24,8
24,4
27,21
24,8
24,4
25,13
16,24
24,4
28,14
24,8
33,20
24,15
24,8
24,4
24,8
32,27
24,4
24,8
24,8
24,8
29,25
28,14
24,4
24,4
24,8
24,4
24,8
24,8
24,4
24,8
27,8
33,20
31,2
24,8
24,4
24,8
25,13
34,26
24,4
28,14
34,15
25,13
24,4
24,8
24,4
26,6
34,15
24,8
24,4
24,4
24,4
26,6
34,15
29,25
37,17
24,8
25,13
24,8
27,21
5,31
24,4
24,8
24,8
24,8
24,4
24,8
30,29
24,8
19,17
26,6
24,8
24,8
24,4
32,27
17,7
22,18
24,8
24,4
24,4
24,8
24,4
3,5
24,4
24,8
24,4
28,2
12,23
34,15
24,4
24,4
34,15
24,8
30,29
24,4
26,6
24,8
24,4
7,10
24,8
24,4
22,18
29,25
24,8
24,8
24,8
24,8
24,4
24,8
24,8
29,21
24,8
24,4
1,17
24,4
24,8
25,13
16,24
24,4
25,8
24,8
24,8
24,4
24,8
24,8
24,1
24,8
24,8
25,1
24,4
31,2
24,8
24,8
24,8
24,8
24,4
7,10
34,26
24,4
25,8
24,4
25,12
24,4
28,14
24,8
24,8
34,15
34,15
24,4
24,8
24,4
1,17
30,29
24,8
25,13
25,13
24,4
25,13
21,22
24,8
24,4
24,4
24,4
24,4
24,8
24,8
24,4
24,8
24,4
24,4
32,27
28,14
24,8
24,8
1,17
24,8
24,8
24,8
1,17
24,8
37,17
2,31
24,4
24,8
24,4
24,8
24,4
24,4
24,4
24,8
28,14
26,6
24,4
24,8
24,4
24,4
18,22
24,4
34,15
21,22
24,4
24,4
24,8
24,8
24,8
24,4
24,4
24,8
36,30
24,8
25,13
24,4
23,9
26,6
24,8
24,8
24,4
24,8
24,4
35,30
33,8
24,8
24,8
24,8
25,13
24,8
24,8
8,23
24,4
24,4
24,4
24,4
24,4
24,4
26,6
29,25
8,23
11,23
24,8
24,4
24,4
24,4
24,4
26,6
26,6
34,15
34,15
27,4
24,4
24,4
24,4
24,8
24,8
24,8
24,8
12,23
24,8
24,4
24,4
34,26
24,4
24,8
26,6
24,8
7,10
33,20
24,8
27,21
17,7
24,4
24,4
24,4
24,8
20,4
24,4
24,4
24,4
28,14
26,6
24,4
24,8
26,6
26,6
30,29
24,4
10,23
24,8
30,29
32,27
24,8
24,8
34,15
24,8
24,8
24,4
33,20
24,8
10,23
24,8
24,8
24,8
24,8
24,8
28,14
24,8
24,8
34,15
27,30
24,4
24,8
24,4
24,8
27,2
24,8
34,26
24,30
24,8
24,8
24,4
24,8
24,8
24,8
3,5
26,6
26,6
30,29
24,8
24,4
24,4
29,25
24,4
33,20
24,4
24,8
3,5
24,4
24,4
24,4
2,31
26,6
24,4
24,8
24,4
25,13
24,4
24,4
24,8
25,13
24,4
24,4
24,4
25,13
24,8
24,8
24,4
24,4
26,6
26,6
24,8
24,8
24,8
24,4
24,8
24,4
24,8
24,4
31,30
24,8
1,17
28,14
25,13
29,25
27,21
24,4
24,4
24,4
24,4
24,8
7,10
24,8
7,10
24,4
29,25
24,8
24,8
24,4
30,29
24,8
24,4
34,26
1,17
24,4
27,21
12,31
24,4
24,4
29,25
24,4
34,15
18,22
8,23
26,6
24,8
24,4
24,4
24,8
24,4
24,4
24,8
24,8
24,8
24,4
24,4
24,4
34,26
24,8
24,8
24,4
24,8
24,4
24,4
33,20
28,14
24,4
24,4
24,4
24,4
24,8
24,8
21,22
30,2
24,8
24,8
25,13
27,21
24,8
34,26
24,8
24,4
24,8
24,8
24,8
26,6
24,8
24,4
34,15
24,4
24,8
24,8
23,9
24,8
34,15
38,30
6,10
9,19
24,8
4,22
24,4
34,26
31,2
24,4
24,4
24,8
1,17
24,8
26,6
34,26
34,15
24,8
24,8
24,8
24,4
24,8
34,15
24,8
24,8
34,15
17,7
24,8
24,8
24,8
24,4
24,8
24,8
24,15
34,15
24,4
24,4
24,30
24,8
1,17
24,8
24,8
24,8
24,4
24,8
25,13
24,8
24,4
26,6
24,8
24,4
24,4
24,8
24,8
24,4
35,30
28,25
24,4
24,8
24,8
24,8
24,4
7,10
24,8
24,8
24,8
16,18
7,10
24,4
24,4
24,8
34,15
34,15
24,8
24,4
24,4
24,8
23,9
26,6
24,4
24,4
26,6
24,8
26,6
24,8
19,17
24,4
37,17
25,13
33,31
26,6
24,8
24,8
24,4
24,4
24,8
31,2
26,6
24,4
24,4
24,8
12,8
24,4
11,11
26,6
26,6
26,6
24,4
24,8
24,8
24,4
24,8
34,26
24,8
32,27
24,1
24,4
34,15
24,8
24,4
34,15
24,4
8,23
7,10
24,8
27,8
24,8
24,8
24,4
24,4
24,8
24,4
24,4
24,4
26,6
24,4
24,8
24,4
25,13
24,8
24,8
24,4
24,4
24,8
24,8
24,4
24,8
24,4
24,8
24,4
24,8
24,8
24,8
26,6
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,4
17,7
24,4
33,20
24,4
26,6
26,6
24,4
26,6
24,8
27,8
24,1
24,8
24,8
24,8
29,25
24,8
24,8
24,8
26,6
24,4
24,4
31,2
11,11
24,4
24,4
24,8
36,30
24,8
36,30
34,15
24,8
24,8
24,8
24,4
24,8
24,8
27,8
24,8
24,8
24,8
24,8
26,6
27,21
24,8
24,4
24,8
24,4
34,15
24,4
24,8
34,15
34,15
24,4
31,2
11,23
24,4
11,11
24,4
24,8
20,4
24,4
24,4
9,23
24,4
24,4
24,1
24,8
24,4
24,8
24,4
24,4
24,8
24,1
24,4
34,15
24,4
24,8
24,4
24,8
24,4
24,8
2,31
24,4
24,4
26,6
24,4
24,4
24,8
24,8
24,8
24,4
24,4
24,4
24,8
27,21
27,21
24,4
24,4
24,8
24,8
30,29
24,4
24,8
21,22
24,4
15,18
38,30
24,8
24,4
24,4
37,17
26,6
24,4
24,8
31,8
10,23
24,4
24,4
24,4
34,15
29,25
24,4
24,8
24,4
24,8
24,31
24,8
2,31
24,4
24,4
28,14
24,4
26,6
24,8
24,4
24,4
24,4
24,4
24,8
25,13
32,27
33,20
24,4
24,8
24,8
24,12
24,4
24,4
24,8
37,17
24,8
7,10
26,6
24,4
24,8
24,4
24,4
24,4
22,18
24,8
24,4
24,4
24,8
24,8
25,1
30,29
24,8
24,8
24,4
24,4
24,4
24,4
24,4
25,13
24,8
24,4
24,8
24,4
24,4
24,4
24,4
31,2
24,4
24,4
24,8
24,8
24,4
24,8
8,23
27,21
24,8
24,4
24,8
28,14
24,4
24,4
24,4
24,4
33,20
24,8
24,8
30,29
24,4
24,4
24,8
24,4
24,8
25,13
24,8
24,4
16,24
24,8
24,8
24,4
7,10
24,8
24,8
24,4
24,4
24,8
24,8
24,8
24,8
24,8
33,20
24,8
24,8
24,4
24,4
24,4
24,4
24,8
24,8
24,4
33,12
24,4
24,8
29,25
24,4
24,8
24,4
37,17
26,6
34,26
24,4
24,8
24,4
25,13
24,4
24,8
26,6
24,8
24,8
24,4
25,13
24,4
9,23
27,21
24,8
24,4
24,8
24,8
24,8
24,4
24,8
24,8
24,4
24,4
24,4
26,6
24,4
24,4
34,15
24,4
24,4
24,8
24,4
4,23
24,8
24,8
24,8
34,26
24,8
11,23
26,6
27,21
24,8
24,8
22,18
24,4
31,2
24,4
24,4
24,4
24,8
24,8
24,8
24,8
24,30
24,8
24,8
24,8
24,4
24,4
24,8
24,4
24,4
28,14
26,6
22,18
24,4
25,13
24,4
31,2
24,8
24,8
24,8
24,4
35,30
24,8
24,4
24,4
24,4
24,4
24,4
24,8
24,8
24,8
24,4
24,8
24,8
21,22
24,4
24,8
24,30
24,4
34,15
24,4
24,6
24,4
24,4
25,13
24,8
24,8
34,26
24,4
24,4
36,30
36,30
24,8
24,4
30,29
24,8
24,4
24,8
24,8
24,4
25,13
24,4
18,22
24,8
24,4
24,8
36,30
24,8
24,4
24,8
24,4
24,8
24,8
34,15
24,8
24,4
24,8
29,25
24,8
24,4
24,8
24,8
22,12
24,8
24,4
6,10
30,29
24,8
34,15
24,4
24,4
25,38
24,4
24,4
24,4
24,4
24,8
24,8
24,4
24,8
24,4
24,8
24,8
24,8
24,8
24,30
24,8
24,8
34,15
24,8
24,23
24,8
24,8
24,4
24,8
24,4
24,4
24,8
24,8
25,13
29,25
26,6
24,8
24,1
24,8
24,4
24,8
24,4
24,8
25,13
33,20
24,4
24,4
34,15
24,4
24,4
24,4
26,6
24,4
24,8
24,4
24,8
24,4
24,4
24,8
33,20
24,4
24,4
24,4
35,30
24,4
24,4
24,4
24,4
24,4
24,4
24,4
33,20
24,8
24,8
27,21
25,13
24,8
24,8
24,4
24,4
36,30
24,8
24,4
24,8
24,8
25,13
24,8
32,27
24,4
24,8
24,4
24,4
24,8
24,4
33,20
26,6
22,18
30,29
24,8
24,30
12,11
24,8
24,4
24,8
24,4
24,8
24,8
38,30
24,4
25,13
24,8
24,8
24,4
33,4
26,6
24,4
2,31
25,32
24,8
24,8
18,22
29,25
24,4
24,4
24,4
24,8
25,13
7,10
24,8
24,8
26,6
24,4
24,4
24,8
24,4
24,8
24,8
17,22
24,8
30,29
24,4
24,8
24,4
24,4
24,8
24,4
24,4
24,8
24,4
24,8
24,4
24,8
24,8
24,4
24,8
24,4
24,4
24,4
24,8
24,4
24,4
24,4
24,8
24,4
24,4
24,4
24,8
24,4
14,23
2,31
26,6
24,4
24,4
7,10
24,8
34,15
24,4
24,4
24,8
24,4
24,8
24,8
24,4
24,8
24,8
33,20
31,2
24,8
24,8
24,8
24,8
24,8
24,1
24,8
16,24
34,26
24,4
24,8
24,4
24,22
24,4
24,4
24,8
24,4
24,4
24,4
24,8
24,4
26,6
24,4
24,8
24,8
2,31
26,6
24,8
2,31
11,11
22,18
24,4
28,14
24,4
24,4
24,8
24,4
34,26
24,8
30,29
24,8
2,31
24,4
24,8
24,8
24,4
21,22
29,25
11,11
24,8
24,8
24,8
24,4
24,8
34,15
31,2
24,8
24,8
23,22
34,15
16,24
24,4
24,4
29,25
24,4
27,21
38,30
24,4
24,8
24,8
24,4
26,6
2,31
24,8
24,8
24,8
33,2
29,25
34,15
27,21
25,13
24,8
24,4
24,4
24,4
26,6
24,4
24,4
24,4
24,4
22,18
24,4
24,4
24,4
38,30
24,8
24,4
37,17
24,4
33,27
24,4
24,4
24,4
24,8
25,13
24,4
16,8
24,4
30,29
24,4
24,4
24,4
1,17
24,8
24,8
31,2
24,4
1,17
24,8
24,8
24,8
16,24
24,4
24,4
24,4
24,8
26,6
9,19
9,19
24,4
24,8
10,23
25,4
26,6
24,4
26,6
26,6
24,4
24,4
24,4
24,4
24,4
24,1
26,6
24,8
25,4
25,1
24,4
2,31
24,8
24,30
24,8
24,8
27,21
24,8
24,8
24,4
10,23
24,4
24,8
24,8
24,8
24,4
24,4
30,29
31,2
37,17
24,4
21,22
24,8
24,8
24,4
24,8
24,8
24,4
24,4
24,8
24,4
24,4
24,4
24,8
24,8
24,4
24,8
34,15
34,15
34,15
24,8
24,8
24,8
24,4
24,4
34,15
27,21
24,4
24,4
24,8
24,4
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
25,13
24,8
24,8
33,20
28,14
34,26
24,4
24,8
24,4
24,4
24,4
24,8
24,8
24,8
24,4
26,6
26,6
24,8
20,4
24,4
27,21
24,8
24,4
30,29
24,4
16,24
24,8
24,4
24,8
17,7
24,8
28,14
21,3
27,29
12,11
24,8
24,8
24,8
24,8
24,8
26,6
24,4
34,15
18,22
24,4
26,6
24,8
24,4
24,4
24,4
27,21
29,25
9,19
24,8
24,8
24,4
26,6
25,1
26,6
29,21
24,4
24,8
24,8
24,8
24,4
24,8
29,25
24,4
34,15
24,4
24,4
24,8
24,8
37,17
24,4
24,8
24,4
33,29
26,6
27,4
24,4
28,14
24,8
24,8
24,4
24,4
24,4
26,6
24,4
24,4
24,4
24,8
31,2
24,4
24,8
24,8
29,25
24,8
24,8
24,4
24,4
31,2
24,4
24,4
24,8
24,4
24,4
24,4
24,8
24,4
24,4
24,8
24,4
24,8
24,1
24,4
24,1
24,4
24,8
24,4
24,8
24,8
24,8
2,31
24,8
24,4
24,4
16,24
24,8
24,4
24,4
24,4
24,8
24,8
25,1
10,11
26,6
24,4
24,8
24,4
24,8
24,4
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
1,17
26,6
1,17
26,6
26,6
26,6
24,4
24,8
26,6
29,25
24,8
24,8
24,4
24,4
27,21
24,4
24,8
25,13
24,4
24,8
24,8
24,4
24,4
24,8
24,8
25,13
24,8
24,8
26,6
21,22
24,8
24,4
34,26
24,8
24,4
24,4
24,4
24,4
24,8
24,4
24,8
24,4
20,16
24,4
24,4
24,8
24,8
24,4
24,4
26,6
26,6
24,8
24,8
24,4
26,6
31,2
14,23
24,8
24,4
24,8
24,8
24,4
24,8
24,4
24,4
26,6
35,30
24,4
24,4
7,10
24,8
24,4
24,8
24,4
24,4
24,4
30,29
33,20
24,4
24,4
24,4
24,4
24,4
31,2
24,8
24,8
24,4
24,8
17,7
24,4
24,8
24,4
24,4
9,8
24,8
24,4
24,4
24,4
24,8
24,8
25,13
24,4
26,6
24,8
24,8
13,23
24,8
24,8
24,4
24,4
24,8
24,8
24,4
24,8
24,8
24,8
24,4
24,8
24,8
14,23
24,4
35,30
25,13
24,4
24,8
24,8
24,4
24,4
32,27
30,29
24,8
24,4
24,8
24,22
24,4
34,15
24,8
24,4
24,8
24,4
21,22
24,4
24,4
24,8
24,8
24,4
26,6
24,8
24,8
24,4
34,26
24,4
34,15
24,4
32,27
26,6
24,8
24,8
24,4
24,8
24,8
24,4
33,20
24,4
24,8
24,8
24,8
24,8
30,29
24,4
24,4
26,6
27,21
24,4
24,8
24,4
24,8
24,8
24,8
25,13
24,4
6,10
20,16
24,4
24,4
24,8
24,4
25,4
37,17
9,19
24,4
39,30
24,8
27,21
24,8
24,8
30,29
22,18
24,4
25,1
24,8
32,27
24,4
24,8
24,4
24,8
25,13
30,29
26,6
24,4
24,4
27,21
26,6
34,26
24,4
24,8
24,4
14,23
24,4
24,8
24,4
24,4
24,4
24,8
25,13
24,8
24,8
37,17
24,8
25,13
24,8
24,8
24,4
25,13
24,8
24,8
28,25
24,4
24,1
24,4
24,8
24,17
30,29
24,4
24,4
36,30
24,8
24,8
24,4
24,31
24,8
33,20
24,8
34,15
24,4
24,4
24,8
24,8
24,4
24,4
26,6
24,4
24,4
24,8
25,13
33,6
24,4
24,4
24,8
24,4
24,8
24,4
24,8
31,2
24,4
24,4
24,4
24,4
34,15
34,15
24,4
26,6
26,6
24,4
24,8
22,18
24,8
24,8
24,4
18,22
33,20
24,4
24,4
24,4
24,4
24,8
24,8
25,4
24,4
24,8
24,4
24,8
24,8
24,8
24,8
24,4
24,8
24,8
24,8
34,26
24,4
26,6
34,15
24,8
24,8
24,8
24,4
24,4
26,6
34,15
24,8
7,10
24,4
24,8
24,4
24,4
34,37
24,8
24,8
24,8
30,29
24,4
20,16
24,8
24,4
18,22
24,4
24,4
24,4
24,8
24,8
26,6
37,17
24,4
20,16
24,4
34,15
24,8
24,4
24,8
24,30
24,4
24,8
7,10
28,14
24,8
24,8
24,4
24,8
24,8
24,8
24,8
34,26
24,8
24,30
27,21
24,4
24,4
33,20
20,16
24,4
24,8
22,18
24,8
24,4
24,4
24,8
24,4
24,4
7,10
26,6
24,8
26,6
24,8
24,4
24,4
26,6
26,6
24,8
24,8
24,4
24,4
24,8
24,8
24,8
9,19
24,4
24,8
24,4
24,4
24,4
24,4
25,13
24,4
26,6
18,7
24,8
24,4
29,25
24,4
24,8
24,4
36,30
26,6
19,17
27,8
24,8
24,4
24,4
24,8
34,26
24,4
27,21
24,8
24,8
26,6
25,13
24,8
24,8
24,8
24,4
25,13
24,4
24,4
24,8
24,4
24,4
25,13
24,8
24,8
24,8
24,8
24,8
18,22
24,4
24,4
24,8
26,6
24,4
24,8
24,4
34,15
24,8
24,8
24,4
24,4
4,23
25,1
24,8
25,13
24,8
24,4
25,13
24,4
24,8
26,6
24,4
26,6
24,4
24,8
25,13
24,8
18,22
24,1
24,4
24,8
26,6
26,6
24,4
24,4
34,15
24,8
24,8
24,8
24,8
24,8
24,8
33,20
24,8
24,4
24,4
24,4
2,31
2,31
2,31
24,4
25,13
23,9
24,4
24,8
25,13
31,2
24,4
24,8
39,4
24,4
24,8
26,6
24,8
27,4
24,8
24,4
24,8
24,26
34,15
34,26
24,8
24,8
24,4
26,6
24,8
24,4
26,6
25,13
24,4
30,29
24,4
24,4
24,4
26,6
24,8
24,8
24,4
24,4
31,8
24,4
24,8
24,8
24,8
24,8
24,8
24,4
24,4
24,4
24,4
27,8
24,8
24,4
6,10
24,8
24,4
24,4
24,8
24,4
24,8
24,8
24,8
34,15
24,4
24,8
24,8
29,25
34,15
24,8
24,8
34,15
24,8
24,8
24,4
34,15
24,4
24,8
24,8
24,4
24,8
24,4
24,8
24,8
24,8
24,8
38,30
34,15
24,8
24,8
24,8
24,8
6,10
6,10
6,10
26,6
24,8
24,4
24,4
24,8
24,8
24,4
24,4
24,8
6,10
24,8
26,6
29,4
24,4
24,8
24,4
24,4
24,8
24,4
25,13
24,8
24,1
24,8
24,8
24,4
24,8
12,8
24,4
24,4
34,26
24,8
24,8
24,4
16,8
24,8
24,4
33,20
24,8
24,4
24,8
24,4
24,4
24,4
33,20
23,9
24,4
24,8
24,8
24,8
24,8
24,4
29,25
23,9
34,26
24,8
34,15
24,4
24,4
24,4
7,10
24,4
24,8
9,23
24,8
24,4
34,26
24,8
24,4
24,8
24,4
24,4
24,8
24,4
24,8
24,4
24,8
21,22
31,2
24,8
24,4
24,8
24,8
24,4
24,4
24,8
24,4
24,8
30,29
24,4
24,8
24,8
24,4
17,7
24,8
26,6
32,27
24,8
24,8
33,20
24,8
24,8
24,8
24,4
24,4
24,8
24,4
26,6
25,13
24,8
24,8
33,4
24,4
24,4
24,4
28,25
28,14
28,14
24,8
24,8
33,30
24,4
24,8
26,6
24,4
24,4
31,2
24,8
2,31
24,8
24,4
24,4
34,26
24,8
24,8
24,8
27,21
24,8
24,4
24,8
24,4
24,8
24,8
20,16
26,6
6,10
31,2
24,8
24,8
24,8
24,8
24,8
34,15
24,8
26,6
24,4
26,6
11,11
24,8
24,4
29,25
24,8
34,15
33,20
24,4
12,11
24,8
24,8
21,22
24,4
24,8
24,8
24,8
24,8
29,35
24,4
24,4
24,8
24,30
24,4
24,8
24,4
24,4
24,4
11,4
24,4
24,8
22,18
34,26
34,26
24,4
24,4
2,31
26,6
24,4
24,4
24,15
24,8
3,5
26,6
26,6
24,4
24,8
24,8
34,26
24,8
24,4
23,9
24,4
28,14
24,8
34,15
28,14
21,4
12,11
24,8
30,29
24,8
24,8
24,4
24,4
24,8
24,4
24,8
26,6
24,8
24,4
24,8
24,8
24,4
24,4
30,29
24,8
24,8
24,8
24,8
24,8
24,8
29,8
24,4
24,4
24,8
26,6
24,4
24,4
26,6
24,4
26,6
29,8
26,6
24,8
24,8
24,8
24,22
24,4
25,13
27,21
20,16
21,22
33,20
24,4
25,13
20,16
24,1
24,4
3,5
24,4
24,15
8,23
24,4
25,13
24,8
24,8
24,8
24,4
24,4
24,4
24,4
26,6
24,20
24,4
31,2
24,8
27,21
24,8
24,8
24,4
30,29
25,13
19,17
24,4
26,6
24,4
24,8
6,10
33,20
24,4
27,21
26,6
30,29
24,4
24,8
24,4
24,8
37,29
34,15
24,8
19,17
24,4
24,4
24,4
31,2
24,8
24,4
25,13
24,4
26,6
25,13
21,22
24,4
30,29
24,30
15,18
6,10
24,8
24,8
24,8
24,8
37,8
33,20
24,8
24,8
24,4
24,4
24,4
24,8
24,8
6,10
30,29
34,26
24,4
24,8
36,30
24,4
24,8
30,29
26,6
32,27
26,6
24,4
24,8
24,4
24,8
24,4
24,4
24,4
24,4
28,25
32,27
24,4
28,14
24,8
24,4
24,8
24,4
26,6
24,4
24,4
27,21
28,14
34,15
24,4
24,8
25,13
24,8
24,4
34,15
24,4
17,7
24,8
24,8
24,4
26,6
24,4
24,4
34,26
24,8
34,15
33,2
24,8
25,13
26,6
24,4
28,14
24,8
24,8
23,9
24,4
24,4
28,20
28,14
24,8
24,8
23,9
26,6
34,26
31,2
24,8
27,21
24,8
24,4
24,8
24,8
30,29
33,20
24,8
24,4
24,8
24,4
24,8
24,4
24,8
26,6
24,4
24,8
24,8
34,15
24,8
24,4
34,37
28,6
24,4
7,10
24,4
24,4
24,4
39,30
11,11
24,8
24,8
24,8
24,4
24,4
24,4
24,4
24,4
24,4
24,4
24,8
24,4
34,15
26,6
24,4
24,4
24,8
24,8
24,4
20,16
29,25
24,4
24,8
27,1
34,26
24,4
24,8
29,25
24,8
24,4
24,8
24,8
37,17
26,6
24,4
24,8
24,4
24,8
24,8
24,8
26,6
23,9
24,4
32,27
24,4
24,4
34,15
24,8
24,8
16,24
24,8
17,7
24,4
30,29
24,4
24,8
12,11
24,4
24,4
25,8
24,8
34,26
24,4
33,20
24,8
26,6
24,8
34,15
24,4
24,4
24,4
24,4
31,2
24,8
24,8
24,4
22,18
24,8
24,4
26,6
26,6
24,8
26,6
24,4
36,30
24,8
24,8
24,4
24,4
24,8
32,27
24,4
26,6
34,26
24,4
24,8
24,8
24,8
31,2
24,8
24,4
24,8
34,26
24,4
24,8
24,8
24,4
24,4
24,8
31,2
24,4
24,8
24,4
33,20
34,15
26,6
24,4
24,8
24,4
28,14
24,4
24,8
24,8
24,8
24,4
24,8
24,4
33,13
24,4
24,8
24,8
17,7
24,8
24,4
24,4
24,4
27,2
24,4
26,6
24,4
24,4
24,8
34,15
24,4
24,8
31,2
1,17
24,8
29,30
24,8
24,8
24,8
26,6
24,4
24,8
24,8
24,8
34,26
24,4
7,10
24,4
2,8
24,8
24,4
24,8
24,4
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,4
24,4
24,4
24,4
24,4
24,4
24,8
25,13
33,30
25,13
24,4
25,13
25,13
25,13
29,25
24,4
24,4
24,4
25,13
24,4
24,8
25,13
24,8
24,8
26,6
24,8
34,15
21,22
24,4
24,8
26,6
2,31
24,8
24,8
24,8
24,4
24,8
34,6
24,4
24,4
19,17
24,1
24,8
24,4
24,4
5,23
34,26
24,8
24,8
24,8
24,30
30,29
2,31
24,8
24,4
24,8
34,15
24,4
34,15
24,8
24,8
24,8
34,15
24,4
24,8
26,6
26,6
26,6
34,26
24,4
24,8
30,29
24,8
24,8
24,8
24,8
24,4
24,4
24,8
21,16
24,8
24,8
24,4
34,26
24,8
24,4
24,8
24,8
29,25
24,4
26,6
24,4
24,4
24,4
27,21
24,8
24,4
24,4
17,7
24,4
24,4
24,4
31,2
24,4
34,26
24,4
32,27
34,15
24,8
29,4
24,8
24,8
34,15
25,8
24,4
24,4
24,4
26,6
24,8
24,8
24,8
13,23
24,8
24,8
24,4
24,8
21,22
24,4
24,4
24,4
24,4
24,6
24,4
24,8
26,6
2,31
24,8
25,13
24,4
27,21
24,4
24,4
7,10
24,4
24,8
35,30
24,8
24,8
24,8
24,8
21,22
24,4
33,20
24,8
32,27
24,4
24,8
25,13
24,8
24,4
24,8
24,8
27,21
24,8
25,13
25,13
24,4
24,8
24,4
24,4
24,8
24,8
24,4
24,4
23,16
24,4
24,8
24,4
24,4
24,8
25,13
29,25
24,8
26,6
24,4
24,4
27,21
24,4
24,4
24,4
24,8
26,6
24,4
24,8
24,8
27,20
24,8
26,6
24,4
26,6
24,8
24,8
34,26
24,4
24,4
24,8
25,13
36,30
24,4
30,29
24,8
9,19
9,19
9,19
9,19
6,10
26,6
17,7
28,25
24,8
22,18
24,8
24,8
33,20
24,4
24,4
24,8
29,25
24,4
24,8
24,8
24,4
26,6
24,4
18,20
29,25
24,4
30,29
24,8
24,4
24,4
24,8
26,6
32,27
24,4
24,4
24,4
24,8
26,6
24,4
34,15
24,4
24,8
24,4
24,8
24,4
24,8
24,4
24,8
24,4
2,31
24,8
24,4
37,17
26,6
29,25
24,8
33,20
34,26
28,14
24,4
20,16
24,8
24,4
24,8
24,4
24,4
24,8
26,6
24,4
24,4
24,8
24,4
23,9
24,8
24,4
31,2
24,8
24,8
26,6
24,4
24,8
24,4
24,8
24,4
24,8
29,25
24,4
24,4
24,8
36,30
24,8
24,8
14,23
9,19
24,4
24,8
24,8
24,8
29,25
30,29
26,6
24,4
25,13
24,4
24,8
24,4
24,8
24,8
24,8
8,23
31,2
24,8
24,4
24,4
24,4
24,8
24,8
26,6
24,8
24,8
25,13
24,8
24,1
24,1
23,9
24,4
24,8
24,4
30,29
24,4
24,4
24,4
33,2
24,8
25,1
7,10
24,4
24,8
24,4
24,8
24,4
39,30
24,4
24,4
24,8
24,4
24,8
24,4
24,1
24,8
24,8
3,5
24,8
24,8
27,21
24,8
24,4
24,8
24,4
8,23
24,8
24,4
25,13
27,21
24,4
24,8
27,21
5,23
6,10
24,8
24,8
7,10
24,1
34,15
24,8
1,17
33,20
24,4
24,4
26,6
24,8
24,8
24,8
24,8
24,8
24,4
34,15
30,29
24,8
24,25
24,8
24,4
25,13
24,4
24,8
34,15
33,20
24,8
24,8
37,17
24,8
29,25
24,4
24,4
35,30
24,8
24,4
24,8
24,4
34,15
24,8
24,8
24,4
24,8
24,4
24,8
24,4
30,29
24,8
24,4
24,8
24,4
24,8
30,29
25,13
25,13
18,22
24,4
34,15
24,8
11,23
24,8
24,8
24,4
24,4
24,4
24,4
24,4
24,4
24,8
24,8
24,8
24,4
24,4
24,8
34,15
25,13
27,4
24,3
24,8
24,8
9,19
24,4
26,6
12,11
24,4
24,4
24,8
24,4
8,23
28,14
24,8
39,30
24,4
24,4
24,8
25,13
34,15
24,8
24,8
24,4
24,4
24,4
24,4
24,4
24,8
30,29
24,8
24,4
25,13
2,31
27,21
26,6
24,4
26,6
24,4
24,8
24,4
24,8
24,8
24,8
24,4
17,7
24,8
26,6
24,8
24,4
24,4
26,6
24,8
24,8
2,31
24,4
24,4
24,4
24,4
24,4
26,6
4,23
24,4
24,8
26,6
24,8
34,15
24,4
29,25
24,8
24,4
24,4
24,4
24,8
24,8
24,8
26,6
34,15
33,20
29,25
29,25
23,9
24,1
24,8
24,8
24,4
34,26
24,8
24,8
24,8
24,4
30,29
28,14
30,29
24,8
24,4
24,8
24,4
24,8
24,4
24,4
24,8
24,8
24,4
24,4
24,8
24,8
24,8
24,8
12,11
24,8
24,8
2,31
25,13
24,4
24,8
24,4
24,8
30,29
24,8
24,8
26,6
24,8
24,4
24,8
24,8
26,6
24,4
24,4
24,4
24,4
24,8
24,4
34,15
24,4
24,4
21,22
24,8
24,8
24,4
24,8
34,26
24,8
24,4
24,4
25,13
24,8
24,4
24,8
24,8
24,8
33,20
16,24
24,4
33,20
24,8
22,18
24,4
24,8
26,6
24,4
34,15
24,8
24,8
24,8
24,4
24,4
24,8
24,8
26,6
24,8
24,8
24,8
24,4
24,8
