SEURAT,SC3
24,8
24,8
31,2
24,8
31,2
9,19
24,8
24,8
34,15
24,4
24,8
29,25
24,8
24,4
24,8
20,16
32,27
24,8
26,6
24,8
24,8
24,8
24,4
30,29
33,20
30,29
24,4
24,8
24,8
24,8
24,8
2,31
24,4
24,8
24,4
1,17
24,4
24,8
24,8
24,4
24,4
24,8
24,4
24,8
24,4
24,8
24,8
7,10
24,8
32,27
24,8
24,4
21,22
24,8
27,21
24,8
24,8
25,13
20,16
24,4
24,8
24,8
24,8
26,6
24,8
26,6
24,4
24,4
24,8
26,6
24,8
24,31
24,8
32,27
24,16
24,4
24,8
17,7
24,8
34,26
24,4
24,8
24,8
26,6
22,18
30,29
24,8
24,4
24,4
24,31
24,8
24,8
24,8
24,8
24,8
12,11
24,8
24,8
24,8
24,8
24,4
31,2
24,4
24,4
25,13
28,14
33,20
24,8
24,8
24,4
24,8
33,4
26,6
27,21
24,4
24,8
24,4
24,8
34,15
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
34,26
29,25
24,8
24,8
24,8
25,13
27,8
25,13
24,8
33,2
24,8
24,8
25,13
24,8
24,8
24,4
24,8
24,8
24,8
24,8
24,8
24,8
28,25
26,6
24,11
24,8
24,4
24,8
25,13
24,8
24,8
24,4
24,8
28,14
24,8
24,4
24,8
24,8
24,8
24,8
24,8
7,10
24,4
12,11
24,4
9,19
28,14
24,8
24,8
24,8
33,20
24,8
30,29
24,8
24,4
24,8
33,27
24,8
24,8
27,21
16,24
24,4
26,6
24,8
24,8
24,4
1,17
24,8
24,8
24,4
24,8
24,8
24,8
24,4
24,8
24,8
26,6
24,8
24,8
24,8
24,8
11,11
24,8
24,8
18,22
24,8
24,4
24,4
24,4
24,8
24,18
24,8
24,8
24,4
24,8
26,6
24,8
19,17
24,8
23,9
24,8
26,6
25,13
24,8
24,8
34,15
24,4
24,8
2,31
24,4
24,8
24,4
25,13
24,4
24,8
24,8
24,8
24,4
24,30
24,8
24,8
24,8
24,4
24,8
31,2
24,8
24,4
34,15
24,8
20,16
24,8
24,4
9,19
24,4
21,22
3,5
26,6
24,8
39,30
34,26
24,4
24,8
24,4
24,4
7,10
24,8
24,8
31,2
37,17
24,4
3,5
24,8
24,8
24,8
24,8
21,22
24,8
26,6
33,20
24,8
33,20
2,31
33,20
24,8
24,4
24,8
24,8
24,8
25,13
24,8
24,21
24,8
16,24
32,27
24,8
24,8
24,4
24,8
24,8
24,8
24,8
24,8
34,15
33,20
24,8
24,8
24,8
24,8
27,21
24,8
24,4
29,25
24,8
26,6
24,8
20,16
33,20
24,16
24,8
8,23
24,8
24,8
24,4
24,8
20,16
24,8
24,4
24,4
24,8
24,4
24,8
24,4
30,29
24,4
26,6
24,8
24,8
24,4
24,8
24,8
24,8
26,6
23,9
24,8
24,8
24,8
19,17
24,4
34,26
24,8
24,8
24,8
24,8
24,8
24,8
24,8
7,10
24,8
24,4
24,8
24,4
31,2
24,8
24,8
24,8
26,6
3,5
3,5
24,8
24,8
24,8
24,8
24,8
24,8
24,8
6,10
24,8
30,29
24,8
24,4
24,8
24,8
24,4
10,23
27,21
1,17
24,4
25,13
24,30
33,20
24,8
24,8
24,8
18,22
24,8
24,8
34,26
34,15
25,8
24,8
24,8
28,1
24,8
29,8
24,8
24,4
24,8
24,8
24,8
24,4
24,4
5,23
34,15
24,8
24,8
17,7
24,4
31,2
26,6
20,16
24,8
24,8
28,14
24,4
2,31
24,8
21,16
24,4
24,8
24,8
1,16
24,8
33,20
2,31
24,8
1,17
16,24
24,8
24,8
24,8
24,8
16,24
34,15
26,6
22,18
24,8
21,22
22,18
24,8
25,8
24,8
11,11
24,8
24,8
3,5
16,24
24,8
24,8
24,8
25,13
25,13
24,8
24,4
24,8
24,8
16,24
24,8
26,6
24,8
15,18
26,6
28,25
25,36
27,25
24,8
24,8
17,7
24,8
32,27
24,4
24,8
24,8
24,8
25,8
24,8
24,8
26,6
24,4
24,8
31,2
24,8
26,6
26,6
25,13
24,8
24,4
34,26
24,4
24,8
24,4
24,4
24,4
24,8
26,6
12,11
24,4
24,8
24,8
24,8
24,4
18,22
24,4
24,8
24,8
25,13
24,8
11,11
1,17
24,8
24,8
34,26
24,8
21,22
24,8
24,8
24,8
24,8
24,8
24,4
24,4
10,11
24,8
26,6
24,4
24,8
30,29
24,8
24,8
24,8
33,6
24,8
25,13
24,8
26,6
17,7
24,8
24,8
24,30
24,4
24,8
24,8
24,8
24,8
24,8
12,11
24,8
24,8
24,8
24,8
26,6
24,8
22,18
24,8
24,8
17,7
20,16
25,13
24,4
24,8
24,8
24,8
24,8
24,8
24,15
24,8
13,23
24,4
24,8
27,21
24,8
24,4
24,8
24,8
24,8
20,16
24,4
20,16
24,8
24,8
25,13
24,4
24,8
26,6
25,13
26,6
30,29
24,8
24,8
24,8
24,8
26,6
10,11
24,4
20,16
24,8
3,5
24,4
24,4
24,4
26,6
24,8
24,8
24,4
24,1
24,4
24,8
24,4
20,22
24,8
24,4
24,8
24,8
24,4
24,4
24,4
25,13
18,22
24,4
24,4
24,8
30,29
34,15
24,8
26,6
24,8
24,4
20,16
12,11
31,2
24,8
24,4
20,16
24,31
19,17
3,5
30,29
24,4
7,10
24,8
24,8
25,13
39,8
24,8
24,8
24,8
24,8
24,8
37,30
24,8
32,27
24,4
24,4
25,13
24,8
30,29
24,8
24,8
24,8
24,4
26,6
24,8
24,8
24,8
29,25
29,25
24,4
24,8
24,8
24,8
24,4
24,8
24,4
26,6
24,8
24,8
24,8
24,8
23,11
24,8
24,8
25,13
24,8
24,8
10,23
26,6
24,8
25,13
26,6
24,8
26,6
24,8
34,15
24,8
26,6
24,8
24,8
34,15
24,8
24,8
24,8
24,4
33,8
24,8
24,8
24,8
24,8
24,8
29,8
7,10
24,8
24,8
24,8
24,8
26,6
24,8
24,8
26,6
7,10
24,8
24,4
24,8
24,8
24,8
24,8
9,23
26,6
24,8
24,8
30,29
24,8
24,4
24,8
34,26
28,14
24,8
24,4
34,15
13,11
27,21
24,8
24,8
24,8
24,8
24,8
24,8
24,8
27,21
24,8
24,8
24,8
24,8
24,8
25,13
24,4
20,16
34,15
31,2
31,2
27,2
20,16
24,8
24,8
24,8
24,8
24,8
24,4
24,8
24,8
24,8
26,6
24,8
24,4
24,4
24,4
24,8
24,20
26,6
24,8
24,8
21,22
24,8
38,30
24,4
24,16
24,8
24,8
26,6
31,2
24,8
30,4
24,8
24,4
24,4
12,11
24,8
24,4
24,8
24,8
24,8
24,4
24,8
24,8
26,6
24,8
24,4
24,8
34,15
32,27
24,8
24,8
24,4
20,16
24,8
24,8
24,4
14,23
24,4
24,4
25,13
26,6
24,8
28,14
25,13
24,18
33,14
24,8
24,8
30,29
24,8
24,8
24,8
24,8
24,8
24,8
26,6
24,4
16,24
22,17
24,8
33,20
24,8
22,18
2,31
24,8
25,13
25,8
31,2
24,8
33,8
34,26
31,2
24,8
24,8
24,4
34,26
26,6
34,26
26,6
24,8
24,23
33,20
34,15
24,8
24,8
34,15
24,8
26,6
26,6
5,23
24,4
24,8
26,6
25,36
24,8
24,8
24,8
24,8
24,8
24,8
30,29
32,27
27,21
25,1
24,4
24,8
24,4
20,16
24,8
24,8
24,8
12,11
24,8
24,8
24,8
32,27
24,8
24,8
24,8
24,8
24,8
24,8
24,4
26,6
30,29
24,8
27,25
24,4
24,8
26,6
24,8
24,8
24,8
39,22
24,8
24,4
24,8
16,24
24,8
33,20
24,8
24,8
24,8
24,4
25,13
24,4
24,8
24,4
24,8
1,17
24,8
21,22
24,8
24,4
24,8
24,8
24,8
24,8
26,6
24,8
24,8
24,4
24,4
24,8
34,15
24,8
24,8
24,8
24,8
24,8
24,8
24,4
24,4
26,6
24,8
31,2
24,8
29,25
24,8
24,8
33,20
27,8
26,6
24,8
24,8
8,23
2,31
24,8
24,4
33,20
24,4
24,8
24,4
24,4
24,8
24,8
34,26
24,8
24,8
37,17
24,8
24,8
24,8
24,8
24,8
24,8
25,13
4,23
3,5
6,10
20,16
24,8
24,8
12,11
30,29
26,20
24,8
24,8
26,6
24,8
24,8
24,8
27,21
24,8
21,22
24,8
25,13
29,8
24,8
24,8
24,8
31,2
24,8
31,2
20,16
26,6
24,8
24,8
26,6
24,8
24,8
24,8
24,8
24,4
24,8
25,13
25,13
24,8
25,13
29,25
24,8
24,8
24,8
24,8
26,6
9,19
24,4
24,8
24,8
24,8
24,4
21,16
24,4
24,8
24,8
24,4
26,6
26,6
24,4
29,25
24,8
24,4
2,31
2,31
2,31
24,8
24,8
24,4
24,8
13,11
24,8
24,8
24,8
24,8
17,7
24,8
24,8
24,4
24,4
24,4
24,8
24,8
24,8
33,30
24,4
34,26
24,8
24,4
24,8
39,23
7,10
24,8
25,13
24,4
26,6
24,8
24,4
24,8
19,17
16,24
24,8
29,25
24,4
28,14
24,4
24,8
34,15
24,14
32,27
24,8
26,6
24,8
32,27
24,4
34,15
24,8
24,8
24,8
24,8
11,11
24,4
24,30
32,27
26,6
24,4
25,4
24,8
24,4
24,8
24,8
24,31
24,4
24,8
24,8
24,8
24,4
25,8
37,17
24,8
24,4
24,8
6,10
24,8
24,8
24,4
25,13
33,20
24,8
24,8
24,8
24,4
24,4
24,8
24,8
34,26
24,8
24,8
34,26
11,11
24,8
21,22
24,8
32,27
36,4
24,8
33,20
25,13
24,8
24,8
24,8
24,8
24,8
24,4
27,21
2,31
24,8
24,8
24,8
34,26
32,27
6,10
24,8
24,8
24,8
24,8
24,8
34,26
24,8
24,8
24,8
24,8
24,8
24,8
24,8
34,26
24,8
24,8
24,8
27,8
24,8
30,29
26,6
24,8
24,4
1,17
24,8
12,11
24,8
24,4
11,11
24,8
24,8
33,20
24,8
5,23
24,8
28,14
24,8
24,8
24,8
24,8
26,6
25,13
20,16
24,8
24,4
24,8
27,21
32,27
24,8
24,8
24,8
16,24
24,4
24,8
24,8
34,26
24,8
3,5
24,8
14,23
24,8
24,8
27,21
24,8
24,8
24,8
24,8
24,4
33,20
24,8
24,8
34,15
24,4
24,8
27,21
24,4
24,8
24,8
24,8
24,8
20,16
22,18
24,8
10,23
24,8
21,22
24,8
24,8
24,8
2,31
24,4
10,11
2,31
29,25
24,8
26,6
29,8
24,25
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
21,22
24,8
24,8
24,8
24,8
25,13
24,8
31,2
18,8
9,19
24,8
24,8
26,6
24,8
24,8
33,20
24,4
24,4
24,8
24,8
24,8
24,8
21,16
22,18
24,8
24,8
24,4
35,30
24,8
24,8
24,8
24,8
7,10
32,27
24,8
33,30
26,6
24,8
24,8
24,4
10,11
24,8
24,8
24,4
24,8
13,23
23,9
24,8
27,8
24,8
24,4
24,8
24,8
25,13
27,21
33,20
24,4
24,8
29,25
26,6
24,8
24,8
24,8
24,8
24,8
24,4
24,8
26,6
30,29
24,8
24,8
24,8
37,17
30,29
24,8
24,16
24,8
34,15
24,8
24,8
24,8
26,6
11,11
17,7
24,8
24,8
16,24
24,4
27,21
24,4
24,4
24,8
24,8
4,23
17,7
24,8
16,24
24,8
24,4
24,8
24,4
24,8
24,8
24,8
4,23
24,8
33,20
24,8
29,25
25,13
24,8
24,4
24,8
25,1
24,8
24,8
24,4
24,8
24,8
24,8
24,4
33,20
24,4
2,31
24,8
24,8
24,8
24,8
24,8
26,8
24,8
24,8
24,4
22,17
24,8
24,8
34,30
24,31
27,21
24,8
31,2
24,8
24,8
25,13
26,6
24,8
24,8
24,8
24,8
30,29
24,8
25,13
24,8
24,8
24,8
8,23
24,8
24,4
24,8
24,23
34,15
25,13
25,8
26,6
24,8
26,6
34,15
24,8
24,8
24,8
29,25
25,13
24,8
25,13
34,15
24,8
2,31
24,8
33,20
34,26
24,8
24,8
33,20
22,17
24,8
24,8
24,8
33,20
24,8
24,8
24,8
34,15
25,13
25,1
34,15
24,8
24,8
24,4
24,8
3,5
26,6
24,8
24,8
25,13
25,13
26,6
24,8
24,8
24,8
27,21
24,8
24,8
23,9
24,4
33,20
26,6
24,8
24,4
25,13
24,4
24,8
33,27
24,8
5,23
24,4
24,8
24,8
8,23
22,20
10,23
26,8
24,8
24,8
24,8
24,8
24,8
20,8
24,4
24,8
23,9
24,8
24,8
24,8
30,29
30,29
30,29
30,29
30,29
24,8
24,8
24,8
31,2
24,8
27,21
24,8
14,23
24,20
24,8
21,22
24,8
28,8
24,8
24,8
20,16
24,8
34,26
37,17
24,8
24,8
24,8
24,8
26,6
24,8
29,25
24,4
24,8
26,6
12,11
24,8
24,8
34,15
10,23
25,13
24,23
24,8
24,8
24,8
24,8
24,4
29,25
24,4
24,8
24,8
24,8
24,4
24,8
24,8
25,13
25,13
24,8
21,16
24,8
24,8
24,8
24,8
24,8
24,8
17,7
31,2
24,8
24,4
24,31
24,8
24,4
24,8
34,26
24,8
26,6
23,9
24,8
24,8
24,8
24,8
24,8
27,21
32,20
24,8
24,8
28,14
33,20
24,8
24,4
24,8
24,8
26,6
24,4
26,6
24,4
24,8
24,4
24,8
24,8
24,8
24,8
3,5
24,8
26,6
24,4
24,8
24,8
24,8
26,6
24,8
24,8
24,4
5,23
25,13
24,8
24,8
24,8
26,6
24,8
24,8
24,8
24,8
24,4
24,8
24,8
24,4
24,8
24,8
24,8
24,8
24,8
24,4
24,4
24,8
24,8
24,8
31,2
24,8
24,4
7,10
24,8
14,23
24,8
24,8
24,8
26,6
24,8
24,4
24,8
24,8
16,24
24,8
29,25
24,8
24,8
34,15
27,21
24,4
25,13
24,8
24,8
24,8
24,4
24,4
26,6
27,21
3,5
24,4
24,8
10,23
24,8
17,22
24,8
24,8
17,7
24,8
24,8
24,4
12,11
24,8
24,8
24,8
24,8
24,4
7,10
25,13
24,8
24,4
24,8
24,8
24,8
24,8
24,8
24,8
24,22
18,22
26,6
24,8
24,8
24,8
33,20
24,8
24,8
24,8
16,24
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
26,6
29,25
32,8
24,8
25,13
24,8
24,8
24,8
24,4
24,8
2,31
30,29
30,29
24,8
24,8
24,8
2,31
20,16
30,29
28,2
24,8
24,8
34,26
24,8
24,8
24,4
24,4
24,8
24,8
16,18
24,8
26,6
24,8
24,8
24,8
24,8
24,4
29,25
31,2
24,4
24,8
24,8
24,8
29,25
24,8
25,8
14,23
32,27
14,23
24,4
25,13
24,8
24,8
24,4
34,15
31,2
24,8
17,7
24,4
24,8
24,8
24,8
24,8
11,11
24,8
24,4
24,8
25,13
24,8
24,8
29,1
24,4
24,4
30,29
24,8
24,8
24,8
24,8
24,8
26,6
24,8
24,8
30,29
24,4
26,6
24,8
24,8
30,29
24,8
24,8
24,31
24,8
24,4
24,4
24,8
24,8
34,15
24,8
24,8
24,8
24,8
24,8
24,8
26,6
24,8
5,23
26,6
24,8
24,8
24,8
28,14
24,8
7,10
24,8
19,17
1,17
24,4
24,30
24,4
24,8
24,8
24,8
20,16
24,8
18,22
24,8
24,8
30,29
24,4
24,8
26,6
24,8
11,11
24,4
24,8
24,8
24,8
33,20
26,6
31,2
26,6
24,8
26,6
24,4
11,23
25,13
26,6
31,2
24,4
24,8
11,11
24,4
30,29
24,4
12,11
24,8
32,27
24,8
11,11
24,8
30,29
7,10
24,8
26,6
30,29
24,4
30,29
24,8
24,8
25,13
24,8
24,8
24,8
24,8
26,6
24,8
25,13
24,8
24,8
24,8
24,8
24,4
24,8
8,23
17,7
26,6
24,8
24,8
24,8
24,8
17,7
25,13
24,30
24,8
23,9
24,8
24,8
24,8
24,8
25,13
24,8
29,25
34,15
24,4
24,8
24,8
24,8
26,6
24,4
33,6
29,25
34,15
24,8
24,8
21,22
34,26
20,16
24,8
24,8
24,8
6,10
24,8
24,8
20,8
24,8
24,4
24,8
24,8
24,8
24,8
24,21
30,29
25,13
24,8
24,4
24,8
24,8
10,23
24,4
24,4
24,8
24,8
16,24
24,8
24,8
34,15
24,8
25,13
24,8
24,4
26,6
20,16
24,8
24,8
29,25
24,8
26,6
25,13
33,20
24,4
24,8
24,8
2,31
24,8
18,22
34,26
26,6
24,4
20,16
26,6
24,8
24,8
24,8
3,5
31,2
24,8
24,8
30,29
24,4
37,17
24,8
28,14
24,8
24,8
24,8
24,8
24,8
24,8
24,4
30,20
24,8
31,2
34,15
34,15
26,6
27,8
24,4
24,8
24,4
3,5
26,6
24,8
25,13
33,29
33,2
6,1
29,25
26,6
24,8
24,8
24,8
24,8
24,8
2,31
24,4
24,8
34,15
34,26
7,10
24,8
24,8
26,6
25,13
24,8
24,8
24,8
24,8
24,8
24,8
24,8
20,16
31,30
25,13
32,27
24,8
33,2
25,32
26,6
24,8
24,8
24,8
24,8
24,4
24,8
24,4
37,17
24,8
24,8
26,6
30,29
24,4
20,16
24,8
24,8
24,8
24,8
24,4
24,8
24,8
7,10
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,4
12,11
24,8
24,4
24,8
24,4
24,8
29,25
24,8
24,8
24,8
24,4
24,8
24,4
24,4
24,4
24,8
5,23
24,8
26,6
24,8
24,8
24,8
24,8
24,8
24,8
17,7
24,4
24,8
25,13
24,8
24,8
34,15
31,2
20,16
24,4
24,4
24,8
24,8
24,8
24,8
24,8
24,4
24,8
24,4
24,8
28,35
24,8
24,8
34,15
24,8
24,8
24,8
34,15
24,4
3,5
26,6
24,4
24,8
24,4
24,8
24,8
24,8
24,8
24,8
27,21
24,8
24,8
20,16
28,14
24,8
24,8
24,4
24,4
24,8
33,20
33,20
4,23
24,8
24,8
24,8
24,8
24,4
24,8
24,4
24,8
34,15
24,8
33,20
24,8
17,7
24,4
16,24
24,8
39,30
24,4
25,13
24,8
25,13
24,8
24,4
24,8
27,21
24,8
24,8
24,4
24,8
24,8
24,4
33,20
25,13
24,8
26,6
34,15
24,8
24,8
33,8
24,8
24,8
2,31
24,8
24,8
24,8
24,4
17,7
11,11
26,6
24,8
5,23
4,23
5,23
5,23
24,8
24,8
34,26
27,8
24,4
24,4
24,8
24,8
24,8
23,9
26,6
24,8
24,8
24,8
24,8
34,15
25,13
25,13
24,8
24,4
7,10
24,8
24,8
24,8
24,8
25,8
24,8
26,6
24,8
24,8
24,8
33,27
24,8
25,13
24,8
24,4
24,4
24,8
24,8
24,8
24,8
24,8
24,8
34,26
24,8
26,6
24,8
3,5
33,2
24,8
33,25
24,8
24,4
32,27
24,8
34,26
24,8
24,8
27,21
24,8
24,8
33,20
31,2
24,8
9,19
1,17
24,8
32,37
26,6
24,4
26,6
1,17
24,4
24,8
24,8
24,8
20,16
24,8
24,4
24,8
24,8
24,8
24,8
24,8
24,4
24,4
26,6
25,13
24,4
5,23
24,4
25,13
17,7
24,8
26,6
34,15
21,22
24,8
34,15
24,30
25,28
24,4
24,8
24,8
24,8
24,8
24,4
33,20
25,13
24,8
34,26
24,8
10,11
24,8
26,6
24,8
24,4
24,8
24,8
33,20
24,8
24,8
24,8
15,18
24,4
32,27
24,8
24,8
24,8
24,8
24,8
24,8
23,9
31,2
24,8
27,21
37,17
28,14
23,9
27,14
16,24
24,8
29,8
24,4
24,8
24,8
24,8
26,6
24,8
24,4
32,27
24,29
24,4
24,8
24,4
21,22
29,25
24,8
24,4
24,8
24,8
24,4
33,20
24,8
17,7
9,19
24,8
24,8
24,8
24,8
9,23
24,8
24,8
24,8
31,6
24,8
24,8
24,4
24,8
24,4
24,8
24,4
12,23
24,8
26,6
26,6
33,20
25,8
25,13
24,8
24,8
24,4
3,5
24,4
24,4
24,8
24,8
34,26
24,8
24,8
21,22
24,8
32,27
24,8
24,4
24,8
24,8
34,26
24,8
24,4
24,4
24,25
25,13
24,8
24,8
7,10
24,4
24,4
24,8
24,4
24,8
17,7
25,13
24,8
9,19
24,8
24,8
24,4
33,8
24,8
24,8
24,15
26,6
30,29
11,11
24,8
24,8
24,8
24,4
26,6
14,1
24,4
24,8
11,11
11,10
26,6
24,8
24,8
24,8
24,8
24,8
24,8
28,14
24,4
34,15
24,8
6,10
24,4
24,8
24,8
24,8
24,8
24,8
24,8
24,8
23,9
24,4
24,8
30,29
24,8
24,8
24,8
26,6
24,4
24,4
24,4
24,8
26,6
24,8
24,4
34,15
24,8
24,8
24,8
27,21
24,8
24,4
24,8
24,4
24,8
3,5
24,8
24,8
30,29
34,26
24,8
25,13
24,4
24,4
24,8
24,8
24,8
24,4
10,23
24,8
31,2
24,22
24,4
24,8
4,23
20,16
33,20
24,25
24,8
24,8
34,26
24,8
24,8
33,20
24,4
24,4
24,8
29,25
24,4
24,8
20,16
6,10
34,15
21,22
24,4
24,8
26,6
24,8
10,11
24,8
24,8
22,17
24,8
24,8
3,5
24,8
24,8
26,6
24,8
24,8
24,4
2,31
26,6
26,6
24,4
2,31
24,8
24,8
24,8
24,4
17,7
24,8
18,22
30,29
24,8
24,8
24,8
24,8
24,8
34,26
24,8
24,8
33,2
24,4
24,8
24,8
24,4
25,13
26,6
24,8
24,4
24,4
9,19
26,6
24,8
24,8
24,8
24,4
24,8
24,8
24,8
24,8
32,27
24,8
24,8
24,8
31,2
24,8
24,8
30,29
24,8
24,8
24,8
24,8
30,29
24,4
24,8
28,25
29,25
26,6
24,8
24,31
17,7
24,8
19,17
24,16
24,8
24,8
26,6
24,4
24,4
28,14
24,8
34,15
24,8
34,15
24,8
34,26
24,8
26,6
24,8
24,4
26,6
24,4
24,4
7,10
24,4
26,6
24,8
7,10
24,8
24,8
24,8
7,10
31,2
24,8
24,8
24,8
24,8
9,19
24,4
24,8
28,6
34,26
24,8
26,6
7,10
29,25
9,19
24,8
27,21
24,8
24,8
26,6
24,8
9,19
27,21
9,1
24,8
30,29
26,6
24,8
24,8
30,29
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
14,23
37,17
3,5
33,30
24,4
24,30
24,8
6,11
24,8
24,4
24,8
24,8
26,6
29,25
24,4
24,4
24,4
24,8
24,8
24,8
24,8
24,8
26,6
24,8
24,8
24,4
27,21
24,8
24,4
26,6
24,8
24,8
24,8
26,6
26,37
28,14
24,8
19,17
24,8
33,4
24,8
34,26
24,8
10,23
24,4
24,1
24,8
37,17
24,8
24,4
24,8
9,23
24,8
24,8
24,8
24,8
24,4
6,10
24,8
30,29
24,4
24,8
10,11
24,4
34,15
34,26
26,6
25,13
25,8
20,27
14,23
17,22
24,4
26,6
24,4
30,29
24,8
31,2
24,8
26,8
24,8
24,8
24,4
28,25
24,8
24,4
24,4
24,8
24,8
8,23
24,8
24,4
28,14
24,23
24,8
24,4
24,8
24,8
10,23
26,6
24,8
25,13
24,8
24,8
24,8
34,26
24,8
30,29
7,10
24,25
24,8
24,8
25,13
24,8
34,15
24,8
24,8
24,8
24,8
24,4
7,10
31,2
24,8
24,8
24,8
14,23
24,8
24,4
26,6
24,8
24,8
24,8
24,8
24,8
24,8
24,8
29,25
24,8
24,8
24,8
24,8
24,8
24,4
24,4
22,18
24,8
24,8
24,8
4,23
28,14
34,26
24,8
24,8
24,8
24,4
27,21
24,8
24,8
24,8
24,4
20,16
24,8
24,8
24,8
24,8
24,8
24,8
24,8
11,11
24,30
24,8
39,8
24,4
24,8
24,8
24,8
24,8
14,23
24,4
34,15
24,8
17,7
25,13
24,8
37,17
24,8
24,8
24,22
5,23
24,8
24,8
24,8
24,4
30,29
7,10
24,8
24,4
25,13
24,8
24,8
24,8
24,8
24,8
24,8
24,4
24,4
20,16
26,6
22,18
24,8
29,25
24,8
24,4
7,10
26,6
24,8
24,8
24,8
26,6
24,8
24,6
24,4
3,5
3,5
24,8
24,8
24,8
24,8
24,30
30,33
24,4
24,4
25,13
26,2
24,8
31,2
24,8
24,8
24,4
30,29
24,4
24,4
24,4
24,8
24,8
24,8
24,4
24,8
24,4
24,4
24,4
24,8
25,13
24,4
24,4
34,15
24,4
24,4
24,8
2,31
24,8
24,4
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
34,15
24,8
24,4
24,8
24,8
26,6
5,23
24,8
24,8
31,2
24,8
25,13
34,26
24,4
24,4
2,31
24,8
24,8
34,26
24,8
24,8
29,21
34,26
24,31
24,8
24,8
27,1
9,23
21,22
24,8
24,4
24,8
24,8
24,4
24,8
24,4
24,8
24,1
24,8
28,14
18,22
1,17
24,8
26,6
26,6
24,8
29,25
24,8
24,4
24,4
24,8
24,8
25,13
10,11
22,18
24,4
34,26
20,16
24,8
33,20
3,5
33,30
24,8
26,6
25,13
11,11
24,4
24,8
23,9
25,13
24,8
26,6
24,8
24,8
24,4
31,2
24,8
23,9
24,8
24,8
24,8
30,3
25,13
30,29
31,2
30,29
25,13
24,8
24,8
32,27
24,8
24,8
24,4
24,4
24,4
2,31
24,4
24,8
24,8
24,8
24,8
24,4
24,8
24,8
25,13
25,13
25,13
24,4
21,22
24,4
24,4
24,8
30,29
26,6
24,4
9,19
24,4
25,36
26,6
24,8
24,4
24,8
24,8
24,4
24,8
24,8
24,4
24,8
24,8
24,4
20,16
24,8
24,4
24,8
24,8
24,8
24,8
24,4
24,4
24,8
29,20
26,6
24,8
24,8
24,8
24,4
24,8
24,8
24,8
17,7
24,8
26,6
24,4
24,8
14,23
34,26
24,8
32,27
27,1
24,4
24,8
24,8
24,4
31,2
24,8
24,8
24,8
24,4
34,15
24,4
24,8
26,6
24,4
24,4
26,6
24,8
24,4
24,8
20,16
24,8
24,4
24,8
34,15
33,20
24,8
30,29
24,8
24,8
34,15
24,8
24,8
24,8
24,8
24,4
24,8
1,17
38,30
28,14
10,23
24,8
24,8
25,13
24,8
34,26
24,4
24,8
24,8
37,17
24,8
24,8
24,4
24,8
34,26
24,8
24,8
27,21
24,4
17,7
25,13
24,8
24,8
32,27
24,4
26,6
34,26
24,4
18,22
24,4
26,6
24,4
24,8
24,8
26,6
24,31
21,22
24,4
24,4
24,8
24,8
11,11
24,8
24,8
24,4
24,8
11,11
27,21
24,8
24,4
26,6
24,8
39,30
24,8
24,8
24,8
29,25
24,4
24,8
14,23
3,5
24,8
24,8
25,13
26,6
24,8
24,4
24,8
24,8
24,4
24,4
33,30
24,8
24,8
24,8
24,8
24,4
24,8
24,8
24,4
34,15
24,8
17,7
24,8
24,8
24,4
28,14
31,2
24,4
24,8
24,4
24,8
12,11
24,8
29,25
24,8
9,23
34,15
37,17
24,8
24,4
33,20
24,4
24,4
24,8
29,25
24,8
23,11
24,4
30,1
34,26
24,4
24,8
24,4
24,8
24,8
24,4
24,4
24,8
24,4
24,8
24,8
24,4
24,8
24,4
24,8
26,6
24,4
24,4
24,4
33,20
24,8
24,8
24,4
24,4
29,25
24,8
24,8
24,8
24,4
38,30
24,8
25,13
24,8
33,20
24,8
24,8
24,8
25,13
24,4
25,36
25,13
26,6
34,4
17,7
27,21
24,8
33,20
21,22
24,8
24,8
24,4
24,4
26,6
24,8
24,8
20,16
2,31
24,8
24,8
24,8
34,26
24,8
24,8
24,4
24,8
24,4
25,13
24,8
24,4
24,4
24,8
24,4
24,8
24,8
24,8
24,8
24,8
25,13
24,8
24,4
24,4
24,8
34,15
24,4
23,9
24,4
24,8
24,4
33,8
24,8
32,27
24,8
24,8
24,8
24,4
26,34
24,8
17,7
24,8
25,13
32,27
24,4
26,6
26,6
24,8
24,8
24,8
24,1
24,4
33,20
24,8
17,7
23,1
24,4
24,8
24,4
24,8
2,31
34,26
9,19
24,8
2,31
24,8
24,8
16,24
24,8
2,31
24,8
24,8
24,8
26,6
24,4
24,8
24,8
34,15
29,25
21,22
22,18
24,8
24,8
24,8
24,4
24,8
24,8
24,4
24,8
24,4
24,4
24,8
24,8
24,8
24,4
26,6
24,8
24,4
24,8
24,8
24,8
24,8
23,9
34,15
24,8
23,8
24,8
24,4
24,8
33,20
24,8
24,8
24,8
24,4
17,7
24,4
24,4
24,8
24,8
27,21
25,13
24,4
24,8
24,8
24,4
24,8
24,4
24,4
24,8
33,20
24,8
