Genotype,CoV
WT,3.73461468180064
WT,3.87298334620742
WT,3.56209939543164
WT,3.87298334620742
WT,1.93740080046179
WT,3.36961530718129
WT,2.54205695676328
WT,1.6243372480392
WT,3.87298334620742
WT,2.97729868503063
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.69941980457999
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.16245194315565
WT,3.32628019590818
WT,3.87298334620742
WT,3.87298334620742
WT,2.45944197904821
WT,3.87298334620742
WT,3.87298334620742
WT,3.44013794422949
WT,3.03254623815884
WT,3.69616815844043
WT,3.66023347098638
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.17227303131364
WT,3.67029023804758
WT,3.87298334620742
WT,3.3081055923639
WT,3.14981952508856
WT,2.65573560454665
WT,3.87298334620742
WT,3.87298334620742
WT,3.22599206344164
WT,3.36383928545064
WT,3.87298334620742
WT,2.66762271273507
WT,3.87298334620742
WT,3.87298334620742
WT,2.9083422787725
WT,2.7149271445876
WT,3.49718754139787
WT,3.87298334620742
WT,3.80436779054211
WT,3.10768352213725
WT,3.87298334620742
WT,3.87298334620742
WT,3.31183336496137
WT,2.61274896284682
WT,3.87298334620742
WT,3.87298334620742
WT,3.81942163052106
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,2.931379112181
WT,3.71635370611802
WT,2.12858181745213
WT,3.14860691735956
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,1.90617974605206
WT,3.87298334620742
WT,3.87298334620742
WT,1.68359481352895
WT,2.52649530879056
WT,3.87298334620742
WT,3.80520813420626
WT,2.84504974222144
WT,3.87298334620742
WT,3.87298334620742
WT,2.64253887238613
WT,2.48986643420933
WT,2.65154607279435
WT,3.87298334620742
WT,3.85901286417769
WT,3.8049303156097
WT,2.55666906516863
WT,2.44868694186599
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,2.74990608404621
WT,3.87298334620742
WT,3.62708615396078
WT,3.87298334620742
WT,2.58780143761015
WT,2.09147366742563
WT,3.87298334620742
WT,3.87298334620742
WT,2.56282019214734
WT,2.35110544063913
WT,3.87298334620742
WT,3.87298334620742
WT,3.17855888841828
WT,3.87298334620742
WT,2.7424032568659
WT,3.09330133021882
WT,2.82842712474619
WT,3.87298334620742
WT,3.04305834344868
WT,3.87298334620742
WT,2.77053611751474
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.55990487801638
WT,3.87298334620742
WT,2.59635733838226
WT,3.87298334620742
WT,3.35942171894424
WT,3.8564236101257
WT,3.39421470153004
WT,3.1803480474036
WT,2.49590866405761
WT,3.87298334620742
WT,2.36521758631587
WT,3.0535824140967
WT,2.19157677211842
WT,2.75973961110699
WT,3.02015240524459
WT,3.87298334620742
WT,2.0340416054805
WT,2.53768103555585
WT,2.75708502900126
WT,3.87298334620742
WT,2.50199972494782
WT,2.33793426647308
WT,3.42009595243783
WT,3.87298334620742
WT,2.83150863061983
WT,3.68854604157606
WT,2.79527839207817
WT,3.87298334620742
WT,3.87298334620742
WT,0.586918034898425
WT,3.87298334620742
WT,3.29513008636566
WT,2.93331178501695
WT,3.59970359858124
WT,3.78304118152054
WT,3.39210809481349
WT,2.45400026737852
WT,3.87298334620742
WT,3.87298334620742
WT,3.6449452149751
WT,2.6558094998932
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.44760363650733
WT,3.35942171894424
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.49378297009078
WT,3.76788493577824
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.30810559236389
WT,3.11668824422113
WT,2.49925628438039
WT,1.61103143802853
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,1.83865587803562
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,2.02865008208636
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,2.85534601148592
WT,2.63899331455874
WT,1.93793088080007
WT,2.69509807259297
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.07107675320281
WT,3.0607061433519
WT,3.85045745442773
WT,3.30561254950077
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,2.80867767514924
WT,3.70881952959783
WT,3.87298334620742
WT,3.87298334620742
WT,2.44869492628716
WT,1.90051398590078
WT,3.70806406651244
WT,1.58502973759991
WT,2.14679894933707
WT,2.99540555601069
WT,3.87298334620742
WT,3.87298334620742
WT,3.526876308432
WT,1.97486684403027
WT,3.03326026732236
WT,3.87298334620742
WT,0.835839466626229
WT,0.794567080647151
WT,3.72056347783405
WT,3.50831264968262
WT,3.87298334620742
WT,3.87298334620742
WT,1.82226210311399
WT,3.87298334620742
WT,1.77699987512811
WT,2.67643701764466
WT,2.55973638573027
WT,3.64233592714705
WT,2.63899331455874
WT,3.05015144687578
WT,2.19576421828366
WT,3.87298334620742
WT,2.2041578778672
WT,3.87298334620742
WT,2.91363483527188
WT,2.88575285616504
WT,3.47298340253531
WT,1.95631108446491
WT,2.72069836665048
WT,2.73235475711687
WT,3.87298334620742
WT,2.7804603518547
WT,2.96300429865347
WT,3.87298334620742
WT,3.87298334620742
WT,3.60555127546399
WT,2.75555729633104
WT,2.73597868567837
WT,2.03918248210773
WT,3.87298334620742
WT,3.87298334620742
WT,2.66462425905003
WT,3.11766199922922
WT,3.00517185375054
WT,2.013633644765
WT,0.649815861329939
WT,2.9211699928255
WT,2.37275383813444
WT,2.46613686929682
WT,2.09030223877914
WT,2.69661143539815
WT,3.87298334620742
WT,2.64980264840024
WT,3.37155527602101
WT,2.91049517141966
WT,3.5105862539736
WT,3.87298334620742
WT,3.87298334620742
WT,2.05660378564632
WT,2.36830164309939
WT,2.93385456703843
WT,3.40771383297543
WT,2.45391475073974
WT,1.69415018173155
WT,3.0486527158606
WT,1.92832400966327
WT,3.87298334620742
WT,2.24761146490361
WT,2.76366271517158
WT,1.97038097908414
WT,3.87298334620742
WT,2.95370975218603
WT,3.87298334620742
WT,1.96762704202369
WT,2.58062442615217
WT,3.80723540537281
WT,2.54635938415071
WT,3.03631446648047
WT,3.87298334620742
WT,2.68885275940267
WT,3.79855093192845
WT,2.42909813239289
WT,3.48469202547323
WT,2.53376859439582
WT,3.67998288752518
WT,2.19905643331557
WT,3.58151064735958
WT,3.87298334620742
WT,2.93106926199729
WT,2.92967355962645
WT,3.87298334620742
WT,2.95546161818578
WT,3.72331116680626
WT,3.87298334620742
WT,3.37976336776821
WT,3.45917512577508
WT,2.84191014778925
WT,1.4458149662222
WT,2.03753494720843
WT,2.65947652851987
WT,3.28745962805421
WT,3.46611419183942
WT,3.10043236789034
WT,2.41126492131931
WT,2.79629221611655
WT,3.4720777946035
WT,3.62415153490879
WT,3.0606179302807
WT,2.39180666931235
WT,3.23099425892847
WT,2.66110118492552
WT,3.87298334620742
WT,1.99502094659792
WT,1.79827941725344
WT,3.77137755677104
WT,2.7619548028416
WT,2.16391767000034
WT,3.87298334620742
WT,3.87298334620742
WT,2.64211128892342
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,2.62351074416553
WT,3.3640582188906
WT,3.87298334620742
WT,1.69367056542025
WT,3.87298334620742
WT,3.79004830057081
WT,3.87298334620742
WT,2.19674372481898
WT,2.07019667802706
WT,2.45517392637392
WT,3.87298334620742
WT,2.97337205462188
WT,2.63899331455874
WT,3.87298334620742
WT,3.87298334620742
WT,2.91281850821633
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,2.63899331455874
WT,2.78758250335283
WT,2.66988387076703
WT,2.63899331455874
WT,2.12541431400513
WT,3.87298334620742
WT,3.61183902612999
WT,3.87298334620742
WT,2.22606314889249
WT,2.84337332825457
WT,3.66992883184444
WT,2.66029034925413
WT,2.74036656043877
WT,2.26643304555859
WT,3.87298334620742
WT,2.12372710197125
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,1.24748502514045
WT,2.94873363866326
WT,3.68661266537033
WT,2.12692489848831
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,2.72340037838568
WT,2.8294479032851
WT,3.86150331855498
WT,3.62905108897291
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.86362608782136
WT,2.88486059193865
WT,2.77953576608734
WT,3.53514518847377
WT,3.87298334620742
WT,3.87298334620742
WT,3.53804776271584
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.52417721927917
WT,3.87298334620742
WT,2.00279333114102
WT,3.87298334620742
WT,2.27164034438276
WT,2.63172738092696
WT,3.87298334620742
WT,2.27192980138819
WT,3.58212683374852
WT,2.65461653123315
WT,2.41566538961115
WT,2.0185111224143
WT,1.24228093959149
WT,3.87298334620742
WT,2.44948974278318
WT,3.55695463311926
WT,3.55037097943589
WT,3.32319894271407
WT,3.87298334620742
WT,3.87298334620742
WT,2.54205695676328
WT,3.87298334620742
WT,3.66023347098638
WT,2.18197790810948
WT,3.83084305102481
WT,3.24315610833576
WT,2.45953255549376
WT,3.87298334620742
WT,2.45724212974479
WT,2.62212667545556
WT,3.87298334620742
WT,3.26714915775057
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.5418417323679
WT,3.71925170432113
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.2649546178104
WT,2.65935284395258
WT,3.87298334620742
WT,3.87298334620742
WT,3.54849203727658
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.08730642754906
WT,1.56733080986178
WT,3.87298334620742
WT,3.87298334620742
WT,3.63561017652575
WT,2.63899331455874
WT,3.44429934645451
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.6335115690153
WT,2.40283496085847
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.72066090497964
WT,3.87298334620742
WT,3.51334107729149
WT,3.19662602531023
WT,3.34229943503985
WT,3.87298334620742
WT,1.90672546391138
WT,2.90896093927679
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.81465395932252
WT,3.54086632586791
WT,1.76493295261928
WT,2.63899331455874
WT,3.87298334620742
WT,3.07966910431204
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,2.63899331455874
WT,3.2777780846507
WT,2.63899331455874
WT,3.87298334620742
WT,3.1396087108337
WT,3.87298334620742
WT,3.77961582539125
WT,3.87298334620742
WT,3.87298334620742
WT,2.71668938868026
WT,2.82912853259944
WT,2.25844800686235
WT,3.87298334620742
WT,3.87298334620742
WT,3.85326713821972
WT,2.09787005427604
WT,2.0416679999759
WT,2.82645884163204
WT,3.78649632408994
WT,2.39992441301984
WT,3.69332927233118
WT,3.87298334620742
WT,3.64876582743975
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.41167463418243
WT,3.66701959759387
WT,3.37749000222518
WT,2.67371657633686
WT,3.67156811686099
WT,3.87298334620742
WT,3.72733676484975
WT,3.74745989687286
WT,3.87298334620742
WT,3.69094301141083
WT,2.49101764346033
WT,2.6626760505176
WT,3.87298334620742
WT,2.56181929325118
WT,3.87298334620742
WT,2.85738018681606
WT,3.87298334620742
WT,3.36621296098994
WT,2.63137712517714
WT,2.94466933707775
WT,3.87298334620742
WT,3.87298334620742
WT,2.95560280156217
WT,3.48953803782338
WT,3.70358176055867
WT,3.19439292025963
WT,2.80427401746096
WT,3.87298334620742
WT,3.2458765050005
WT,3.87298334620742
WT,2.04267085438365
WT,3.87298334620742
WT,2.79012632226211
WT,2.58323540417143
WT,2.88159182199204
WT,2.75056315463552
WT,3.87298334620742
WT,3.52091258011689
WT,3.87298334620742
WT,3.87298334620742
WT,2.05970019369958
WT,3.87298334620742
WT,3.87298334620742
WT,2.96096487979689
WT,3.57556562498433
WT,3.87298334620742
WT,2.51060451099292
WT,3.27425276822176
WT,3.2257401504561
WT,3.75752424642666
WT,3.87298334620742
WT,3.87298334620742
WT,3.08640892678144
WT,3.87298334620742
WT,3.87298334620742
WT,3.34518787986583
WT,3.87298334620742
WT,2.21038872792106
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.81492594791794
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.70281095000389
WT,3.87298334620742
WT,2.28868328710604
WT,2.76674165523968
WT,2.49386696448172
WT,2.63899331455874
WT,3.87298334620742
WT,3.03424253419207
WT,3.23065672226915
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.30584588002939
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.68854604157606
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.69785668161712
WT,3.78952345247415
WT,3.87298334620742
WT,2.63899331455874
WT,3.87298334620742
WT,2.6761696316398
WT,3.87298334620742
WT,3.87298334620742
WT,3.81572690655356
WT,3.34002304906029
WT,3.85705186799789
WT,2.69920623252731
WT,3.17762534961941
WT,2.55710075398624
WT,2.80305955290694
WT,3.87298334620742
WT,3.18818423863549
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.81273463983003
WT,3.87298334620742
WT,3.2637173208944
WT,3.87298334620742
WT,3.87298334620742
WT,3.80894786538708
WT,3.87298334620742
WT,3.87298334620742
WT,3.82205097848626
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,2.9437168930178
WT,3.87298334620742
WT,3.29995041500999
WT,1.71651640581399
WT,2.07019667802706
WT,3.87298334620742
WT,3.87298334620742
WT,3.67998288752518
WT,3.19364116491228
WT,3.69361121754712
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,1.49127092832727
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,2.06711104553438
WT,2.26309319765965
WT,2.63899331455874
WT,0.769917276078009
WT,3.87298334620742
WT,2.89212843385635
WT,3.87298334620742
WT,3.40671605592751
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.30810559236389
WT,3.87298334620742
WT,3.87298334620742
WT,2.97780318122519
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.81024881333691
WT,3.72733676484975
WT,3.14038137808659
WT,3.02958288080094
WT,1.51020072252417
WT,0.649002208192877
WT,0.912549846775515
WT,1.74584478205239
WT,2.08197999182974
WT,3.87298334620742
WT,2.00732733997582
WT,3.87298334620742
WT,3.87298334620742
WT,2.20982711085976
WT,3.1503137043922
WT,3.75240233719178
WT,3.87298334620742
WT,3.45879032482277
WT,2.52996242365433
WT,3.49718754139787
WT,3.81410226571004
WT,0.807019963962722
WT,3.11982891193574
WT,3.87298334620742
WT,3.87298334620742
WT,1.18346452169741
WT,3.69809024160288
WT,3.8691104943658
WT,2.96628326685582
WT,2.88072578582325
WT,2.82228176216198
WT,3.87298334620742
WT,3.87298334620742
WT,2.12972164512508
WT,0.869418192231012
WT,3.87298334620742
WT,2.00796025430971
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,2.29408940756731
WT,2.64639368216004
WT,3.53285289287315
WT,3.87298334620742
WT,2.68500738513775
WT,3.1396087108337
WT,2.57568968842029
WT,3.87298334620742
WT,2.80305955290694
WT,2.42118599583857
WT,3.87298334620742
WT,3.87298334620742
WT,2.75537218771932
WT,2.66556151745796
WT,3.32628019590818
WT,3.32628019590818
WT,2.96687081640975
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,2.51111174166489
WT,3.25682174932221
WT,3.87298334620742
WT,2.66447656072982
WT,3.74120046809452
WT,3.87298334620742
WT,0.426810155454116
WT,2.52346849808238
WT,3.87298334620742
WT,3.38886042793149
WT,3.42926920792577
WT,3.68854604157606
WT,3.28459110813275
WT,2.1315615426747
WT,2.87134021130337
WT,3.87298334620742
WT,3.78073013058402
WT,1.86894733587175
WT,3.87298334620742
WT,2.27984491440695
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,2.48438689804421
WT,3.87298334620742
WT,2.90322148783291
WT,3.87298334620742
WT,2.65559691646123
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.44036048741306
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.38886042793149
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.01330598472242
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.2458765050005
WT,2.63899331455874
WT,3.87298334620742
WT,3.87298334620742
WT,3.11426728369382
WT,3.87298334620742
WT,2.63899331455874
WT,3.87298334620742
WT,1.51951225949309
WT,2.15465517069994
WT,3.87298334620742
WT,2.78176864475347
WT,2.34553833697212
WT,2.35724157578759
WT,3.87298334620742
WT,3.87298334620742
WT,3.68292410545179
WT,3.87298334620742
WT,1.87991338737276
WT,3.04895668056248
WT,2.70998992039086
WT,3.78781061085314
WT,3.87298334620742
WT,3.87298334620742
WT,1.91167631455184
WT,3.87298334620742
WT,2.38048209287028
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,2.35296667723524
WT,3.87298334620742
WT,3.87298334620742
WT,2.48987996220815
WT,2.47755739002903
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,2.19246446633223
WT,2.51485191969106
WT,3.87298334620742
WT,2.33421125630624
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,2.41733322783786
WT,3.87298334620742
WT,3.87298334620742
WT,3.19970236711092
WT,3.87298334620742
WT,2.61334275978645
WT,2.5963069633132
WT,3.87298334620742
WT,1.78120680309253
WT,2.19327619816491
WT,2.54415694770179
WT,2.39681267886753
WT,1.51770732192308
WT,3.87298334620742
WT,3.51003034249539
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,2.70384399317294
WT,3.87298334620742
WT,2.94588345139729
WT,3.87298334620742
WT,3.87298334620742
WT,0.993122593439483
WT,1.90942461817166
WT,0.862955757702921
WT,3.87298334620742
WT,3.24169110572992
WT,1.37606534357731
WT,3.87298334620742
WT,3.43969217005255
WT,2.91890390386528
WT,3.87298334620742
WT,3.87298334620742
WT,3.82608036227767
WT,3.87298334620742
WT,3.47953198823389
WT,1.72299842835337
WT,1.41387642074322
WT,2.54448232679914
WT,3.87298334620742
WT,3.87298334620742
WT,2.97163341593982
WT,2.4525304737103
WT,3.12686075760162
WT,1.75056019480732
WT,1.75973824926023
WT,3.12699653363414
WT,1.51236172793911
WT,1.87652334722785
WT,3.87298334620742
WT,1.49485129252931
WT,3.87298334620742
WT,3.71021755234303
WT,3.87298334620742
WT,3.87298334620742
WT,3.33346926688639
WT,3.35836670214927
WT,3.87298334620742
WT,2.83469609543188
WT,1.83190029054439
WT,2.63516871373004
WT,3.87298334620742
WT,3.2589923991961
WT,2.02616909267116
WT,2.61383490136149
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.08629188290263
WT,2.18672038261549
WT,1.95474402660239
WT,2.47922476116794
WT,3.87298334620742
WT,3.77026845498572
WT,3.87298334620742
WT,3.1396087108337
WT,3.87298334620742
WT,3.69638282875884
WT,2.75766535420898
WT,2.22005993468328
WT,3.25968224185058
WT,3.87298334620742
WT,3.36558562522369
WT,3.87298334620742
WT,2.71010600460813
WT,2.44448689565637
WT,3.87298334620742
WT,3.87298334620742
WT,3.59668325780003
WT,3.87298334620742
WT,3.87298334620742
WT,3.54037648085726
WT,3.6368919707097
WT,2.16574398618415
WT,3.87298334620742
WT,2.68892749598714
WT,1.4142135623731
WT,1.51067773970892
WT,1.34591743609159
WT,2.1380899352994
WT,1.70025790766325
WT,2.5806085109336
WT,2.49383082436413
WT,3.87298334620742
WT,3.12437020750724
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,2.28167151046869
WT,3.87298334620742
WT,3.87298334620742
WT,3.77691790900986
WT,2.22606314889249
WT,3.3561010602115
WT,3.87298334620742
WT,3.09946937441293
WT,3.82297164004217
WT,2.767850111149
WT,3.87298334620742
WT,2.47600208701666
WT,1.67750797355419
WT,2.12833105931572
WT,2.85156383835876
WT,2.76000133068729
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.73688181700809
WT,3.66023347098638
WT,3.084068610114
WT,2.63899331455874
WT,3.87298334620742
WT,3.60277628342116
WT,2.17002122469319
WT,3.87298334620742
WT,2.95991617649316
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.39438586291703
WT,1.14280430985234
WT,3.82660453025385
WT,2.71360326617046
WT,3.87298334620742
WT,2.15119650861521
WT,1.49227167522243
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.0731814857643
WT,2.80305955290694
WT,3.87298334620742
WT,2.6626760505176
WT,3.5225584304925
WT,3.87298334620742
WT,2.50630482884451
WT,1.84729790792814
WT,3.87298334620742
WT,3.87298334620742
WT,2.63899331455874
WT,3.32897617737445
WT,3.0450204509335
WT,2.44612642713414
WT,1.52780523448201
WT,3.47953198823389
WT,1.8738123358068
WT,3.4489258162092
WT,3.17952725716773
WT,2.06635942416639
WT,2.63899331455874
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,2.43681352777989
WT,2.17124059336724
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.50403063775538
WT,2.60343599530242
WT,1.71651640581399
WT,2.78440408221327
WT,3.87298334620742
WT,2.63052211825767
WT,2.02975270990334
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,2.39742335120676
WT,3.87298334620742
WT,3.87298334620742
WT,2.43051173845883
WT,3.87298334620742
WT,1.76137353843315
WT,1.05436376275108
WT,0.884278050422691
WT,3.87298334620742
WT,2.39642677652139
WT,2.27080541141493
WT,3.18307438798717
WT,3.44303655642268
WT,2.3227607746484
WT,2.63899331455874
WT,3.87298334620742
WT,3.57970602200705
WT,3.0148992904248
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.5522489466852
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,2.80305955290694
WT,1.9024657557063
WT,2.17078121663056
WT,2.66425897428528
WT,2.64798684277823
WT,3.87298334620742
WT,3.87298334620742
WT,3.48729556791701
WT,3.80862379795839
WT,3.87298334620742
WT,3.87298334620742
WT,2.2072044120244
WT,3.51334107729149
WT,3.21895451791124
WT,3.87298334620742
WT,2.71463642268353
WT,3.87298334620742
WT,2.77643920098766
WT,3.57611023108183
WT,3.87298334620742
WT,3.87298334620742
WT,2.89248123324351
WT,2.41253660721318
WT,2.63931173981793
WT,2.78713369302682
WT,2.69379249850638
WT,3.78370620188701
WT,3.6514360866853
WT,3.87298334620742
WT,2.32630283195375
WT,3.87298334620742
WT,3.66206305879771
WT,3.44760363650733
WT,2.63899331455874
WT,3.82951898686452
WT,3.35175860024043
WT,2.63899331455874
WT,3.68854604157606
WT,3.87298334620742
WT,3.18294282203142
WT,2.51284358765434
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.06377666766167
WT,2.4183081453186
WT,3.87298334620742
WT,3.18712026191029
WT,2.21072056507459
WT,3.87298334620742
WT,3.87298334620742
WT,2.93198570572427
WT,3.80161480773867
WT,1.73160000042105
WT,1.80994277731172
WT,2.9052079505866
WT,2.21494730211339
WT,3.87298334620742
WT,2.62206630892028
WT,2.40713225940863
WT,1.73595995020963
WT,2.51514246833397
WT,1.78830029059684
WT,1.9215362073481
WT,1.54301742454664
WT,3.54950362748419
WT,3.87298334620742
WT,3.87298334620742
WT,3.19662602531023
WT,3.87298334620742
WT,3.0486336892271
WT,3.87298334620742
WT,3.73461468180064
WT,3.87298334620742
WT,3.87298334620742
WT,1.87104719360938
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,2.04906978474041
WT,1.62945223707389
WT,1.75144895763497
WT,3.11046471264749
WT,2.63158086542818
WT,3.87298334620742
WT,1.7583546891484
WT,3.87298334620742
WT,2.78442931258633
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,1.995336103096
WT,3.07698916711443
WT,2.51674513789452
WT,2.77263412660235
WT,2.63899331455874
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,2.54939398313165
WT,3.87298334620742
WT,3.82996949004073
WT,3.87298334620742
WT,2.40141871766339
WT,3.81669755788644
WT,0.954056787814835
WT,3.87298334620742
WT,3.87298334620742
WT,2.55766132345109
WT,3.87298334620742
WT,3.29174061632136
WT,2.63899331455874
WT,1.937725907106
WT,3.87298334620742
WT,3.87298334620742
WT,3.29888327348868
WT,3.87298334620742
WT,3.77234341457471
WT,2.97595912324306
WT,3.87298334620742
WT,3.87298334620742
WT,3.2137789410305
WT,3.03587057258131
WT,3.72288693206326
WT,3.87298334620742
WT,3.30178523139918
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,2.67483250458456
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.52817447455102
WT,2.98083235892732
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.83547767814271
WT,2.64548945609406
WT,3.21383255991711
WT,3.87298334620742
WT,1.90196347655556
WT,3.87298334620742
WT,3.87298334620742
WT,3.81127439139226
WT,3.87298334620742
WT,2.07505171111691
WT,2.56813138951636
WT,2.66988387076703
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.38886042793149
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,2.56736212831458
WT,3.87298334620742
WT,2.6661338921415
WT,3.87298334620742
WT,2.62055383521256
WT,3.87298334620742
WT,1.09765535370393
WT,1.87113097773581
WT,3.87298334620742
WT,3.87298334620742
WT,3.87298334620742
WT,3.75461138074242
WT,3.87298334620742
WT,3.60411283935625
WT,0.87422289048577
WT,2.86988018545656
WT,1.10566628643959
WT,2.22895804542256
WT,1.57719514964266
WT,1.89751675289071
WT,3.15389784654394
WT,2.38297533108747
WT,3.87298334620742
WT,2.08545257103476
WT,3.87298334620742
WT,3.28061218290777
WT,3.22485231335354
WT,2.69173998457982
WT,3.87298334620742
WT,3.87298334620742
