ARI,Dataset,Fraction
0.4200161,Deng,40
0.3907704,Deng,40
0.437695,Deng,40
0.358473,Deng,40
0.3885668,Deng,40
0.4602604,Deng,40
0.4030684,Deng,40
0.4130539,Deng,40
0.4326482,Deng,40
0.467101,Deng,40
0.4058476,Deng,40
0.4129363,Deng,40
0.3495857,Deng,40
0.3778883,Deng,40
0.3974996,Deng,40
0.4150939,Deng,40
0.4676981,Deng,40
0.4770732,Deng,40
0.3889408,Deng,40
0.3846979,Deng,40
0.4455579,Deng,40
0.4644726,Deng,40
0.4509133,Deng,40
0.3903535,Deng,40
0.4390268,Deng,40
0.3940534,Deng,40
0.4228112,Deng,40
0.3858599,Deng,40
0.4081177,Deng,40
0.4217526,Deng,40
0.4114664,Deng,40
0.4263839,Deng,40
0.3988715,Deng,40
0.4022347,Deng,40
0.4715753,Deng,40
0.406579,Deng,40
0.4123806,Deng,40
0.4546931,Deng,40
0.3894793,Deng,40
0.3996284,Deng,40
0.4571018,Deng,40
0.3874738,Deng,40
0.4118286,Deng,40
0.4282656,Deng,40
0.4161007,Deng,40
0.5137655,Deng,40
0.4575927,Deng,40
0.4352953,Deng,50
0.4745785,Deng,50
0.3997607,Deng,50
0.4317657,Deng,50
0.4804662,Deng,50
0.4842048,Deng,50
0.4772663,Deng,50
0.4473366,Deng,50
0.4631234,Deng,50
0.3815844,Deng,50
0.5050167,Deng,50
0.4462546,Deng,50
0.4012378,Deng,50
0.4520106,Deng,50
0.4013735,Deng,50
0.4459757,Deng,50
0.476598,Deng,50
0.537056,Deng,50
0.495322,Deng,50
0.4703156,Deng,50
0.464147,Deng,50
0.4724234,Deng,50
0.4015692,Deng,50
0.4561114,Deng,50
0.4802361,Deng,50
0.4418615,Deng,50
0.4735429,Deng,50
0.4504886,Deng,50
0.4842924,Deng,50
0.4751574,Deng,50
0.4647672,Deng,50
0.3575255,Deng,50
0.4848797,Deng,50
0.4917543,Deng,50
0.4478717,Deng,50
0.5142272,Deng,50
0.5391835,Deng,50
0.4060543,Deng,50
0.4033176,Deng,50
0.3997115,Deng,50
0.4682996,Deng,50
0.4504523,Deng,50
0.4675938,Deng,50
0.4530605,Deng,50
0.4841627,Deng,50
0.4453673,Deng,50
0.4014961,Deng,50
0.4760636,Deng,50
0.4564688,Deng,50
0.4794793,Deng,50
0.5260366,Deng,50
0.3909753,Deng,50
0.4821603,Deng,50
0.4773519,Deng,50
0.4217863,Deng,50
0.4725905,Deng,50
0.4056925,Deng,50
0.4659284,Deng,50
0.4813917,Deng,50
0.4313224,Deng,50
0.4828124,Deng,50
0.5149002,Deng,50
0.4655723,Deng,50
0.41552,Deng,50
0.4771673,Deng,50
0.4705161,Deng,50
0.45239,Deng,50
0.3945989,Deng,50
0.4971901,Deng,50
0.4738746,Deng,50
0.4815661,Deng,50
0.5056904,Deng,50
0.4025567,Deng,50
0.4735585,Deng,50
0.4634466,Deng,50
0.4721479,Deng,50
0.4955703,Deng,50
0.4232132,Deng,50
0.4171202,Deng,50
0.4726418,Deng,50
0.4791196,Deng,50
0.4659052,Deng,50
0.4391629,Deng,50
0.4756953,Deng,50
0.4990868,Deng,50
0.4454354,Deng,50
0.4800685,Deng,50
0.4635967,Deng,50
0.4039649,Deng,50
0.4520899,Deng,50
0.4650718,Deng,50
0.3919446,Deng,50
0.4222631,Deng,50
0.5173176,Deng,50
0.4751893,Deng,50
0.4009904,Deng,50
0.4287303,Deng,50
0.4737147,Deng,50
0.4974702,Deng,50
0.4877476,Deng,50
0.4089544,Klein,1
0.3702664,Klein,1
0.4896303,Klein,1
0.3018652,Klein,1
0.5277742,Klein,1
0.2736435,Klein,1
0.596972,Klein,1
0.4076517,Klein,1
0.4528991,Klein,1
0.3770488,Klein,1
0.5751543,Klein,1
0.4872467,Klein,1
0.3827078,Klein,1
0.507905,Klein,1
0.4502615,Klein,1
0.4622369,Klein,1
0.4275917,Klein,1
0.4330389,Klein,1
0.4821689,Klein,1
0.3901097,Klein,1
0.6323257,Klein,1
0.5194595,Klein,1
0.6733286,Klein,1
0.4225005,Klein,1
0.6173268,Klein,1
0.493487,Klein,1
0.576074,Klein,1
0.2895721,Klein,1
0.5641601,Klein,1
0.370619,Klein,1
0.4169128,Klein,1
0.3822663,Klein,1
0.5303341,Klein,1
0.468988,Klein,1
0.4955896,Klein,1
0.7167985,Klein,1
0.3572601,Klein,1
0.3228821,Klein,1
0.263086,Klein,1
0.4872639,Klein,1
0.4013494,Klein,1
0.3343892,Klein,1
0.3269541,Klein,1
0.4658085,Klein,1
0.6169421,Klein,1
0.3823811,Klein,1
0.3559524,Klein,1
0.540921,Klein,1
0.3500023,Klein,1
0.4407348,Klein,1
0.3986524,Klein,1
0.2923038,Klein,1
0.4852327,Klein,1
0.3585636,Klein,1
0.3890628,Klein,1
0.5176812,Klein,1
0.4398074,Klein,1
0.3062096,Klein,1
0.347524,Klein,1
0.3701585,Klein,1
0.6415088,Klein,1
0.4248575,Klein,1
0.4741187,Klein,1
0.6501766,Klein,1
0.6399492,Klein,1
0.4435947,Klein,1
0.4474677,Klein,1
0.3993079,Klein,1
0.5473343,Klein,1
0.5538665,Klein,1
0.4864221,Klein,1
0.6474858,Klein,1
0.5850096,Klein,1
0.4282759,Klein,1
0.5513915,Klein,1
0.5201403,Klein,1
0.4161602,Klein,1
0.4354633,Klein,1
0.4002436,Klein,1
0.4449494,Klein,1
0.2914646,Klein,1
0.4793237,Klein,1
0.6338628,Klein,1
0.4522106,Klein,1
0.4916259,Klein,1
0.2870716,Klein,1
0.5146298,Klein,1
0.4547899,Klein,1
0.3453401,Klein,1
0.3604927,Klein,1
0.422099,Klein,1
0.3980425,Klein,1
0.445938,Klein,1
0.3170223,Klein,1
0.491312,Klein,1
0.4829845,Klein,1
0.6501224,Klein,1
0.4126026,Klein,1
0.4484315,Klein,1
0.3812178,Klein,1
0.7736848,Klein,10
0.7522804,Klein,10
0.7916476,Klein,10
0.7906616,Klein,10
0.8327683,Klein,10
0.7816719,Klein,10
0.7908416,Klein,10
0.7770505,Klein,10
0.7740228,Klein,10
0.7719933,Klein,10
0.7829503,Klein,10
0.7973122,Klein,10
0.7902918,Klein,10
0.7779171,Klein,10
0.7171176,Klein,10
0.7511242,Klein,10
0.7714144,Klein,10
0.8460258,Klein,10
0.7658241,Klein,10
0.7698589,Klein,10
0.7798538,Klein,10
0.7842224,Klein,10
0.7764177,Klein,10
0.7694356,Klein,10
0.852227,Klein,10
0.8282125,Klein,10
0.8463775,Klein,10
0.7909191,Klein,10
0.7882874,Klein,10
0.7927641,Klein,10
0.9421699,Klein,10
0.7730378,Klein,10
0.7918165,Klein,10
0.7891134,Klein,10
0.7441719,Klein,10
0.7937101,Klein,10
0.7772989,Klein,10
0.7973729,Klein,10
0.7789816,Klein,10
0.7842422,Klein,10
0.7488386,Klein,10
0.7820655,Klein,10
0.7656678,Klein,10
0.7654738,Klein,10
0.7790704,Klein,10
0.787095,Klein,10
0.77718,Klein,10
0.7753676,Klein,10
0.7677779,Klein,10
0.8037907,Klein,10
0.7825609,Klein,10
0.7748823,Klein,10
0.7603747,Klein,10
0.7636996,Klein,10
0.7827761,Klein,10
0.7775688,Klein,10
0.7806095,Klein,10
0.7644637,Klein,10
0.8222961,Klein,10
0.7746739,Klein,10
0.7759132,Klein,10
0.7767141,Klein,10
0.8201197,Klein,10
0.7818724,Klein,10
0.7684304,Klein,10
0.7666935,Klein,10
0.7772076,Klein,10
0.7878384,Klein,10
0.7890661,Klein,10
0.7803974,Klein,10
0.7371053,Klein,10
0.9287673,Klein,10
0.7108115,Klein,10
0.7847154,Klein,10
0.8620965,Klein,10
0.842895,Klein,10
0.7925485,Klein,10
0.7643147,Klein,10
0.7754343,Klein,10
0.7713716,Klein,10
0.7671019,Klein,10
0.7645637,Klein,10
0.7644263,Klein,10
0.7674055,Klein,10
0.7557517,Klein,10
0.7647892,Klein,10
0.7760727,Klein,10
0.7895482,Klein,10
0.7881082,Klein,10
0.757584,Klein,10
0.7569004,Klein,10
0.7740869,Klein,10
0.8601663,Klein,10
0.777515,Klein,10
0.7750641,Klein,10
0.7426121,Klein,10
0.7814576,Klein,10
0.7633441,Klein,10
0.7796718,Klein,10
0.7763928,Klein,10
0.6928469,Klein,2
0.6403789,Klein,2
0.7320469,Klein,2
0.5387819,Klein,2
0.7392408,Klein,2
0.6707893,Klein,2
0.7355572,Klein,2
0.6365753,Klein,2
0.6625499,Klein,2
0.6150424,Klein,2
0.6231918,Klein,2
0.6266635,Klein,2
0.6298887,Klein,2
0.6953812,Klein,2
0.629467,Klein,2
0.6926031,Klein,2
0.5812692,Klein,2
0.6748961,Klein,2
0.6814602,Klein,2
0.6405114,Klein,2
0.6621954,Klein,2
0.6340966,Klein,2
0.677083,Klein,2
0.6534554,Klein,2
0.5084453,Klein,2
0.659743,Klein,2
0.6717162,Klein,2
0.675335,Klein,2
0.6948782,Klein,2
0.6016832,Klein,2
0.6768211,Klein,2
0.6732545,Klein,2
0.6054341,Klein,2
0.6622814,Klein,2
0.5026364,Klein,2
0.7571368,Klein,2
0.6103278,Klein,2
0.6252439,Klein,2
0.5095061,Klein,2
0.7107199,Klein,2
0.6427815,Klein,2
0.6777388,Klein,2
0.6372876,Klein,2
0.6584904,Klein,2
0.6840409,Klein,2
0.4191961,Klein,2
0.5790313,Klein,2
0.6802174,Klein,2
0.6024954,Klein,2
0.7037155,Klein,2
0.7579013,Klein,2
0.6699133,Klein,2
0.7233143,Klein,2
0.676686,Klein,2
0.6521967,Klein,2
0.6746971,Klein,2
0.6306753,Klein,2
0.60056,Klein,2
0.6643721,Klein,2
0.6659849,Klein,2
0.7325348,Klein,2
0.6765181,Klein,2
0.7875956,Klein,2
0.5876313,Klein,2
0.6609919,Klein,2
0.5940805,Klein,2
0.7025842,Klein,2
0.7067443,Klein,2
0.599105,Klein,2
0.6750148,Klein,2
0.687732,Klein,2
0.6719623,Klein,2
0.6463509,Klein,2
0.7089149,Klein,2
0.719127,Klein,2
0.8485175,Klein,2
0.5960393,Klein,2
0.6992035,Klein,2
0.5988583,Klein,2
0.7038427,Klein,2
0.5095633,Klein,2
0.6364806,Klein,2
0.6901845,Klein,2
0.701511,Klein,2
0.5382827,Klein,2
0.6529335,Klein,2
0.7418416,Klein,2
0.7096859,Klein,2
0.6413342,Klein,2
0.6600523,Klein,2
0.5787287,Klein,2
0.7025164,Klein,2
0.6448319,Klein,2
0.7182864,Klein,2
0.6483466,Klein,2
0.5811839,Klein,2
0.6476338,Klein,2
0.6065766,Klein,2
0.6364851,Klein,2
0.70617,Klein,2
0.8028882,Klein,20
0.8615649,Klein,20
0.9776373,Klein,20
0.7986287,Klein,20
0.8604364,Klein,20
0.7936976,Klein,20
0.8019119,Klein,20
0.8659914,Klein,20
0.7728065,Klein,20
0.7950936,Klein,20
0.8018488,Klein,20
0.7917716,Klein,20
0.7927745,Klein,20
0.7892393,Klein,20
0.7486313,Klein,20
0.8653679,Klein,20
0.7982601,Klein,20
0.8659815,Klein,20
0.7953739,Klein,20
0.7903036,Klein,20
0.7988866,Klein,20
0.863795,Klein,20
0.8028778,Klein,20
0.7936403,Klein,20
0.8642597,Klein,20
0.863795,Klein,20
0.8642694,Klein,20
0.8058431,Klein,20
0.8631245,Klein,20
0.8024167,Klein,20
0.8478503,Klein,20
0.8041225,Klein,20
0.8642694,Klein,20
0.7960069,Klein,20
0.7769854,Klein,20
0.8039413,Klein,20
0.7989599,Klein,20
0.7562872,Klein,20
0.863805,Klein,20
0.8014094,Klein,20
0.8648371,Klein,20
0.7913127,Klein,20
0.796063,Klein,20
0.863771,Klein,20
0.8616135,Klein,20
0.9748028,Klein,20
0.7902558,Klein,20
0.7977796,Klein,20
0.791153,Klein,20
0.8019311,Klein,20
0.7841453,Klein,20
0.8648692,Klein,20
0.8047913,Klein,20
0.8653581,Klein,20
0.8648925,Klein,20
0.8019682,Klein,20
0.7971961,Klein,20
0.8614281,Klein,20
0.9695609,Klein,20
0.7964523,Klein,20
0.7985562,Klein,20
0.8625505,Klein,20
0.8014494,Klein,20
0.8648925,Klein,20
0.80666,Klein,20
0.789386,Klein,20
0.7811795,Klein,20
0.7975462,Klein,20
0.797508,Klein,20
0.8030626,Klein,20
0.7940451,Klein,20
0.7917296,Klein,20
0.9658331,Klein,20
0.7996624,Klein,20
0.806293,Klein,20
0.7607774,Klein,20
0.8039166,Klein,20
0.7926621,Klein,20
0.8648591,Klein,20
0.7988994,Klein,20
0.7947666,Klein,20
0.7987329,Klein,20
0.7817297,Klein,20
0.8623836,Klein,20
0.7979142,Klein,20
0.8005472,Klein,20
0.7906409,Klein,20
0.7982054,Klein,20
0.7697692,Klein,20
0.7568234,Klein,20
0.7974669,Klein,20
0.7592344,Klein,20
0.8659815,Klein,20
0.8058431,Klein,20
0.7564292,Klein,20
0.7557633,Klein,20
0.8048246,Klein,20
0.7852844,Klein,20
0.7951086,Klein,20
0.7981222,Klein,20
0.7192501,Klein,3
0.6952102,Klein,3
0.6980335,Klein,3
0.6488255,Klein,3
0.6576355,Klein,3
0.688109,Klein,3
0.7110586,Klein,3
0.7011514,Klein,3
0.6665646,Klein,3
0.7378104,Klein,3
0.6732336,Klein,3
0.6583581,Klein,3
0.6737517,Klein,3
0.6992042,Klein,3
0.6139469,Klein,3
0.737518,Klein,3
0.6743801,Klein,3
0.6792704,Klein,3
0.7087165,Klein,3
0.7108307,Klein,3
0.6712465,Klein,3
0.6723394,Klein,3
0.71334,Klein,3
0.6370619,Klein,3
0.701439,Klein,3
0.7105162,Klein,3
0.715262,Klein,3
0.6992179,Klein,3
0.7101153,Klein,3
0.6894599,Klein,3
0.6890676,Klein,3
0.6311984,Klein,3
0.6435241,Klein,3
0.6968748,Klein,3
0.7104927,Klein,3
0.7544912,Klein,3
0.6648004,Klein,3
0.704775,Klein,3
0.668799,Klein,3
0.6363852,Klein,3
0.6933496,Klein,3
0.6676645,Klein,3
0.681729,Klein,3
0.6690921,Klein,3
0.6929246,Klein,3
0.6921524,Klein,3
0.7421899,Klein,3
0.731496,Klein,3
0.6599525,Klein,3
0.7349,Klein,3
0.7574585,Klein,3
0.6888633,Klein,3
0.7567771,Klein,3
0.7286582,Klein,3
0.696915,Klein,3
0.7334695,Klein,3
0.6954712,Klein,3
0.6399076,Klein,3
0.7083163,Klein,3
0.7189946,Klein,3
0.7105413,Klein,3
0.7202812,Klein,3
0.6754547,Klein,3
0.6507837,Klein,3
0.6681967,Klein,3
0.6560398,Klein,3
0.7516585,Klein,3
0.7409754,Klein,3
0.702711,Klein,3
0.704129,Klein,3
0.7089838,Klein,3
0.7165836,Klein,3
0.673955,Klein,3
0.6970676,Klein,3
0.7199189,Klein,3
0.7080069,Klein,3
0.7285474,Klein,3
0.707032,Klein,3
0.7155343,Klein,3
0.6843949,Klein,3
0.6136955,Klein,3
0.7278803,Klein,3
0.7327737,Klein,3
0.7232371,Klein,3
0.7115675,Klein,3
0.7288729,Klein,3
0.7148993,Klein,3
0.7435216,Klein,3
0.7146551,Klein,3
0.6656658,Klein,3
0.7059597,Klein,3
0.6805159,Klein,3
0.7283281,Klein,3
0.7235029,Klein,3
0.6735462,Klein,3
0.693503,Klein,3
0.7059111,Klein,3
0.7552823,Klein,3
0.6669597,Klein,3
0.7242514,Klein,3
0.8018242,Klein,30
0.8647556,Klein,30
0.7580506,Klein,30
0.8022176,Klein,30
0.9840777,Klein,30
0.7923919,Klein,30
0.8659815,Klein,30
0.7996512,Klein,30
0.8028198,Klein,30
0.8043432,Klein,30
0.8040732,Klein,30
0.8003617,Klein,30
0.8006882,Klein,30
0.9872535,Klein,30
0.7558268,Klein,30
0.8664577,Klein,30
0.8003637,Klein,30
0.7598685,Klein,30
0.8060486,Klein,30
0.8659815,Klein,30
0.7685902,Klein,30
0.8037891,Klein,30
0.8042914,Klein,30
0.8046543,Klein,30
0.8659815,Klein,30
0.8653679,Klein,30
0.8675587,Klein,30
0.8664577,Klein,30
0.8043494,Klein,30
0.8069254,Klein,30
0.8073365,Klein,30
0.8653679,Klein,30
0.8659815,Klein,30
0.8287718,Klein,30
0.9803086,Klein,30
0.8088084,Klein,30
0.7921822,Klein,30
0.8044186,Klein,30
0.8648925,Klein,30
0.8653679,Klein,30
0.7992492,Klein,30
0.8670815,Klein,30
0.8007189,Klein,30
0.8659914,Klein,30
0.8641241,Klein,30
0.7982054,Klein,30
0.8050818,Klein,30
0.8659914,Klein,30
0.7989549,Klein,30
0.865835,Klein,30
0.8664577,Klein,30
0.803563,Klein,30
0.7614505,Klein,30
0.7989982,Klein,30
0.8003637,Klein,30
0.8057026,Klein,30
0.8017719,Klein,30
0.802501,Klein,30
0.8636228,Klein,30
0.8053936,Klein,30
0.8010481,Klein,30
0.8659815,Klein,30
0.8670815,Klein,30
0.977915,Klein,30
0.8047787,Klein,30
0.7941413,Klein,30
0.8659914,Klein,30
0.8648925,Klein,30
0.8003295,Klein,30
0.8670815,Klein,30
0.8028198,Klein,30
0.8664577,Klein,30
0.8653345,Klein,30
0.8664577,Klein,30
0.8653679,Klein,30
0.7629886,Klein,30
0.8068815,Klein,30
0.7989082,Klein,30
0.8659815,Klein,30
0.7996573,Klein,30
0.9835508,Klein,30
0.8021926,Klein,30
0.8010481,Klein,30
0.7975462,Klein,30
0.8670815,Klein,30
0.8028675,Klein,30
0.7624554,Klein,30
0.7989082,Klein,30
0.8030123,Klein,30
0.9840777,Klein,30
0.8653581,Klein,30
0.8028778,Klein,30
0.809664,Klein,30
0.8039265,Klein,30
0.7713834,Klein,30
0.8036936,Klein,30
0.8059351,Klein,30
0.9853391,Klein,30
0.7982386,Klein,30
0.8019047,Klein,30
0.8021845,Klein,40
0.8663134,Klein,40
0.8659815,Klein,40
0.8653581,Klein,40
0.9853439,Klein,40
0.9828161,Klein,40
0.9865034,Klein,40
0.9858694,Klein,40
0.8039166,Klein,40
0.8069848,Klein,40
0.8659815,Klein,40
0.9852369,Klein,40
0.9853427,Klein,40
0.9891779,Klein,40
0.797856,Klein,40
0.8664577,Klein,40
0.8047128,Klein,40
0.980937,Klein,40
0.808509,Klein,40
0.8664577,Klein,40
0.987776,Klein,40
0.8659914,Klein,40
0.8681828,Klein,40
0.7884096,Klein,40
0.8653581,Klein,40
0.8658449,Klein,40
0.8669355,Klein,40
0.8065778,Klein,40
0.8653679,Klein,40
0.8039166,Klein,40
0.8681828,Klein,40
0.8681828,Klein,40
0.8659815,Klein,40
0.7993599,Klein,40
0.8046575,Klein,40
0.8033246,Klein,40
0.8062043,Klein,40
0.8007452,Klein,40
0.8664577,Klein,40
0.8653679,Klein,40
0.9896962,Klein,40
0.8013758,Klein,40
0.8653581,Klein,40
0.8670815,Klein,40
0.8664577,Klein,40
0.7984993,Klein,40
0.8050249,Klein,40
0.8659815,Klein,40
0.8014094,Klein,40
0.8021529,Klein,40
0.8664577,Klein,40
0.9884146,Klein,40
0.8036936,Klein,40
0.9878935,Klein,40
0.9829185,Klein,40
0.8026811,Klein,40
0.8648925,Klein,40
0.802501,Klein,40
0.8647455,Klein,40
0.8014096,Klein,40
0.8010481,Klein,40
0.8659815,Klein,40
0.8664577,Klein,40
0.9858694,Klein,40
0.9846058,Klein,40
0.7985509,Klein,40
0.8647455,Klein,40
0.8066926,Klein,40
0.8010481,Klein,40
0.8659914,Klein,40
0.9858694,Klein,40
0.8664577,Klein,40
0.8664577,Klein,40
