EE50.SLX.8966.N701_N508.bam,EE50.SLX.8966.N708_N508.bam,EE50.SLX.8966.N710_N508.bam,CC97.SLX.8969.N710_N505.bam,CC97.SLX.8969.N707_N505.bam,CC97.SLX.8969.N706_N505.bam,CC97.SLX.8969.N706_N503.bam,CC97.SLX.8969.N705_N507.bam,CC97.SLX.8969.N703_N508.bam,CC97.SLX.8969.N703_N507.bam,CC97.SLX.8969.N702_N505.bam,CC97.SLX.8969.N701_N503.bam,CC97.SLX.8969.N702_N504.bam,CC97.SLX.8969.N711_N503.bam,CC97.SLX.8969.N709_N506.bam,CC97.SLX.8969.N709_N501.bam,CC97.SLX.8969.N703_N501.bam,CC97.SLX.8969.N705_N505.bam,EE50.SLX.8966.N704_N505.bam,CC97.SLX.8969.N712_N503.bam,CC97.SLX.8969.N712_N505.bam,CC97.SLX.8969.N711_N504.bam,CC97.SLX.8969.N709_N508.bam,CC97.SLX.8969.N706_N504.bam,CC97.SLX.8969.N706_N502.bam,CC97.SLX.8969.N701_N507.bam,CC97.SLX.8969.N704_N503.bam,CC97.SLX.8969.N711_N501.bam,CC97.SLX.8969.N708_N508.bam,CC97.SLX.8969.N702_N502.bam,CC97.SLX.8969.N706_N506.bam,CC97.SLX.8969.N711_N507.bam,CC97.SLX.8969.N711_N506.bam,CC97.SLX.8969.N710_N502.bam,CC97.SLX.8969.N709_N504.bam,CC97.SLX.8969.N708_N507.bam,CC97.SLX.8969.N708_N506.bam,CC97.SLX.8969.N707_N508.bam,CC97.SLX.8969.N707_N503.bam,CC97.SLX.8969.N705_N508.bam,CC97.SLX.8969.N702_N507.bam,CC97.SLX.8969.N703_N502.bam,CC97.SLX.8969.N712_N506.bam,CC97.SLX.8969.N702_N503.bam,CC97.SLX.8969.N707_N507.bam,CC97.SLX.8969.N711_N502.bam,CC97.SLX.8969.N710_N507.bam,CC97.SLX.8969.N710_N506.bam,CC97.SLX.8969.N710_N504.bam,CC97.SLX.8969.N710_N501.bam,CC97.SLX.8969.N709_N503.bam,CC97.SLX.8969.N708_N504.bam,CC97.SLX.8969.N708_N501.bam,CC97.SLX.8969.N707_N506.bam,CC97.SLX.8969.N705_N504.bam,CC97.SLX.8969.N705_N501.bam,CC97.SLX.8969.N704_N508.bam,CC97.SLX.8969.N704_N505.bam,CC97.SLX.8969.N704_N504.bam,CC97.SLX.8969.N704_N502.bam,CC97.SLX.8969.N702_N506.bam,CC97.SLX.8969.N702_N508.bam,CC97.SLX.8969.N707_N504.bam,CC97.SLX.8969.N703_N504.bam,CC97.SLX.8969.N706_N507.bam,CC97.SLX.8969.N707_N502.bam,CC97.SLX.8969.N703_N503.bam,CC97.SLX.8969.N712_N507.bam,CC97.SLX.8969.N711_N508.bam,CC97.SLX.8969.N709_N507.bam,CC97.SLX.8969.N709_N502.bam,CC97.SLX.8969.N708_N505.bam,CC97.SLX.8969.N708_N503.bam,CC97.SLX.8969.N708_N502.bam,CC97.SLX.8969.N706_N501.bam,CC97.SLX.8969.N704_N506.bam,CC97.SLX.8969.N701_N506.bam,CC97.SLX.8969.N703_N505.bam,CC97.SLX.8969.N701_N505.bam,EE50.SLX.8966.N709_N507.bam,EE50.SLX.8966.N707_N504.bam,EE50.SLX.8966.N702_N501.bam,EE50.SLX.8966.N707_N503.bam,CC97.SLX.8969.N703_N506.bam,CC97.SLX.8969.N705_N503.bam,CC97.SLX.8969.N712_N504.bam,CC97.SLX.8969.N711_N505.bam,CC97.SLX.8969.N710_N508.bam,CC97.SLX.8969.N710_N503.bam,CC97.SLX.8969.N706_N508.bam,CC97.SLX.8969.N701_N508.bam,CC97.SLX.8969.N705_N502.bam,CC97.SLX.8969.N701_N502.bam,CC97.SLX.8969.N705_N506.bam,CC97.SLX.8969.N704_N507.bam,EE50.SLX.8966.N712_N508.bam,EE50.SLX.8966.N704_N502.bam,EE50.SLX.8966.N707_N508.bam,CC97.SLX.8969.N701_N504.bam,CC97.SLX.8969.N712_N502.bam,EE50.SLX.8966.N701_N507.bam,EE50.SLX.8966.N712_N504.bam,EE50.SLX.8966.N712_N502.bam,EE50.SLX.8966.N710_N506.bam,EE50.SLX.8966.N710_N502.bam,EE50.SLX.8966.N709_N508.bam,EE50.SLX.8966.N709_N506.bam,EE50.SLX.8966.N709_N504.bam,EE50.SLX.8966.N709_N502.bam,EE50.SLX.8966.N708_N506.bam,EE50.SLX.8966.N708_N505.bam,EE50.SLX.8966.N707_N507.bam,EE50.SLX.8966.N707_N502.bam,EE50.SLX.8966.N706_N507.bam,EE50.SLX.8966.N706_N506.bam,EE50.SLX.8966.N705_N505.bam,EE50.SLX.8966.N705_N504.bam,EE50.SLX.8966.N705_N502.bam,EE50.SLX.8966.N705_N501.bam,EE50.SLX.8966.N704_N507.bam,EE50.SLX.8966.N704_N506.bam,EE50.SLX.8966.N704_N504.bam,EE50.SLX.8966.N701_N505.bam,EE50.SLX.8966.N703_N502.bam,EE50.SLX.8966.N702_N506.bam,EE50.SLX.8966.N712_N505.bam,EE50.SLX.8966.N705_N507.bam,EE50.SLX.8966.N711_N507.bam,EE50.SLX.8966.N711_N502.bam,EE50.SLX.8966.N710_N507.bam,EE50.SLX.8966.N709_N501.bam,EE50.SLX.8966.N707_N501.bam,EE50.SLX.8966.N706_N501.bam,EE50.SLX.8966.N705_N506.bam,EE50.SLX.8966.N704_N508.bam,EE50.SLX.8966.N703_N507.bam,EE50.SLX.8966.N703_N501.bam,EE50.SLX.8966.N702_N504.bam,EE50.SLX.8966.N701_N504.bam,EE50.SLX.8966.N702_N502.bam
10.4220647661728,10.8986013874039,0,0,0,0,1,0,1.58496250072116,0,1,0,6.52356195605701,0,0,0,0,0,1,9.3037807481771,0,0,0,0,0,0,0,1,0,1,0,6.64385618977472,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1.58496250072116,0,1,0,0,1,0,0,0,0,7.07681559705083,0,0,0,0,0,8.05528243550119,0,1,2.32192809488736,0,8.68650052718322,0,0,1,0,0,0,0,1,0,1,0,0,1,1.58496250072116,0,0,3,10.9417812422785,11.3674147512468,10.7481928495895,11.0901124196643,10.0056245491939,9.5018371849023,8.29462074889163,7.38370429247405,11.3003525603282,8.72451385311995,9.62388149001346,10.5225815312548,12.4486325677306,9.7714894695006,10.0389189892923,10.8525295094042,9.55074678538324,8.8008998999203,8.93073733756289,8.5077946401987,10.298062567719,1,10.7219536128014,1,0,2,0,0,1,6.76818432477693,0,0,6.7279204545632,1,0,0,0,0,0
5.39231742277876,5.32192809488736,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2.58496250072116,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58496250072116,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.3072008091408,9.39446269461032,5.58496250072116,11.6653359171852,10.7756102807595,0,10.2312211807112,11.5915223465707,9.19475685442225,12.2796105810525,11.1623913287569,13.146250445886,11.3128829552844,10.1861142395416,11.3264294871223,3.90689059560852,12.7176764230664,9.04984854945056,7.3037807481771,9.73470962022584,12.4160057805593,2.32192809488736,10.8864586957037,1,0,10.5313814605163,1,0,1,7.70043971814109,0,0,6.70043971814109,0,0,0,0,0,1.58496250072116
0,0,0,0,0,0,1,0,1.58496250072116,0,1.58496250072116,0,0,0,0,0,0,0,1.58496250072116,1.58496250072116,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,9.7714894695006,5.24792751344359,11.5102696708982,9.85330955540367,7.65105169117893,6.16992500144231,9.75988818322183,0,6.55458885167764,10.4645457503339,9.86573327085176,7.06608919045777,8.14974711950468,8.14974711950468,8.49185309632967,0,8.06069593168755,8.64745842645492,6.52356195605701,10.6653359171852,6.06608919045777,9.25738784269265,1,7.66533591718518,0,0,0,1.58496250072116,2.32192809488736,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,7.49185309632967,0,0,0,0,0,1,7.13955135239879,0,9.35314682549808,8.37503943134693,4.32192809488736,3,8.27146302790437,0,5.93073733756289,9.71596199025514,9.06877827798541,3,6.28540221886225,6.39231742277876,4.24792751344359,0,7.03342300153745,7.38370429247405,3,8.62935662007961,4.32192809488736,6.75488750216347,1,3.16992500144231,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.8073549220576,2,0,2.32192809488736,0,0,1,0,1,0,1,0,8.05528243550119,0,0,4.39231742277876,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.70043971814109,0,0,0,0,0,0,0,1,0,5.04439411935845,0,0,0,0,10.3531468254981,0,3.8073549220576,6.90689059560852,0,0,0,0,0,2.8073549220576,0,7.49984588708321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.15987133677839,0,0,0,1,0,8.57364718749332,0,0,0,0,0,0,6.10852445677817,10.2946207488916,10.0834793273318,7.876516946565,9.56033283421244,9.49185309632967,4.39231742277876,0,7.93663793900257,4.16992500144231,6.06608919045777,9.85330955540367,8.59245703726808,8.73470962022584,10.3309168781146,6.61470984411521,9.74819284958946,1,0,5.97727992349992,10.7846348455575,0,8.72451385311995,9.12412131182919,1,0,9.3037807481771,0,0,1,5.49185309632967,0,0,2.8073549220576,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.74146698640115,2.58496250072116,9.50581155391959,9.5980525001616,0,8.37068740680722,2.32192809488736,4,1.58496250072116,9.93957921431469,9.46147944728616,0,7.65105169117893,3,8.67948009950545,9.67771964164101,4,0,9.07414146275251,1.58496250072116,8.44294349584873,0,6.90689059560852,7.62205181945638,0,4.16992500144231,0,0,0,0,0,0,5.35755200461808,0,0,0,0,0,0
0,0,0,0,0,0,8.06069593168755,0,1,0,1,0,9.95128471496697,0,0,0,8.7515440590891,0,0,1,7.7279204545632,0,0,0,0,9.50382573799575,0,0,0,0,0,0,7.7279204545632,0,0,0,0,0,0,0,0,0,0,0,6.90689059560852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35755200461808,0,0,2.32192809488736,0,0,7.5077946401987,0,0,0,0,3.4594316186373,6.5077946401987,0,0,9.62570884306447,0,0,0,0,0,0,0,7.11894107272351,0,0,0,0,0,0,0,8.97727992349992,2.58496250072116,0,6.74146698640115,10.5137275959524,10.4115109880121,6.4757334309664,10.403012023575,10.4398308839814,0,0,10.567005370247,13.6486946209181,0,11.1959872980285,11.6179265567988,11.0848083878044,5.90689059560852,10.3772105303886,12.8093662078161,9.90237511448603,10.6829945836817,12.2500022678404,6.64385618977472,10.0498485494506,0,7.74146698640115,5.90689059560852,4.39231742277876,0,9.06069593168755,8.12412131182919,0,0,8.76155123244448,0,0,0,0,7.5077946401987,0
0,0,0,0,0,0,1,0,1.58496250072116,0,1.58496250072116,0,0,0,0,0,0,0,1.58496250072116,1.58496250072116,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1.58496250072116,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,8.35755200461808,6.58496250072116,7.94251450533924,0,5.8073549220576,1,9.21916852046216,8.13442632022093,0,0,9.65463602852797,8.56224242422107,7.88264304936184,1.58496250072116,0,8.96289600533726,10.3083390301394,0,8.6582114827518,8.55842071326866,7.99435343685886,3.32192809488736,1.58496250072116,4.08746284125034,1,0,5.97727992349992,0,0,1.58496250072116,6.5077946401987,0,0,6.2667865406949,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.08746284125034,10.5478585060584,0,0,9.81057163474115,10.7431513941125,0,0,0,12.1366707623418,2.32192809488736,11.2508905357233,0,11.6193029554157,10.2526654324502,10.5410966153495,0,10.6017707884077,12.745884369142,1,1,4.90689059560852,10.791162888555,12.3823538336645,0,0,2,1,0,1,6.88264304936184,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58496250072116,0,0,7.84549005094437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.16992500144231,7.68650052718322,6.55458885167764,0,5.90689059560852,9.0389189892923,0,5.35755200461808,0,9.98156728190301,8.39231742277876,1,0,9.91288933622996,10.1996723448364,0,10.393390457444,6.20945336562895,7.16992500144231,1,0,0,8.2045711442492,0,7.94836723158468,0,0,0,0,0,4.39231742277876,0,0,7.06608919045777,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.12928301694497,7.56224242422107,7.84549005094437,7.85798099512757,3.4594316186373,8.09275714091985,7.57742882803575,7.21916852046216,7.64385618977472,9.04712391211403,7.09803208296053,9.09011241966429,7.21916852046216,9.00562454919388
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8073549220576,7.65821148275179,0,8.57364718749332,8.13442632022093,10.4210128557792,9.45532722030456,7.02236781302845,7.57742882803575,11.0707918094231,8.69696752623429,9.60177078840771,10.4460494067166,9.10590850857116,0,11.0874628412503,9.77807712953536
8.10328780841202,0,12.1743015444676,5.58496250072116,6.4757334309664,6.95419631038687,6.85798099512757,0,5.35755200461808,5.52356195605701,5.8073549220576,6.79441586635011,7.92481250360578,0,6.4093909361377,6.37503943134692,6.7279204545632,7.08746284125034,5.78135971352466,6.62935662007961,6.32192809488736,7.4093909361377,5.83289001416474,0,6.28540221886225,7.32192809488736,7.79441586635011,7.03342300153745,0,7.39231742277876,6.85798099512757,6.88264304936184,5.64385618977472,5.83289001416474,0,7.69348695749933,5,7.78135971352466,7.38370429247405,7.06608919045777,7.36632221424582,0,0,0,4.70043971814109,6.08746284125034,6.98868468677217,7.4757334309664,5.90689059560852,5.6724253419715,6,0,6.37503943134692,6.2667865406949,8.1548181090521,7.31288295528436,8.25738784269265,7.28540221886225,5.20945336562895,6.94251450533924,6.82017896241519,5.83289001416474,0,8.05528243550119,5.55458885167764,7.09803208296053,7.36632221424582,6.12928301694497,6.85798099512757,5.55458885167764,7.33985000288462,6,6.20945336562895,0,0,6.83289001416474,0,7.10852445677817,7.35755200461808,5.90689059560852,9.01122725542325,3.16992500144231,7.59245703726808,6.8073549220576,6.4594316186373,5.7279204545632,7.49185309632967,1,5.95419631038687,7.7279204545632,8.04439411935845,7.78790255939143,0,5.78135971352466,6.22881869049588,0,0,0,7.09803208296053,0,0,7.8073549220576,0,8.49585502688717,1.58496250072116,7.88264304936184,7.16992500144231,8.16992500144231,10.0525680508042,8.84549005094438,4.16992500144231,8.92777796208234,8.9915218460757,0,6.24792751344359,8.08746284125034,8.2045711442492,6.71424551766612,6.64385618977472,0,3,8.86727873970966,0,7.88874324889826,6.70043971814109,8.8073549220576,8.15987133677839,8.07146236255662,9.45738087907253,8.76487159073609,8.2240016741981,9.76487159073609,9.49585502688717,8.49984588708321,9.403012023575,9.74146698640115,9.1873520732005,10.6366246205436,10.8320988460391,8.48381577726426
0,0,0,7.75488750216347,0,0,5.83289001416474,0,7.95419631038687,5.8073549220576,0,0,8.91288933622996,0,7.11894107272351,0,0,1,0,0,8.29462074889163,0,7.83289001416474,0,0,0,0,0,0,0,10.129283016945,8.36632221424582,6.39231742277876,6.4594316186373,0,0,0,6.91886323727459,0,0,0,0,1,0,0,0,0,0,0,7.04439411935845,0,0,0,1,0,0,1,0,0,0,0,0,3.32192809488736,0,0,2,0,0,0,0,0,5.85798099512757,0,0,0,4.52356195605701,6.52356195605701,7.4594316186373,0,0,0,0,0,0,0,5.78135971352466,5.12928301694497,8.56985560833095,0,0,0,0,0,0,0,0,9.97154355395077,7.48381577726426,8.4093909361377,0,0,0,0,0,0,0,0,0,0,11.6247954558602,8.90388184573618,0,12.1318569606088,0,10.7219536128014,0,0,0,0,0,0,0,0,0,9.08214904135387,9.66711154207503,8,8.28540221886225,6.71424551766612,9.55458885167764,8.4262647547021,7.64385618977472,8.6582114827518,9.73978060977326,6.16992500144231,10.2854022188622,10.8494051009478,7.74819284958946,5.4262647547021,6.16992500144231
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.61470984411521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.88264304936184,8.81698362325538,6.78135971352466,7.62205181945638,10.5821419816588,0,6.22881869049588,3.8073549220576,11.2179576978641,6.33985000288462,9.85798099512757,9.97584796800678,5.78135971352466,0,9.59432460392485,0
0,0,10.8328900141647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.16992500144231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2807707701306,7.16992500144231,8.13955135239879,8.51963625284321,6.39231742277876,9.14974711950468,7.40087943628218,8.08214904135387,9.28771237954945,9.65284497300198,10.6591039634737,0,9.07414146275251,9.80896417491926
0,0,9.84705734609134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1.58496250072116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.74146698640115,6.4262647547021,7.54689445988764,8.03342300153745,5.16992500144231,8.4797802640291,6.55458885167764,6.02236781302845,8.3037807481771,8.67948009950545,9.58871463558226,0,8.19475685442225,8.55074678538324
0,0,0,7.25738784269265,0,0,1,5.97727992349992,0,0,0,7.45121111183233,0,0,9.467605550083,2.8073549220576,0,5.20945336562895,4.8073549220576,0,0,5.49185309632967,0,6.5077946401987,0,0,4.08746284125034,0,8.37937836707126,0,8.09803208296053,2.8073549220576,7.37503943134692,0,5.32192809488736,0,0,0,9,0,6.82017896241519,4.70043971814109,0,0,7.75488750216347,0,0,0,0,0,0,0,0,0,0,6.90689059560852,0,0,0,6.74146698640115,0,0,0,0,0,0,0,0,0,0,0,0,7.89481776330794,8.80413102118332,0,0,4.70043971814109,0,1,11.3415188232452,10.4563544151083,7.28540221886225,0,0,6.12928301694497,0,0,4.52356195605701,3.90689059560852,0,0,8.2045711442492,0,5.75488750216347,10.3094763538411,0,0,0,4.58496250072116,0,0,0,0,0,0,0,0,0,0,0,0,1,8.30833903013941,0,0,0,0,0,0,0,0,0,0,0,10.8392037880969,3.70043971814109,8.98868468677217,9.27379559921426,0,8.73131903102506,8.7515440590891,7.62205181945638,7.62935662007961,6.82017896241519,9.34429590791582,9.88874324889826,8.75488750216347,0,10.1573469353628,9.90538700501813
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9915218460757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.13442632022093,0,9.19475685442225,8.8073549220576,8.97441458980553,9.88874324889826,7.53915881110803,10.6375305515253,9.87958324961278,5.4594316186373,0,5.83289001416474,0,0,6.70043971814109,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.71424551766612,0,3.16992500144231,3.32192809488736,0,6.56985560833095,0,0,0,0,0,9.09275714091985,0,0,10.3014961949825,0,0,0,0,0,0,0,0,0,8.07146236255662,1.58496250072116,2.32192809488736,0,4.8073549220576,0,0,0,0,1,0,0,0,3.32192809488736,5.88264304936184,8.02790599656988,0,0,0,0,7.78135971352466,0,0,0,0,1,0,0,0,0,0,0,5.28540221886225,5.64385618977472,9.17990909001493,0,0,0,0,8.59618975614441,0,7.85174904141606,0,0,3,0,0,0,8.60362634498619,0,0,0,11.1548181090521,0,0,0,6.16992500144231,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.7764330324447,0,0,0,0,4.64385618977472,0,0,0,0,10.0028150156071,5.49185309632967,7.4178525148859,10.3014961949825,6.35755200461808,8.16992500144231,10.3185428097027,9.46147944728616,8.23840473932508,10.1318569606088,10.6952282914958,0,8.68650052718322,4.52356195605701
