Dataset,ARI,nstart
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
Biase,0.94826285886671,1000
