ARI,Dataset,Fraction
0.9802258,Klein,40
0.9809104,Klein,40
0.9793568,Klein,40
0.9852622,Klein,40
0.9793934,Klein,40
0.9908334,Klein,40
0.9801145,Klein,40
0.983701,Klein,40
0.9834473,Klein,40
0.9820086,Klein,40
0.9808025,Klein,40
0.9792999,Klein,40
0.9853068,Klein,40
0.9820533,Klein,40
0.9731633,Klein,40
0.9812648,Klein,40
0.9844893,Klein,40
0.9853017,Klein,40
0.9829372,Klein,40
0.9777291,Klein,40
0.9837203,Klein,40
0.9828656,Klein,40
0.9799312,Klein,40
0.9776599,Klein,40
0.9897705,Klein,40
0.9813036,Klein,40
0.9797244,Klein,40
0.9859253,Klein,40
0.9778902,Klein,40
0.9805305,Klein,40
0.9843461,Klein,40
0.9861931,Klein,50
0.9890442,Klein,50
0.986367,Klein,50
0.9770331,Klein,50
0.9890066,Klein,50
0.9699033,Klein,50
0.9824783,Klein,50
0.9861165,Klein,50
0.9833817,Klein,50
0.9848279,Klein,50
0.9823731,Klein,50
0.9924738,Klein,50
0.9781337,Klein,50
0.9790815,Klein,50
0.9811812,Klein,50
0.9797342,Klein,50
0.9802024,Klein,50
0.9811094,Klein,50
0.9803993,Klein,50
0.9857636,Klein,50
0.9868202,Klein,50
0.9924125,Klein,50
0.9804851,Klein,50
0.9750264,Klein,50
0.9769112,Klein,50
0.9894574,Klein,50
0.9837956,Klein,50
0.990348,Klein,50
0.9834672,Klein,50
0.9850399,Klein,50
0.9905527,Klein,50
0.9921909,Klein,50
0.976552,Klein,50
0.9883011,Klein,50
0.9842902,Klein,50
0.973394,Klein,50
0.9854465,Klein,50
0.9809933,Klein,50
0.9748891,Klein,50
0.981466,Klein,50
0.9809177,Klein,50
0.9891361,Klein,50
0.9745306,Klein,50
0.9869973,Klein,50
0.987394,Klein,50
0.980709,Klein,50
0.9834397,Klein,50
0.9843984,Klein,50
0.9810486,Klein,50
0.9874588,Klein,50
0.9828825,Klein,50
0.9846245,Klein,50
0.9782045,Klein,50
0.9773372,Klein,50
0.9829971,Klein,50
0.9812495,Klein,50
0.9830255,Klein,50
0.9854355,Klein,50
0.978794,Klein,50
0.9847751,Klein,50
0.9873715,Klein,50
0.9808256,Klein,50
0.9854305,Klein,50
0.9841438,Klein,50
0.9782735,Klein,50
0.9856589,Klein,50
0.9791853,Klein,50
0.9825391,Klein,50
0.9864049,Klein,50
0.9838194,Klein,50
0.9795296,Klein,50
0.9855645,Klein,50
0.9900721,Klein,50
0.9791968,Klein,50
0.9890355,Klein,50
0.9811708,Klein,50
0.9894463,Klein,50
0.9863843,Klein,50
0.9780736,Klein,50
0.9815437,Klein,50
0.9810972,Klein,50
0.9873181,Klein,50
0.9833226,Klein,50
0.9824555,Klein,50
0.9798588,Klein,50
0.9840066,Klein,50
0.9888159,Klein,50
0.9807607,Klein,50
0.979645,Klein,50
0.986294,Klein,50
0.9884978,Klein,50
0.9844669,Klein,50
0.9783674,Klein,50
0.991376,Klein,50
0.9804331,Klein,50
0.9837553,Klein,50
0.9805614,Klein,50
0.9806826,Klein,50
0.9805694,Klein,50
0.9849825,Klein,50
0.9736775,Kolodziejczyk,10
1,Kolodziejczyk,10
0.9958736,Kolodziejczyk,10
0.9783446,Kolodziejczyk,10
0.9912116,Kolodziejczyk,10
0.9823811,Kolodziejczyk,10
0.9954548,Kolodziejczyk,10
0.9181333,Kolodziejczyk,10
0.9910935,Kolodziejczyk,10
0.9782023,Kolodziejczyk,10
0.9775965,Kolodziejczyk,10
0.9955668,Kolodziejczyk,10
0.9955866,Kolodziejczyk,10
0.9954548,Kolodziejczyk,10
1,Kolodziejczyk,10
0.9559308,Kolodziejczyk,10
0.9566392,Kolodziejczyk,10
0.9824849,Kolodziejczyk,10
0.9865885,Kolodziejczyk,10
0.9915707,Kolodziejczyk,10
0.9955797,Kolodziejczyk,10
0.9955473,Kolodziejczyk,10
0.9866571,Kolodziejczyk,10
1,Kolodziejczyk,10
0.995591,Kolodziejczyk,10
0.969006,Kolodziejczyk,10
0.9733646,Kolodziejczyk,10
0.9955437,Kolodziejczyk,10
0.9774663,Kolodziejczyk,10
0.9778711,Kolodziejczyk,10
0.9910987,Kolodziejczyk,10
0.9955606,Kolodziejczyk,10
0.7996978,Kolodziejczyk,10
0.9570355,Kolodziejczyk,10
0.9606307,Kolodziejczyk,10
0.9689183,Kolodziejczyk,10
0.9865312,Kolodziejczyk,10
0.9911985,Kolodziejczyk,10
1,Kolodziejczyk,10
0.9875219,Kolodziejczyk,10
0.9911779,Kolodziejczyk,10
0.986836,Kolodziejczyk,10
0.9910287,Kolodziejczyk,10
0.9734017,Kolodziejczyk,10
0.9731583,Kolodziejczyk,10
0.9955831,Kolodziejczyk,10
0.8183526,Kolodziejczyk,10
0.9691721,Kolodziejczyk,10
1,Kolodziejczyk,10
0.6571997,Kolodziejczyk,10
0.9433741,Kolodziejczyk,10
0.9689479,Kolodziejczyk,10
0.9821165,Kolodziejczyk,10
0.8818503,Kolodziejczyk,10
0.9736193,Kolodziejczyk,10
0.9821835,Kolodziejczyk,10
0.9735212,Kolodziejczyk,10
0.9316098,Kolodziejczyk,10
0.9911274,Kolodziejczyk,10
0.9955185,Kolodziejczyk,10
0.9954902,Kolodziejczyk,10
0.9955776,Kolodziejczyk,10
0.991145,Kolodziejczyk,10
1,Kolodziejczyk,10
1,Kolodziejczyk,10
0.9911788,Kolodziejczyk,10
0.8985974,Kolodziejczyk,10
0.995528,Kolodziejczyk,10
0.9955767,Kolodziejczyk,10
0.9954566,Kolodziejczyk,10
0.9870463,Kolodziejczyk,10
0.9268728,Kolodziejczyk,10
0.928368,Kolodziejczyk,10
0.9778116,Kolodziejczyk,10
0.9910599,Kolodziejczyk,10
0.8694183,Kolodziejczyk,10
0.9522714,Kolodziejczyk,10
1,Kolodziejczyk,10
0.9695474,Kolodziejczyk,10
0.9912185,Kolodziejczyk,10
0.9911779,Kolodziejczyk,10
0.9910935,Kolodziejczyk,10
0.5961803,Kolodziejczyk,10
0.9910406,Kolodziejczyk,10
0.9866678,Kolodziejczyk,10
0.9912385,Kolodziejczyk,10
0.9955633,Kolodziejczyk,10
0.9189143,Kolodziejczyk,10
0.911049,Kolodziejczyk,10
0.9910987,Kolodziejczyk,10
0.9912048,Kolodziejczyk,10
0.9697799,Kolodziejczyk,10
0.9652156,Kolodziejczyk,10
0.9693362,Kolodziejczyk,10
0.9781846,Kolodziejczyk,10
0.9915286,Kolodziejczyk,10
0.9828796,Kolodziejczyk,10
0.9695474,Kolodziejczyk,10
1,Kolodziejczyk,10
0.9867157,Kolodziejczyk,10
0.994981,Kolodziejczyk,20
1,Kolodziejczyk,20
1,Kolodziejczyk,20
1,Kolodziejczyk,20
0.9950214,Kolodziejczyk,20
1,Kolodziejczyk,20
0.9896645,Kolodziejczyk,20
1,Kolodziejczyk,20
0.9898087,Kolodziejczyk,20
0.9950984,Kolodziejczyk,20
0.9846552,Kolodziejczyk,20
1,Kolodziejczyk,20
1,Kolodziejczyk,20
1,Kolodziejczyk,20
1,Kolodziejczyk,20
1,Kolodziejczyk,20
0.9950302,Kolodziejczyk,20
0.9950129,Kolodziejczyk,20
1,Kolodziejczyk,20
1,Kolodziejczyk,20
0.9850999,Kolodziejczyk,20
1,Kolodziejczyk,20
0.9949706,Kolodziejczyk,20
1,Kolodziejczyk,20
1,Kolodziejczyk,20
0.9949372,Kolodziejczyk,20
0.994955,Kolodziejczyk,20
0.9949004,Kolodziejczyk,20
0.9949049,Kolodziejczyk,20
0.9950195,Kolodziejczyk,20
1,Kolodziejczyk,20
0.9898605,Kolodziejczyk,20
0.9949538,Kolodziejczyk,20
0.9850725,Kolodziejczyk,20
0.9949876,Kolodziejczyk,20
0.9846141,Kolodziejczyk,20
0.9752174,Kolodziejczyk,20
1,Kolodziejczyk,20
1,Kolodziejczyk,20
0.9949718,Kolodziejczyk,20
1,Kolodziejczyk,20
1,Kolodziejczyk,20
1,Kolodziejczyk,20
0.9900326,Kolodziejczyk,20
0.9949068,Kolodziejczyk,20
1,Kolodziejczyk,20
0.9899182,Kolodziejczyk,20
0.9752391,Kolodziejczyk,20
1,Kolodziejczyk,20
0.9948378,Kolodziejczyk,20
1,Kolodziejczyk,20
1,Kolodziejczyk,20
1,Kolodziejczyk,20
0.9950695,Kolodziejczyk,20
0.9950631,Kolodziejczyk,20
0.9949411,Kolodziejczyk,20
1,Kolodziejczyk,20
0.9949248,Kolodziejczyk,20
0.9949449,Kolodziejczyk,20
0.9949764,Kolodziejczyk,20
0.9949212,Kolodziejczyk,20
1,Kolodziejczyk,20
0.9951119,Kolodziejczyk,20
1,Kolodziejczyk,20
0.9950291,Kolodziejczyk,20
1,Kolodziejczyk,20
0.9949081,Kolodziejczyk,20
0.9950259,Kolodziejczyk,20
0.9949292,Kolodziejczyk,20
1,Kolodziejczyk,20
0.9948245,Kolodziejczyk,20
1,Kolodziejczyk,20
0.9900833,Kolodziejczyk,20
0.9950121,Kolodziejczyk,20
0.9949337,Kolodziejczyk,20
1,Kolodziejczyk,20
1,Kolodziejczyk,20
0.9849256,Kolodziejczyk,20
0.9850842,Kolodziejczyk,20
0.9848755,Kolodziejczyk,20
0.9898421,Kolodziejczyk,20
1,Kolodziejczyk,20
0.9948855,Kolodziejczyk,20
1,Kolodziejczyk,20
1,Kolodziejczyk,20
0.9950772,Kolodziejczyk,20
1,Kolodziejczyk,20
1,Kolodziejczyk,20
1,Kolodziejczyk,20
0.9949187,Kolodziejczyk,20
1,Kolodziejczyk,20
1,Kolodziejczyk,20
1,Kolodziejczyk,20
1,Kolodziejczyk,20
1,Kolodziejczyk,20
0.9949372,Kolodziejczyk,20
1,Kolodziejczyk,20
0.9950555,Kolodziejczyk,20
1,Kolodziejczyk,20
1,Kolodziejczyk,20
1,Kolodziejczyk,30
1,Kolodziejczyk,30
1,Kolodziejczyk,30
1,Kolodziejczyk,30
1,Kolodziejczyk,30
1,Kolodziejczyk,30
1,Kolodziejczyk,30
1,Kolodziejczyk,30
0.9942026,Kolodziejczyk,30
1,Kolodziejczyk,30
0.9941859,Kolodziejczyk,30
1,Kolodziejczyk,30
0.9941447,Kolodziejczyk,30
1,Kolodziejczyk,30
1,Kolodziejczyk,30
1,Kolodziejczyk,30
0.9942209,Kolodziejczyk,30
1,Kolodziejczyk,30
1,Kolodziejczyk,30
1,Kolodziejczyk,30
0.9886205,Kolodziejczyk,30
0.9943092,Kolodziejczyk,30
1,Kolodziejczyk,30
1,Kolodziejczyk,30
1,Kolodziejczyk,30
0.9941714,Kolodziejczyk,30
1,Kolodziejczyk,30
0.9941831,Kolodziejczyk,30
1,Kolodziejczyk,30
1,Kolodziejczyk,30
1,Kolodziejczyk,30
1,Kolodziejczyk,30
0.9941607,Kolodziejczyk,30
1,Kolodziejczyk,30
0.9942698,Kolodziejczyk,30
1,Kolodziejczyk,30
0.9887911,Kolodziejczyk,30
0.9944712,Kolodziejczyk,30
0.9943141,Kolodziejczyk,30
1,Kolodziejczyk,30
1,Kolodziejczyk,30
1,Kolodziejczyk,30
1,Kolodziejczyk,30
0.9887478,Kolodziejczyk,30
1,Kolodziejczyk,30
1,Kolodziejczyk,30
1,Kolodziejczyk,30
1,Kolodziejczyk,30
1,Kolodziejczyk,30
0.9942209,Kolodziejczyk,30
1,Kolodziejczyk,30
1,Kolodziejczyk,30
1,Kolodziejczyk,30
1,Kolodziejczyk,30
1,Kolodziejczyk,30
1,Kolodziejczyk,30
1,Kolodziejczyk,30
1,Kolodziejczyk,30
0.994166,Kolodziejczyk,30
1,Kolodziejczyk,30
1,Kolodziejczyk,30
1,Kolodziejczyk,30
1,Kolodziejczyk,30
1,Kolodziejczyk,30
1,Kolodziejczyk,30
1,Kolodziejczyk,30
0.9940805,Kolodziejczyk,30
1,Kolodziejczyk,30
1,Kolodziejczyk,30
1,Kolodziejczyk,30
0.9941275,Kolodziejczyk,30
1,Kolodziejczyk,30
1,Kolodziejczyk,30
1,Kolodziejczyk,30
0.994227,Kolodziejczyk,30
1,Kolodziejczyk,30
1,Kolodziejczyk,30
0.9942795,Kolodziejczyk,30
1,Kolodziejczyk,30
0.9884453,Kolodziejczyk,30
1,Kolodziejczyk,30
1,Kolodziejczyk,30
0.9884347,Kolodziejczyk,30
1,Kolodziejczyk,30
1,Kolodziejczyk,30
0.9944064,Kolodziejczyk,30
1,Kolodziejczyk,30
1,Kolodziejczyk,30
1,Kolodziejczyk,30
1,Kolodziejczyk,30
1,Kolodziejczyk,30
1,Kolodziejczyk,30
0.994233,Kolodziejczyk,30
0.9941166,Kolodziejczyk,30
1,Kolodziejczyk,30
1,Kolodziejczyk,30
1,Kolodziejczyk,30
0.9942753,Kolodziejczyk,30
1,Kolodziejczyk,30
1,Kolodziejczyk,30
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
0.993311,Kolodziejczyk,40
1,Kolodziejczyk,40
0.993188,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
0.9933838,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
0.9931495,Kolodziejczyk,40
1,Kolodziejczyk,40
0.9933035,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
0.9929924,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
0.9932801,Kolodziejczyk,40
1,Kolodziejczyk,40
0.9933784,Kolodziejczyk,40
0.9931453,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,40
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
0.9918068,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
1,Kolodziejczyk,50
0.6232983,Macosko,1
0.5743523,Macosko,1
0.5886314,Macosko,1
0.6098139,Macosko,1
0.6052135,Macosko,1
0.5501998,Macosko,1
0.6290324,Macosko,1
0.5929751,Macosko,1
0.6522983,Macosko,1
0.6287218,Macosko,1
0.6013917,Macosko,1
0.5906053,Macosko,1
0.589064,Macosko,1
0.6001009,Macosko,1
0.6321675,Macosko,1
0.6314616,Macosko,1
0.6469437,Macosko,1
0.5979936,Macosko,1
0.6626117,Macosko,1
0.6197006,Macosko,1
0.5434004,Macosko,1
0.6447847,Macosko,1
0.6867062,Macosko,1
0.6608759,Macosko,1
0.5311004,Macosko,1
0.6186187,Macosko,1
0.4714757,Macosko,1
0.6231359,Macosko,1
0.5432153,Macosko,1
0.6452529,Macosko,1
0.6729316,Macosko,1
0.5637727,Macosko,1
0.6249472,Macosko,1
0.6263759,Macosko,1
0.5215793,Macosko,1
0.7236752,Macosko,1
0.662945,Macosko,1
0.6591976,Macosko,1
0.612023,Macosko,1
0.5991733,Macosko,1
0.574613,Macosko,1
0.6603354,Macosko,1
0.6267874,Macosko,1
0.4918105,Macosko,1
0.5950027,Macosko,1
0.6380773,Macosko,1
0.5867071,Macosko,1
0.6483078,Macosko,1
0.5947633,Macosko,1
0.5988653,Macosko,1
0.6741256,Macosko,1
0.6541234,Macosko,1
0.6255955,Macosko,1
0.6330202,Macosko,1
0.6235029,Macosko,1
0.6573067,Macosko,1
0.6202452,Macosko,1
0.5980847,Macosko,1
0.5472213,Macosko,1
0.6529529,Macosko,1
0.6821068,Macosko,1
0.6493918,Macosko,1
0.647444,Macosko,1
0.6259229,Macosko,1
0.6245284,Macosko,1
0.5926201,Macosko,1
0.5454131,Macosko,1
0.5828769,Macosko,1
0.5779929,Macosko,1
0.6187828,Macosko,1
0.5726981,Macosko,1
0.5421848,Macosko,1
0.6570616,Macosko,1
0.5771074,Macosko,1
0.7090886,Macosko,1
0.6047401,Macosko,1
0.5969142,Macosko,1
0.618791,Macosko,1
0.6411285,Macosko,1
0.4938597,Macosko,1
0.6641948,Macosko,1
0.714903,Macosko,1
0.6549533,Macosko,1
0.6094549,Macosko,1
0.6632463,Macosko,1
0.6793466,Macosko,1
0.669797,Macosko,1
0.6631844,Macosko,1
0.623319,Macosko,1
0.5178311,Macosko,1
0.6161131,Macosko,1
0.541465,Macosko,1
0.492828,Macosko,1
0.6278989,Macosko,1
0.6777728,Macosko,1
0.683382,Macosko,1
0.6407073,Macosko,1
0.5640234,Macosko,1
0.5772637,Macosko,1
0.6223819,Macosko,1
0.7573463,Macosko,2
0.7676036,Macosko,2
0.7189487,Macosko,2
0.7096221,Macosko,2
0.7258221,Macosko,2
0.7193789,Macosko,2
0.7112593,Macosko,2
0.7591341,Macosko,2
0.7665726,Macosko,2
0.7257892,Macosko,2
0.674629,Macosko,2
0.7236209,Macosko,2
0.6559531,Macosko,2
0.7168199,Macosko,2
0.6869379,Macosko,2
0.7334991,Macosko,2
0.7225369,Macosko,2
0.7505396,Macosko,2
0.6783885,Macosko,2
0.7329097,Macosko,2
0.759433,Macosko,2
0.7414472,Macosko,2
0.6906625,Macosko,2
0.7507589,Macosko,2
0.676362,Macosko,2
0.6780404,Macosko,2
0.7671734,Macosko,2
0.7544133,Macosko,2
0.7364704,Macosko,2
0.7642595,Macosko,2
0.777646,Macosko,2
0.7604033,Macosko,2
0.6478148,Macosko,2
0.6619553,Macosko,2
0.7443797,Macosko,2
0.7538242,Macosko,2
0.7223367,Macosko,2
0.7635673,Macosko,2
0.7118016,Macosko,2
0.7100036,Macosko,2
0.7380963,Macosko,2
0.7574112,Macosko,2
0.6844402,Macosko,2
0.7259726,Macosko,2
0.7404499,Macosko,2
0.7147813,Macosko,2
0.6801279,Macosko,2
0.7065124,Macosko,2
0.6871603,Macosko,2
0.7058471,Macosko,2
0.7726532,Macosko,2
0.7595135,Macosko,2
0.7044036,Macosko,2
0.6705232,Macosko,2
0.768363,Macosko,2
0.7139621,Macosko,2
0.7235271,Macosko,2
0.7137987,Macosko,2
0.6798005,Macosko,2
0.6584131,Macosko,2
0.7759407,Macosko,2
0.7769889,Macosko,2
0.687517,Macosko,2
0.7327025,Macosko,2
0.6534407,Macosko,2
0.7448105,Macosko,2
0.705892,Macosko,2
0.7192114,Macosko,2
0.7231418,Macosko,2
0.7371706,Macosko,2
0.7425187,Macosko,2
0.7481256,Macosko,2
0.7630079,Macosko,2
0.7328041,Macosko,2
0.7273457,Macosko,2
0.7198662,Macosko,2
0.7281108,Macosko,2
0.7345693,Macosko,2
0.731074,Macosko,2
0.7407986,Macosko,2
0.7397679,Macosko,2
0.6843686,Macosko,2
0.714419,Macosko,2
0.6975744,Macosko,2
0.6918963,Macosko,2
0.7789476,Macosko,2
0.6726393,Macosko,2
0.6871836,Macosko,2
0.7761267,Macosko,2
0.7787154,Macosko,2
0.7759451,Macosko,2
0.7288201,Macosko,2
0.7609754,Macosko,2
0.6953126,Macosko,2
0.8073032,Macosko,2
0.70597,Macosko,2
0.7501381,Macosko,2
0.7141914,Macosko,2
0.7069381,Macosko,2
0.6867754,Macosko,2
0.7636159,Macosko,3
0.7704935,Macosko,3
0.7831471,Macosko,3
0.8003483,Macosko,3
0.7643007,Macosko,3
0.7811477,Macosko,3
0.7970199,Macosko,3
0.7703953,Macosko,3
0.7755827,Macosko,3
0.7757937,Macosko,3
0.7431861,Macosko,3
0.8022495,Macosko,3
0.7428871,Macosko,3
0.7461838,Macosko,3
0.7731767,Macosko,3
0.742745,Macosko,3
0.7858198,Macosko,3
0.7738111,Macosko,3
0.7972646,Macosko,3
0.7637691,Macosko,3
0.7703827,Macosko,3
0.81333,Macosko,3
0.7767606,Macosko,3
0.7029271,Macosko,3
0.7888345,Macosko,3
0.8197705,Macosko,3
0.7445574,Macosko,3
0.7768521,Macosko,3
0.7933022,Macosko,3
0.8001378,Macosko,3
0.7778365,Macosko,3
0.7804773,Macosko,3
0.7516793,Macosko,3
0.7783203,Macosko,3
0.7749971,Macosko,3
0.7844127,Macosko,3
0.7834384,Macosko,3
0.7399201,Macosko,3
0.7597337,Macosko,3
0.7757975,Macosko,3
0.764052,Macosko,3
0.80227,Macosko,3
0.7615236,Macosko,3
0.7708542,Macosko,3
0.8001018,Macosko,3
0.8009275,Macosko,3
0.7838676,Macosko,3
0.7315028,Macosko,3
0.7512315,Macosko,3
0.7802906,Macosko,3
0.7743201,Macosko,3
0.7822815,Macosko,3
0.7801484,Macosko,3
0.7770794,Macosko,3
0.7888096,Macosko,3
0.7966804,Macosko,3
0.8118506,Macosko,3
0.7797208,Macosko,3
0.7829982,Macosko,3
0.8149436,Macosko,3
0.7876117,Macosko,3
0.7603777,Macosko,3
0.7535629,Macosko,3
0.7711002,Macosko,3
0.7647345,Macosko,3
0.7771621,Macosko,3
0.7411109,Macosko,3
0.7567642,Macosko,3
0.7788599,Macosko,3
0.7843613,Macosko,3
0.7791685,Macosko,3
0.7745914,Macosko,3
0.8094013,Macosko,3
0.7797964,Macosko,3
0.7639904,Macosko,3
0.8394301,Macosko,3
0.7554548,Macosko,3
0.8014017,Macosko,3
0.7629251,Macosko,3
0.8176935,Macosko,3
0.802401,Macosko,3
0.7934612,Macosko,3
0.8091595,Macosko,3
0.8216566,Macosko,3
0.7531467,Macosko,3
0.7869027,Macosko,3
0.7755758,Macosko,3
0.756838,Macosko,3
0.8079468,Macosko,3
0.7872056,Macosko,3
0.8026703,Macosko,3
0.7841419,Macosko,3
0.8227487,Macosko,3
0.8056179,Macosko,3
0.7997996,Macosko,3
0.8092377,Macosko,3
0.7658738,Macosko,3
0.8206556,Macosko,3
0.7937211,Macosko,3
0.7721136,Macosko,3
0.7323143,Patel,10
0.6655845,Patel,10
0.4023252,Patel,10
0.5652605,Patel,10
0.758726,Patel,10
0.8016942,Patel,10
0.7389266,Patel,10
0.7434686,Patel,10
0.6189612,Patel,10
0.6856419,Patel,10
0.7023792,Patel,10
0.8945749,Patel,10
0.8023317,Patel,10
0.7531084,Patel,10
0.6804267,Patel,10
0.8364118,Patel,10
0.6822396,Patel,10
0.7204331,Patel,10
0.8289159,Patel,10
0.5667369,Patel,10
0.8148315,Patel,10
0.6558118,Patel,10
0.6553653,Patel,10
0.5324883,Patel,10
0.6479247,Patel,10
0.6133994,Patel,10
0.7720565,Patel,10
0.8720736,Patel,10
0.7665354,Patel,10
0.6351335,Patel,10
0.7121814,Patel,10
0.6520387,Patel,10
0.6083722,Patel,10
0.7031163,Patel,10
0.7418667,Patel,10
0.6509764,Patel,10
0.7783845,Patel,10
0.7443088,Patel,10
0.4925289,Patel,10
0.6043322,Patel,10
0.5978571,Patel,10
0.7128414,Patel,10
0.6025504,Patel,10
0.6831569,Patel,10
0.7649257,Patel,10
0.6234969,Patel,10
0.5982819,Patel,10
0.8459069,Patel,10
0.657946,Patel,10
0.6658363,Patel,10
0.8176558,Patel,10
0.7425477,Patel,10
0.6827387,Patel,10
0.6059539,Patel,10
0.7186311,Patel,10
0.812106,Patel,10
0.6235306,Patel,10
0.6231541,Patel,10
0.7500059,Patel,10
0.5860472,Patel,10
0.7958199,Patel,10
0.6194297,Patel,10
0.5383379,Patel,10
0.7083098,Patel,10
0.5954397,Patel,10
0.6536056,Patel,10
0.8883231,Patel,10
0.8596371,Patel,10
0.7252496,Patel,10
0.7247738,Patel,10
0.7516519,Patel,10
