ARI,Method,Dataset
0.5371191,Individual,Ting
0.681062,Individual,Ting
0.5878554,Individual,Ting
0.9223675,Individual,Ting
0.8933274,Individual,Ting
0.9223675,Individual,Ting
0.9922172,Individual,Ting
0.9922172,Individual,Ting
0.7898012,Individual,Ting
0.6238738,Individual,Ting
0.8215461,Individual,Ting
0.9922172,Individual,Ting
0.9922172,Individual,Ting
0.6077699,Individual,Ting
0.8933274,Individual,Ting
0.6077699,Individual,Ting
0.8933274,Individual,Ting
0.5371191,Individual,Ting
0.5878554,Individual,Ting
0.5371191,Individual,Ting
0.9922172,Individual,Ting
0.681062,Individual,Ting
0.9922172,Individual,Ting
0.9223675,Individual,Ting
0.6077699,Individual,Ting
0.7258086,Individual,Ting
0.5304641,Individual,Ting
0.9223675,Individual,Ting
0.7450213,Individual,Ting
0.8905742,Individual,Ting
0.9223675,Individual,Ting
0.9922172,Individual,Ting
0.5878554,Individual,Ting
0.9223675,Individual,Ting
0.9223675,Individual,Ting
0.6077699,Individual,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
1,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
1,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
1,Consensus,Ting
1,Consensus,Ting
0.9922172,Consensus,Ting
1,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
1,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
1,Consensus,Ting
0.9922172,Consensus,Ting
1,Consensus,Ting
0.9922172,Consensus,Ting
1,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
1,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.9922172,Consensus,Ting
0.3610871,Individual,Treutlein
0.8290182,Individual,Treutlein
0.5491068,Individual,Treutlein
0.8290182,Individual,Treutlein
0.3610871,Individual,Treutlein
0.5161569,Individual,Treutlein
0.5491068,Individual,Treutlein
0.8290182,Individual,Treutlein
0.3451907,Individual,Treutlein
0.5161569,Individual,Treutlein
0.3009809,Individual,Treutlein
0.3610871,Individual,Treutlein
0.3009809,Individual,Treutlein
0.3451907,Individual,Treutlein
0.8290182,Individual,Treutlein
0.3451907,Individual,Treutlein
0.8290182,Individual,Treutlein
0.3451907,Individual,Treutlein
0.5161569,Individual,Treutlein
0.3009809,Individual,Treutlein
0.8290182,Individual,Treutlein
0.5161569,Individual,Treutlein
0.3009809,Individual,Treutlein
0.3451907,Individual,Treutlein
0.5161569,Individual,Treutlein
0.3610871,Individual,Treutlein
0.8290182,Individual,Treutlein
0.3610871,Individual,Treutlein
0.5491068,Individual,Treutlein
0.8290182,Individual,Treutlein
0.3451907,Individual,Treutlein
0.8290182,Individual,Treutlein
0.3451907,Individual,Treutlein
0.3009809,Individual,Treutlein
0.5161569,Individual,Treutlein
0.5491068,Individual,Treutlein
0.3009809,Individual,Treutlein
0.5161569,Individual,Treutlein
0.8290182,Individual,Treutlein
0.5161569,Individual,Treutlein
0.3610871,Individual,Treutlein
0.5491068,Individual,Treutlein
0.8290182,Individual,Treutlein
0.3009809,Individual,Treutlein
0.3610871,Individual,Treutlein
0.5491068,Individual,Treutlein
0.5491068,Individual,Treutlein
0.8290182,Individual,Treutlein
0.5491068,Individual,Treutlein
0.3009809,Individual,Treutlein
0.3451907,Individual,Treutlein
0.5491068,Individual,Treutlein
0.5161569,Individual,Treutlein
0.5491068,Individual,Treutlein
0.3009809,Individual,Treutlein
0.8290182,Individual,Treutlein
0.3009809,Individual,Treutlein
0.5161569,Individual,Treutlein
0.5161569,Individual,Treutlein
0.3009809,Individual,Treutlein
0.3451907,Individual,Treutlein
0.5491068,Individual,Treutlein
0.3610871,Individual,Treutlein
0.8290182,Individual,Treutlein
0.5161569,Individual,Treutlein
0.5161569,Individual,Treutlein
0.5161569,Individual,Treutlein
0.5491068,Individual,Treutlein
0.8290182,Individual,Treutlein
0.5161569,Individual,Treutlein
0.3610871,Individual,Treutlein
0.3009809,Individual,Treutlein
0.3451907,Individual,Treutlein
0.5161569,Individual,Treutlein
0.3610871,Individual,Treutlein
0.5491068,Individual,Treutlein
0.3009809,Individual,Treutlein
0.3009809,Individual,Treutlein
0.5491068,Individual,Treutlein
0.5161569,Individual,Treutlein
0.8290182,Individual,Treutlein
0.5161569,Individual,Treutlein
0.3610871,Individual,Treutlein
0.3009809,Individual,Treutlein
0.5161569,Individual,Treutlein
0.8290182,Individual,Treutlein
0.5161569,Individual,Treutlein
0.5161569,Individual,Treutlein
0.5161569,Individual,Treutlein
0.5161569,Individual,Treutlein
0.3009809,Individual,Treutlein
0.5491068,Individual,Treutlein
0.5491068,Individual,Treutlein
0.8290182,Individual,Treutlein
0.3009809,Individual,Treutlein
0.3451907,Individual,Treutlein
0.3610871,Individual,Treutlein
0.3610871,Individual,Treutlein
0.5161569,Individual,Treutlein
0.8290182,Individual,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.7055785,Consensus,Treutlein
0.8749061,Individual,Usoskin1
0.8468266,Individual,Usoskin1
0.6784144,Individual,Usoskin1
0.9716016,Individual,Usoskin1
0.8487576,Individual,Usoskin1
0.6784144,Individual,Usoskin1
0.8749061,Individual,Usoskin1
0.9051411,Individual,Usoskin1
0.8748847,Individual,Usoskin1
0.8735116,Individual,Usoskin1
0.8792936,Individual,Usoskin1
0.9310327,Individual,Usoskin1
0.8486766,Individual,Usoskin1
0.8513686,Individual,Usoskin1
0.9188439,Individual,Usoskin1
0.8735116,Individual,Usoskin1
0.8691835,Individual,Usoskin1
0.9051411,Individual,Usoskin1
0.9138279,Individual,Usoskin1
0.6778458,Individual,Usoskin1
0.8449229,Individual,Usoskin1
0.9051411,Individual,Usoskin1
0.9188439,Individual,Usoskin1
0.6789842,Individual,Usoskin1
0.8792936,Individual,Usoskin1
0.8735116,Individual,Usoskin1
0.9346338,Individual,Usoskin1
0.8770283,Individual,Usoskin1
0.6767359,Individual,Usoskin1
0.6795407,Individual,Usoskin1
0.9233433,Individual,Usoskin1
0.8735116,Individual,Usoskin1
0.9063805,Individual,Usoskin1
0.8735116,Individual,Usoskin1
0.6767359,Individual,Usoskin1
0.9009571,Individual,Usoskin1
0.6795407,Individual,Usoskin1
0.8941515,Individual,Usoskin1
0.8487576,Individual,Usoskin1
0.9051411,Individual,Usoskin1
0.8735116,Individual,Usoskin1
0.9034302,Individual,Usoskin1
0.8771359,Individual,Usoskin1
0.8735116,Individual,Usoskin1
0.8749061,Individual,Usoskin1
0.6773163,Individual,Usoskin1
0.8315528,Individual,Usoskin1
0.8748847,Individual,Usoskin1
0.8735116,Individual,Usoskin1
0.6806956,Individual,Usoskin1
0.6806956,Individual,Usoskin1
0.8691835,Individual,Usoskin1
0.8960694,Individual,Usoskin1
0.9048916,Individual,Usoskin1
0.8770465,Individual,Usoskin1
0.8437129,Individual,Usoskin1
0.8713341,Individual,Usoskin1
0.832878,Individual,Usoskin1
0.6806956,Individual,Usoskin1
0.8770283,Individual,Usoskin1
0.8994729,Individual,Usoskin1
0.8494503,Individual,Usoskin1
0.8713341,Individual,Usoskin1
0.8494503,Individual,Usoskin1
0.6789842,Individual,Usoskin1
0.6767359,Individual,Usoskin1
0.6795407,Individual,Usoskin1
0.8862721,Individual,Usoskin1
0.8770465,Individual,Usoskin1
0.8771555,Individual,Usoskin1
0.6767359,Individual,Usoskin1
0.9070967,Individual,Usoskin1
0.9090811,Individual,Usoskin1
0.6818788,Individual,Usoskin1
0.9036804,Individual,Usoskin1
0.8994729,Individual,Usoskin1
0.6795407,Individual,Usoskin1
0.9051411,Individual,Usoskin1
0.9036804,Individual,Usoskin1
0.9034302,Individual,Usoskin1
0.8975375,Individual,Usoskin1
0.9173065,Individual,Usoskin1
0.8771359,Individual,Usoskin1
0.8749061,Individual,Usoskin1
0.8735116,Individual,Usoskin1
0.9048916,Individual,Usoskin1
0.6767359,Individual,Usoskin1
0.8994729,Individual,Usoskin1
0.9032143,Individual,Usoskin1
0.8450053,Individual,Usoskin1
0.8533141,Individual,Usoskin1
0.9070967,Individual,Usoskin1
0.8994729,Individual,Usoskin1
0.9171572,Individual,Usoskin1
0.8495449,Individual,Usoskin1
0.8702117,Individual,Usoskin1
0.6789842,Individual,Usoskin1
0.9254389,Individual,Usoskin1
0.8941515,Individual,Usoskin1
0.9051411,Individual,Usoskin1
0.8165381,Consensus,Usoskin1
0.9256013,Consensus,Usoskin1
0.9379722,Consensus,Usoskin1
0.923288,Consensus,Usoskin1
0.9262032,Consensus,Usoskin1
0.8394285,Consensus,Usoskin1
0.9048575,Consensus,Usoskin1
0.9123021,Consensus,Usoskin1
0.9382298,Consensus,Usoskin1
0.9143389,Consensus,Usoskin1
0.8136585,Consensus,Usoskin1
0.9206223,Consensus,Usoskin1
0.9226908,Consensus,Usoskin1
0.9126357,Consensus,Usoskin1
0.9018277,Consensus,Usoskin1
0.9154149,Consensus,Usoskin1
0.9261588,Consensus,Usoskin1
0.9406771,Consensus,Usoskin1
0.923597,Consensus,Usoskin1
0.923288,Consensus,Usoskin1
0.9123947,Consensus,Usoskin1
0.9233791,Consensus,Usoskin1
0.9205297,Consensus,Usoskin1
0.8198235,Consensus,Usoskin1
0.8394285,Consensus,Usoskin1
0.9254602,Consensus,Usoskin1
0.8200697,Consensus,Usoskin1
0.9273381,Consensus,Usoskin1
0.9289886,Consensus,Usoskin1
0.8313804,Consensus,Usoskin1
0.9408299,Consensus,Usoskin1
0.8631459,Consensus,Usoskin1
0.9206223,Consensus,Usoskin1
0.9210377,Consensus,Usoskin1
0.9317865,Consensus,Usoskin1
0.8345307,Consensus,Usoskin1
0.8394285,Consensus,Usoskin1
0.9018277,Consensus,Usoskin1
0.9484433,Consensus,Usoskin1
0.9615866,Consensus,Usoskin1
0.8425367,Consensus,Usoskin1
0.8258825,Consensus,Usoskin1
0.8413016,Consensus,Usoskin1
0.9070807,Consensus,Usoskin1
0.9205297,Consensus,Usoskin1
0.9252878,Consensus,Usoskin1
0.9206223,Consensus,Usoskin1
0.8410635,Consensus,Usoskin1
0.9318756,Consensus,Usoskin1
0.9182249,Consensus,Usoskin1
0.9575797,Consensus,Usoskin1
0.923597,Consensus,Usoskin1
0.9293986,Consensus,Usoskin1
0.9156146,Consensus,Usoskin1
0.9293696,Consensus,Usoskin1
0.9254602,Consensus,Usoskin1
0.9406771,Consensus,Usoskin1
0.9232002,Consensus,Usoskin1
0.8814617,Consensus,Usoskin1
0.9206223,Consensus,Usoskin1
0.9297085,Consensus,Usoskin1
0.9206223,Consensus,Usoskin1
0.9026381,Consensus,Usoskin1
0.9233791,Consensus,Usoskin1
0.9206223,Consensus,Usoskin1
0.9344703,Consensus,Usoskin1
0.9269139,Consensus,Usoskin1
0.9317865,Consensus,Usoskin1
0.9162359,Consensus,Usoskin1
0.9233791,Consensus,Usoskin1
0.9233791,Consensus,Usoskin1
0.9096366,Consensus,Usoskin1
0.82011,Consensus,Usoskin1
0.9487785,Consensus,Usoskin1
0.9018277,Consensus,Usoskin1
0.9576217,Consensus,Usoskin1
0.9123021,Consensus,Usoskin1
0.9317865,Consensus,Usoskin1
0.9254602,Consensus,Usoskin1
0.9402056,Consensus,Usoskin1
0.8425367,Consensus,Usoskin1
0.8200697,Consensus,Usoskin1
0.8200697,Consensus,Usoskin1
0.8134448,Consensus,Usoskin1
0.9303288,Consensus,Usoskin1
0.9262032,Consensus,Usoskin1
0.9206223,Consensus,Usoskin1
0.9096366,Consensus,Usoskin1
0.9232002,Consensus,Usoskin1
0.9317865,Consensus,Usoskin1
0.9160052,Consensus,Usoskin1
0.9317865,Consensus,Usoskin1
0.9123021,Consensus,Usoskin1
0.9280835,Consensus,Usoskin1
0.9205297,Consensus,Usoskin1
0.9293986,Consensus,Usoskin1
0.9206214,Consensus,Usoskin1
0.9465927,Consensus,Usoskin1
0.9070098,Consensus,Usoskin1
0.9312213,Consensus,Usoskin1
0.5299418,Individual,Usoskin2
0.8223514,Individual,Usoskin2
0.8434217,Individual,Usoskin2
0.4656462,Individual,Usoskin2
0.5235781,Individual,Usoskin2
0.8852942,Individual,Usoskin2
0.8934249,Individual,Usoskin2
0.8966492,Individual,Usoskin2
0.5036064,Individual,Usoskin2
0.6333169,Individual,Usoskin2
0.6198655,Individual,Usoskin2
0.6311056,Individual,Usoskin2
0.8637384,Individual,Usoskin2
0.6692042,Individual,Usoskin2
0.8042537,Individual,Usoskin2
0.4949014,Individual,Usoskin2
0.9054947,Individual,Usoskin2
0.6692827,Individual,Usoskin2
0.8652222,Individual,Usoskin2
0.6712878,Individual,Usoskin2
0.7668192,Individual,Usoskin2
0.8868704,Individual,Usoskin2
0.8193121,Individual,Usoskin2
0.8364687,Individual,Usoskin2
0.8955466,Individual,Usoskin2
0.8675257,Individual,Usoskin2
0.8633609,Individual,Usoskin2
0.8007527,Individual,Usoskin2
0.8940759,Individual,Usoskin2
0.8284821,Individual,Usoskin2
0.8386346,Individual,Usoskin2
0.8717809,Individual,Usoskin2
0.6713717,Individual,Usoskin2
0.6352833,Individual,Usoskin2
0.8852942,Individual,Usoskin2
0.7845905,Individual,Usoskin2
0.8255435,Individual,Usoskin2
0.8226684,Individual,Usoskin2
0.8766123,Individual,Usoskin2
0.6301865,Individual,Usoskin2
0.8643329,Individual,Usoskin2
0.839804,Individual,Usoskin2
0.6167366,Individual,Usoskin2
0.8735593,Individual,Usoskin2
0.8414302,Individual,Usoskin2
0.8840283,Individual,Usoskin2
0.8021437,Individual,Usoskin2
0.8234217,Individual,Usoskin2
0.5063914,Individual,Usoskin2
0.8411043,Individual,Usoskin2
0.5373256,Individual,Usoskin2
0.8204528,Individual,Usoskin2
0.8953265,Individual,Usoskin2
0.8860652,Individual,Usoskin2
0.8381048,Individual,Usoskin2
0.8858268,Individual,Usoskin2
0.7807572,Individual,Usoskin2
0.4882742,Individual,Usoskin2
0.6692873,Individual,Usoskin2
0.8334643,Individual,Usoskin2
0.8794076,Individual,Usoskin2
0.784163,Individual,Usoskin2
0.8709677,Individual,Usoskin2
0.8952159,Individual,Usoskin2
0.781936,Individual,Usoskin2
0.8208874,Individual,Usoskin2
0.8859812,Individual,Usoskin2
0.9135014,Individual,Usoskin2
0.6683975,Individual,Usoskin2
0.6681906,Individual,Usoskin2
0.6352833,Individual,Usoskin2
0.8410648,Individual,Usoskin2
0.6714816,Individual,Usoskin2
0.6683975,Individual,Usoskin2
0.8405155,Individual,Usoskin2
0.8059732,Individual,Usoskin2
0.8185998,Individual,Usoskin2
0.772477,Individual,Usoskin2
0.9003231,Individual,Usoskin2
0.5060643,Individual,Usoskin2
0.9097167,Individual,Usoskin2
0.8663984,Individual,Usoskin2
0.6353965,Individual,Usoskin2
0.8230722,Individual,Usoskin2
0.8191141,Individual,Usoskin2
0.8894708,Individual,Usoskin2
0.5057467,Individual,Usoskin2
0.8693346,Individual,Usoskin2
0.7795499,Individual,Usoskin2
0.6290725,Individual,Usoskin2
0.8839192,Individual,Usoskin2
0.8824301,Individual,Usoskin2
0.8301764,Individual,Usoskin2
0.6682875,Individual,Usoskin2
0.8781039,Individual,Usoskin2
0.9032203,Individual,Usoskin2
0.8352249,Individual,Usoskin2
0.8415534,Individual,Usoskin2
0.6290725,Individual,Usoskin2
0.5053156,Individual,Usoskin2
0.8827467,Consensus,Usoskin2
0.8799101,Consensus,Usoskin2
0.8698579,Consensus,Usoskin2
0.9019275,Consensus,Usoskin2
0.8726094,Consensus,Usoskin2
0.8757594,Consensus,Usoskin2
0.8990172,Consensus,Usoskin2
0.8916503,Consensus,Usoskin2
0.8797796,Consensus,Usoskin2
0.8735686,Consensus,Usoskin2
0.8956381,Consensus,Usoskin2
0.9019139,Consensus,Usoskin2
0.8745841,Consensus,Usoskin2
0.8712139,Consensus,Usoskin2
0.9082301,Consensus,Usoskin2
0.8799101,Consensus,Usoskin2
0.9030444,Consensus,Usoskin2
0.910917,Consensus,Usoskin2
0.8312934,Consensus,Usoskin2
0.8267965,Consensus,Usoskin2
0.894955,Consensus,Usoskin2
0.903294,Consensus,Usoskin2
0.8952274,Consensus,Usoskin2
0.8968952,Consensus,Usoskin2
0.8997005,Consensus,Usoskin2
0.9095437,Consensus,Usoskin2
0.8800508,Consensus,Usoskin2
0.8884245,Consensus,Usoskin2
0.9014271,Consensus,Usoskin2
0.8735395,Consensus,Usoskin2
0.8999024,Consensus,Usoskin2
0.9076448,Consensus,Usoskin2
0.8997405,Consensus,Usoskin2
0.8835825,Consensus,Usoskin2
0.904521,Consensus,Usoskin2
0.8942503,Consensus,Usoskin2
0.9003882,Consensus,Usoskin2
0.8944548,Consensus,Usoskin2
0.8876642,Consensus,Usoskin2
0.8929993,Consensus,Usoskin2
0.8975431,Consensus,Usoskin2
0.886526,Consensus,Usoskin2
0.8727761,Consensus,Usoskin2
0.8989889,Consensus,Usoskin2
0.911578,Consensus,Usoskin2
0.900432,Consensus,Usoskin2
0.882659,Consensus,Usoskin2
0.9132216,Consensus,Usoskin2
0.8754678,Consensus,Usoskin2
0.8714435,Consensus,Usoskin2
0.9032325,Consensus,Usoskin2
0.8990172,Consensus,Usoskin2
0.9026204,Consensus,Usoskin2
0.882659,Consensus,Usoskin2
0.8943271,Consensus,Usoskin2
0.8415594,Consensus,Usoskin2
0.8159835,Consensus,Usoskin2
0.9052932,Consensus,Usoskin2
0.8969802,Consensus,Usoskin2
0.9078045,Consensus,Usoskin2
0.8960099,Consensus,Usoskin2
0.8723155,Consensus,Usoskin2
0.8975438,Consensus,Usoskin2
0.9112429,Consensus,Usoskin2
0.9047086,Consensus,Usoskin2
0.9011417,Consensus,Usoskin2
0.7025081,Consensus,Usoskin2
0.9073675,Consensus,Usoskin2
0.8996768,Consensus,Usoskin2
0.9022377,Consensus,Usoskin2
0.8969203,Consensus,Usoskin2
0.8414141,Consensus,Usoskin2
0.9090176,Consensus,Usoskin2
0.8950179,Consensus,Usoskin2
0.8816327,Consensus,Usoskin2
0.8828025,Consensus,Usoskin2
0.8736452,Consensus,Usoskin2
0.8966013,Consensus,Usoskin2
0.8948418,Consensus,Usoskin2
0.883446,Consensus,Usoskin2
0.8756119,Consensus,Usoskin2
0.8851132,Consensus,Usoskin2
0.868017,Consensus,Usoskin2
0.8977629,Consensus,Usoskin2
0.906852,Consensus,Usoskin2
0.902592,Consensus,Usoskin2
0.9059624,Consensus,Usoskin2
0.9059992,Consensus,Usoskin2
0.9076448,Consensus,Usoskin2
0.8985467,Consensus,Usoskin2
0.8979561,Consensus,Usoskin2
0.9050045,Consensus,Usoskin2
0.9017103,Consensus,Usoskin2
0.8905852,Consensus,Usoskin2
0.8921784,Consensus,Usoskin2
0.9001015,Consensus,Usoskin2
0.9022703,Consensus,Usoskin2
0.9095053,Consensus,Usoskin2
0.8945767,Consensus,Usoskin2
0.8848179,Consensus,Usoskin2
0.5195239,Individual,Usoskin3
0.879457,Individual,Usoskin3
0.8777561,Individual,Usoskin3
0.8658321,Individual,Usoskin3
0.8519413,Individual,Usoskin3
0.8648539,Individual,Usoskin3
0.8626492,Individual,Usoskin3
0.8694935,Individual,Usoskin3
0.5365267,Individual,Usoskin3
0.862396,Individual,Usoskin3
0.5224053,Individual,Usoskin3
0.8490203,Individual,Usoskin3
0.8449597,Individual,Usoskin3
0.516029,Individual,Usoskin3
0.5232555,Individual,Usoskin3
0.8639424,Individual,Usoskin3
0.5089748,Individual,Usoskin3
0.886311,Individual,Usoskin3
0.5400417,Individual,Usoskin3
0.5169615,Individual,Usoskin3
0.8589939,Individual,Usoskin3
0.4824894,Individual,Usoskin3
0.8514234,Individual,Usoskin3
0.5236126,Individual,Usoskin3
0.8782904,Individual,Usoskin3
0.5083847,Individual,Usoskin3
0.5145805,Individual,Usoskin3
0.8592281,Individual,Usoskin3
0.8600908,Individual,Usoskin3
0.8730789,Individual,Usoskin3
0.4911134,Individual,Usoskin3
0.8754715,Individual,Usoskin3
0.8625127,Individual,Usoskin3
0.5107817,Individual,Usoskin3
0.4821386,Individual,Usoskin3
0.8849706,Individual,Usoskin3
0.8757404,Individual,Usoskin3
0.5245608,Individual,Usoskin3
0.4915675,Individual,Usoskin3
0.882717,Individual,Usoskin3
0.8529065,Individual,Usoskin3
0.8747512,Individual,Usoskin3
0.5345544,Individual,Usoskin3
0.87222,Individual,Usoskin3
0.8815874,Individual,Usoskin3
0.4959248,Individual,Usoskin3
0.5107724,Individual,Usoskin3
0.8839936,Individual,Usoskin3
0.8694569,Individual,Usoskin3
0.8560749,Individual,Usoskin3
0.8511251,Individual,Usoskin3
0.4999159,Individual,Usoskin3
0.4973461,Individual,Usoskin3
0.8747188,Individual,Usoskin3
0.8709742,Individual,Usoskin3
0.8729441,Individual,Usoskin3
0.8797499,Individual,Usoskin3
0.8582192,Individual,Usoskin3
0.5246337,Individual,Usoskin3
0.5027409,Individual,Usoskin3
0.5121277,Individual,Usoskin3
0.876675,Individual,Usoskin3
0.8575062,Individual,Usoskin3
0.4724352,Individual,Usoskin3
0.854965,Individual,Usoskin3
0.8808955,Individual,Usoskin3
0.5131698,Individual,Usoskin3
0.8757527,Individual,Usoskin3
0.8719821,Individual,Usoskin3
0.5168007,Individual,Usoskin3
0.8614456,Individual,Usoskin3
0.8780887,Individual,Usoskin3
0.5284276,Individual,Usoskin3
0.5182387,Individual,Usoskin3
0.8773693,Individual,Usoskin3
0.5297511,Individual,Usoskin3
0.8820825,Individual,Usoskin3
0.888771,Individual,Usoskin3
0.878319,Individual,Usoskin3
0.8511194,Individual,Usoskin3
0.5154517,Individual,Usoskin3
0.5044021,Individual,Usoskin3
0.8608954,Individual,Usoskin3
0.8537592,Individual,Usoskin3
0.8640968,Individual,Usoskin3
0.8531422,Individual,Usoskin3
0.871911,Individual,Usoskin3
0.8534143,Individual,Usoskin3
0.8628047,Individual,Usoskin3
0.8767877,Individual,Usoskin3
0.8518037,Individual,Usoskin3
0.8813908,Individual,Usoskin3
0.5165522,Individual,Usoskin3
0.5223222,Individual,Usoskin3
0.8676914,Individual,Usoskin3
0.5108245,Individual,Usoskin3
0.8553279,Individual,Usoskin3
0.8492933,Individual,Usoskin3
0.493921,Individual,Usoskin3
0.4663594,Individual,Usoskin3
0.6891525,Consensus,Usoskin3
0.8935294,Consensus,Usoskin3
0.6764085,Consensus,Usoskin3
